gene,candidate_source,candidate_trait_key,candidate_trait_name,phenotype_id,genome_build,canonical_group,gene_trait_uid,unit_analysis_role,locked_mapping_tier,mapping_tiers_contributing,roles_contributing,n_pair_trait_rows,n_target_indication_pairs,n_indications,indication_mesh_ids,indications,pools,n_A_pairs,n_B_pairs,mixed_pool,primary_approval_eligible,sensitivity_pool_assignment,pops_available,non_eur_pops_available,mapping_uids
INPP5D,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_dadb7ceeabdc9773,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D003876,"Dermatitis, Atopic",B,0,1,False,False,B,"CSA,EUR",CSA,map_5870426bd34a44e7
ITGB7,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_8805f6b96b374c75,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
KIT,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_bbc6733dac188dc0,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
MMP12,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_709ce05cb4e068a8,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
NFKB1,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_2cdeedd0ea0be7bb,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D003876,"Asthma || Dermatitis, Atopic",B,0,2,False,False,B,"CSA,EUR",CSA,map_5870426bd34a44e7 || map_cb8244ded7498122
NR3C1,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_3cb4f26d277eeed1,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D065631,"Asthma || Rhinitis, Allergic","A,B",1,1,True,False,A,"CSA,EUR",CSA,map_cb8244ded7498122 || map_fef4e0642fc76154
P2RY2,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_c224aad859abb156,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
PDE3A,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_155a98bdfae6de5e,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
PDE4B,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_6ffc43d8ccc9627c,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
PDE4D,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_e0a3b9e35aef01f9,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D065631,"Asthma || Rhinitis, Allergic",B,0,2,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122 || map_fef4e0642fc76154
TNFSF15,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_9460eacf6b5cec6c,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
TNFSF4,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_0d8fbcfc9b467ae1,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,3,3,3,D001249 || D003876 || D065631,"Asthma || Dermatitis, Atopic || Rhinitis, Allergic",B,0,3,False,False,B,"CSA,EUR",CSA,map_5870426bd34a44e7 || map_cb8244ded7498122 || map_fef4e0642fc76154
TSLP,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_68a29f695b22e937,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D003876,"Asthma || Dermatitis, Atopic","A,B",1,1,True,False,A,"CSA,EUR",CSA,map_5870426bd34a44e7 || map_cb8244ded7498122
TYK2,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,gt_8eb26b68c77fb2cf,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"CSA,EUR",CSA,map_cb8244ded7498122
ALDH2,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",continuous|eGFRcreacys|both_sexes||irnt,GRCh37,egfr_cystatin_c,gt_49592188ab978b80,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR",CSA,map_60a0dd903780e9d1
APOL1,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",continuous|eGFRcreacys|both_sexes||irnt,GRCh37,egfr_cystatin_c,gt_37e472a0f64504bd,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,2,2,2,D005923 || D051437,"Glomerulosclerosis, Focal Segmental || Renal Insufficiency",B,0,2,False,False,B,"CSA,EUR",CSA,map_60a0dd903780e9d1 || map_a4cf271bf01d2d4b
AXL,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",continuous|eGFRcreacys|both_sexes||irnt,GRCh37,egfr_cystatin_c,gt_899bad0c2759607f,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005922,"Glomerulonephritis, IGA",B,0,1,False,False,B,"CSA,EUR",CSA,map_988bfdeb00c80053
GLP1R,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",continuous|eGFRcreacys|both_sexes||irnt,GRCh37,egfr_cystatin_c,gt_9e8f8486a39d8061,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR",CSA,map_60a0dd903780e9d1
KCNJ1,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",continuous|eGFRcreacys|both_sexes||irnt,GRCh37,egfr_cystatin_c,gt_cb1935f132a80e7e,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR",CSA,map_60a0dd903780e9d1
NFE2L2,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",continuous|eGFRcreacys|both_sexes||irnt,GRCh37,egfr_cystatin_c,gt_1c7d432c69e1619f,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR",CSA,map_60a0dd903780e9d1
NFKB1,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",continuous|eGFRcreacys|both_sexes||irnt,GRCh37,egfr_cystatin_c,gt_f158807cbd1ff8b0,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005923,"Glomerulosclerosis, Focal Segmental",B,0,1,False,False,B,"CSA,EUR",CSA,map_a4cf271bf01d2d4b
NOX4,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",continuous|eGFRcreacys|both_sexes||irnt,GRCh37,egfr_cystatin_c,gt_611ebc5c523a0335,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D003928,Diabetic Nephropathies,B,0,1,False,False,B,"CSA,EUR",CSA,map_237af7c6f0e79465
TGFB1,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",continuous|eGFRcreacys|both_sexes||irnt,GRCh37,egfr_cystatin_c,gt_67fafbc34fad5769,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005923,"Glomerulosclerosis, Focal Segmental",B,0,1,False,False,B,"CSA,EUR",CSA,map_a4cf271bf01d2d4b
TNFSF13,Pan-UKB,Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,"Estimated glomerular filtration rate, cystain C",continuous|eGFRcreacys|both_sexes||irnt,GRCh37,egfr_cystatin_c,gt_2a1141a538a5d8da,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005922,"Glomerulonephritis, IGA",B,0,1,False,False,B,"CSA,EUR",CSA,map_988bfdeb00c80053
ALDH2,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",continuous|eGFRcys|both_sexes||irnt,GRCh37,egfr_creatinine_cystatin_c,gt_d2741a54561a8897,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR",CSA,map_595de43d458884cd
APOL1,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",continuous|eGFRcys|both_sexes||irnt,GRCh37,egfr_creatinine_cystatin_c,gt_726d8669541e423b,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,2,2,2,D005923 || D051437,"Glomerulosclerosis, Focal Segmental || Renal Insufficiency",B,0,2,False,False,B,"CSA,EUR",CSA,map_595de43d458884cd || map_b636365ec4af96d0
AXL,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",continuous|eGFRcys|both_sexes||irnt,GRCh37,egfr_creatinine_cystatin_c,gt_e7ef4b7ebf566d2c,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005922,"Glomerulonephritis, IGA",B,0,1,False,False,B,"CSA,EUR",CSA,map_b769d2557192a963
GLP1R,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",continuous|eGFRcys|both_sexes||irnt,GRCh37,egfr_creatinine_cystatin_c,gt_f94da670fe45d073,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR",CSA,map_595de43d458884cd
KCNJ1,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",continuous|eGFRcys|both_sexes||irnt,GRCh37,egfr_creatinine_cystatin_c,gt_e302145f95c19917,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR",CSA,map_595de43d458884cd
NFE2L2,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",continuous|eGFRcys|both_sexes||irnt,GRCh37,egfr_creatinine_cystatin_c,gt_9fd89b9a06bf3d21,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D051437,Renal Insufficiency,B,0,1,False,False,B,"CSA,EUR",CSA,map_595de43d458884cd
NFKB1,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",continuous|eGFRcys|both_sexes||irnt,GRCh37,egfr_creatinine_cystatin_c,gt_5cfdcb953dd2daa1,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005923,"Glomerulosclerosis, Focal Segmental",B,0,1,False,False,B,"CSA,EUR",CSA,map_b636365ec4af96d0
NOX4,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",continuous|eGFRcys|both_sexes||irnt,GRCh37,egfr_creatinine_cystatin_c,gt_035225972671d0e8,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D003928,Diabetic Nephropathies,B,0,1,False,False,B,"CSA,EUR",CSA,map_9eebacb52f0633f9
TGFB1,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",continuous|eGFRcys|both_sexes||irnt,GRCh37,egfr_creatinine_cystatin_c,gt_811c6788417a2e37,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005923,"Glomerulosclerosis, Focal Segmental",B,0,1,False,False,B,"CSA,EUR",CSA,map_b636365ec4af96d0
TNFSF13,Pan-UKB,Pan-UKB::continuous|eGFRcys|both_sexes||irnt,"Estimated glomerular filtration rate, serum creatinine + cystain C",continuous|eGFRcys|both_sexes||irnt,GRCh37,egfr_creatinine_cystatin_c,gt_237a604cf389b322,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D005922,"Glomerulonephritis, IGA",B,0,1,False,False,B,"CSA,EUR",CSA,map_b769d2557192a963
ADORA1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_8ae1111e40e959b8,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
ADORA2B,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_8a1e23cc998cbb64,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
ADRB2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_495f677728f16ec2,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",A,2,0,False,False,A,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
CHRM3,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_eaad0d6b2891c9d2,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive","A,B",1,1,True,False,A,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
CSF2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_4f85f19a487f8fd2,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
EPHX2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_688797756517cedf,SENSITIVITY,Closely related phenotype,Closely related phenotype,SENSITIVITY,1,1,1,D029424,"Pulmonary Disease, Chronic Obstructive",B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0
FGFR3,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_013512b566d19bdd,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
GATA3,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_156175cb277f8eb1,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
HCRTR1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_cb34eb2d840eca86,SENSITIVITY,Closely related phenotype,Closely related phenotype,SENSITIVITY,1,1,1,D029424,"Pulmonary Disease, Chronic Obstructive",B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0
HRH4,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_a146c9afef699a4a,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
IL13,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_f39647351d388081,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
IL17RB,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_a9888937e4480c97,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
IL1R1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_5d68fa6326a39614,SENSITIVITY,Closely related phenotype,Closely related phenotype,SENSITIVITY,1,1,1,D029424,"Pulmonary Disease, Chronic Obstructive",B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0
IL1RL1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_16bad9e5717c24d3,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
IL3,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_4d0c1be02c7c96b1,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
IL33,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_7d25e615646c0be9,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
IL4R,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_ecb0c0d407fda9fb,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive","A,B",1,1,True,False,A,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
IL5,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_bfd5545a5a2876bf,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
IL6,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_f6175b0342fb5780,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
ITGB7,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_b1ae3eb539c385dd,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
KIT,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_7f724afe00ec49cb,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
MMP12,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_b13b0fea4588063b,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
NFKB1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_9d644cbd7bb53f54,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
NR3C1,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_453814eeb960a8fd,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",A,2,0,False,False,A,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
P2RY2,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_67618c459284880c,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D001249,Asthma,B,0,1,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1
PDE3A,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_0ef8cbb6ba3f7abe,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
PDE4B,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_ce15e9abcabbebe4,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
PDE4D,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,gt_45bc82dccf3c01ab,SENSITIVITY,Closely related phenotype,Closely related phenotype || Proxy biomarker,SENSITIVITY,2,2,2,D001249 || D029424,"Asthma || Pulmonary Disease, Chronic Obstructive",B,0,2,False,False,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0 || map_59356df4843aaef1
