gene,candidate_source,candidate_trait_key,candidate_trait_name,phenotype_id,genome_build,canonical_group,gene_trait_uid,unit_analysis_role,locked_mapping_tier,mapping_tiers_contributing,roles_contributing,n_pair_trait_rows,n_target_indication_pairs,n_indications,indication_mesh_ids,indications,pools,n_A_pairs,n_B_pairs,mixed_pool,primary_approval_eligible,sensitivity_pool_assignment,pops_available,non_eur_pops_available,mapping_uids
SLC12A2,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_f2aa2535296b990b,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,B,0,1,False,True,B,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
VDR,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,gt_f2d33ec15e3abce2,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D006973,Hypertension,B,0,1,False,True,B,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25
ALOX5,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_ff22c9719815d876,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,B,0,1,False,True,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
ANGPTL3,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_b328521a0423f5c5,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,B,0,1,False,True,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
ANGPTL4,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_37bb10a4689a1bb1,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,B,0,1,False,True,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
APOB,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_e89d07b40f69aeb9,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,B,0,1,False,True,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
APOC3,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_f57de0955fec90d0,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,A,1,0,False,True,A,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
FGF21,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_3de9daa3443abcc6,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,B,0,1,False,True,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
LPL,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_93b3040bef26dfa3,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,B,0,1,False,True,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
NR1H4,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_92c32a34aa51727f,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,B,0,1,False,True,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
PDE3A,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_46f21fc6b2b38cba,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,B,0,1,False,True,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
PDE4A,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_82f82416b351979f,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,B,0,1,False,True,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
PDE4B,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_ef9194fedfad3efd,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,B,0,1,False,True,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
PDE4C,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_f4a47c2532951932,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,B,0,1,False,True,B,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
PPARA,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_2ac1949db32bd35d,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,A,1,0,False,True,A,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
PPARG,Pan-UKB,Pan-UKB::biomarkers|30870|both_sexes||irnt,Triglycerides,biomarkers|30870|both_sexes||irnt,GRCh37,triglycerides,gt_44be73ebd0d0a1ce,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D015228,Hypertriglyceridemia,A,1,0,False,True,A,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_e34c5f2ec9867915
CSF3R,Pan-UKB,Pan-UKB::continuous|30000|both_sexes||irnt,White blood cell (leukocyte) count,continuous|30000|both_sexes||irnt,GRCh37,white_blood_cell_count,gt_e879daaa8470efb6,PRIMARY,Direct quantitative readout,Direct quantitative readout,PRIMARY,1,1,1,D007970,Leukopenia,A,1,0,False,True,A,"CSA,EUR",CSA,map_2e60e69f7f61359d
IL12B,Pan-UKB,Pan-UKB::biomarkers|30620|both_sexes||irnt,Alanine aminotransferase,biomarkers|30620|both_sexes||irnt,GRCh37,alanine_aminotransferase,gt_35a39ec308ee87fc,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D008105,"Liver Cirrhosis, Biliary",B,0,1,False,False,B,"AFR,CSA,EUR","AFR,CSA",map_4b6884cf0ea1e824
TNFRSF1A,Pan-UKB,Pan-UKB::biomarkers|30620|both_sexes||irnt,Alanine aminotransferase,biomarkers|30620|both_sexes||irnt,GRCh37,alanine_aminotransferase,gt_1532a9ca07d456ce,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D008103,Liver Cirrhosis,B,0,1,False,False,B,"AFR,CSA,EUR","AFR,CSA",map_f067dbb6f8c37ca3
IL12B,Pan-UKB,Pan-UKB::biomarkers|30600|both_sexes||irnt,Albumin,biomarkers|30600|both_sexes||irnt,GRCh37,albumin,gt_d5f1eb0727f1fc8c,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D008105,"Liver Cirrhosis, Biliary",B,0,1,False,False,B,"AFR,CSA,EUR","AFR,CSA",map_0b9f9d3bae4b9355
TNFRSF1A,Pan-UKB,Pan-UKB::biomarkers|30610|both_sexes||irnt,Alkaline phosphatase,biomarkers|30610|both_sexes||irnt,GRCh37,alkaline_phosphatase,gt_9a0a8eb6c834f627,SENSITIVITY,Proxy biomarker,Proxy biomarker,SENSITIVITY,1,1,1,D008103,Liver Cirrhosis,B,0,1,False,False,B,"CSA,EUR,MID","CSA,MID",map_4301372338ca851e
ABCA1,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_880c09aa6e82a823,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69
ADRB1,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_aeeeee5ba6d1cdd4,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69
ADRB2,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_3aaa98b315ec15ca,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69
ANGPTL3,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_d9cb93951608efa4,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,4,4,4,D006937 || D006938 || D006949 || D050171,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,"A,B",1,3,True,False,A,"CSA,EUR",CSA,map_431e4b5a762bae69 || map_505723e622d14ef9 || map_6d9fe13af554c236 || map_cfd704321ca3eaef
ANGPTL8,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_2a3973930dfa8079,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69
APOA1,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_e472a4b9838e4efd,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,3,3,3,D006937 || D006938 || D006949,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,B,0,3,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69 || map_505723e622d14ef9 || map_cfd704321ca3eaef
APOB,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_638010dd904ff52a,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,3,3,3,D006937 || D006938 || D006949,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,"A,B",1,2,True,False,A,"CSA,EUR",CSA,map_431e4b5a762bae69 || map_505723e622d14ef9 || map_cfd704321ca3eaef
APOC3,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_8710f4213a54e500,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,3,3,3,D006937 || D006949 || D050171,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias,B,0,3,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69 || map_505723e622d14ef9 || map_6d9fe13af554c236
APOE,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_7e022850efc1272a,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006938,Hyperlipoproteinemia Type II,B,0,1,False,False,B,"CSA,EUR",CSA,map_cfd704321ca3eaef
CETP,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_911740b41c241344,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,3,3,3,D006937 || D006938 || D006949,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,B,0,3,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69 || map_505723e622d14ef9 || map_cfd704321ca3eaef
DGAT2,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_63507162bcaa3920,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69
FDFT1,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_40a892854f5916e0,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69
HCAR2,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_db347719699507ec,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,2,2,2,D006937 || D006949,Hypercholesterolemia || Hyperlipidemias,B,0,2,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69 || map_505723e622d14ef9
HCAR3,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_789afc52cefd4f2d,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,2,2,2,D006937 || D006949,Hypercholesterolemia || Hyperlipidemias,B,0,2,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69 || map_505723e622d14ef9
HMGCR,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_a2fbc60777f1e768,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,3,3,3,D006937 || D006949 || D050171,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias,A,3,0,False,False,A,"CSA,EUR",CSA,map_431e4b5a762bae69 || map_505723e622d14ef9 || map_6d9fe13af554c236
LPA,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_fd898132e38f7788,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69
MTTP,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_6b7b6bd038da9052,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69
NPC1L1,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_c6647379089cd913,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,2,2,2,D006949 || D050171,Dyslipidemias || Hyperlipidemias,"A,B",1,1,True,False,A,"CSA,EUR",CSA,map_431e4b5a762bae69 || map_6d9fe13af554c236
NR1H3,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_1b1f490edcf0cd67,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006937,Hypercholesterolemia,B,0,1,False,False,B,"CSA,EUR",CSA,map_505723e622d14ef9
NR1H4,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_5e044fcde2890531,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,2,2,2,D006937 || D006949,Hypercholesterolemia || Hyperlipidemias,B,0,2,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69 || map_505723e622d14ef9
PCSK9,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_5546449a60969756,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,3,3,3,D006937 || D006938 || D006949,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,A,3,0,False,False,A,"CSA,EUR",CSA,map_431e4b5a762bae69 || map_505723e622d14ef9 || map_cfd704321ca3eaef
PPARA,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_a720a56d887401e7,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,4,4,4,D006937 || D006938 || D006949 || D050171,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,"A,B",3,1,True,False,A,"CSA,EUR",CSA,map_431e4b5a762bae69 || map_505723e622d14ef9 || map_6d9fe13af554c236 || map_cfd704321ca3eaef
PPARG,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_a771e8ce8bd5d5d6,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,A,1,0,False,False,A,"CSA,EUR",CSA,map_431e4b5a762bae69
SLC10A2,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_0e169e1a379505e6,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,2,2,2,D006937 || D006949,Hypercholesterolemia || Hyperlipidemias,B,0,2,False,False,B,"CSA,EUR",CSA,map_431e4b5a762bae69 || map_505723e622d14ef9
THRB,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,gt_9332f01cb4a157fe,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,2,2,2,D006937 || D006938,Hypercholesterolemia || Hyperlipoproteinemia Type II,B,0,2,False,False,B,"CSA,EUR",CSA,map_505723e622d14ef9 || map_cfd704321ca3eaef
ABCA1,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_48233b9c2eb59a1f,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_c7d4a03a9508b750
ADRB1,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_c98636246f1eeeb1,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_c7d4a03a9508b750
ADRB2,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_dfad32820104eef9,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_c7d4a03a9508b750
ANGPTL3,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_901e56afccee7ba0,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,4,4,4,D006937 || D006938 || D006949 || D050171,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,"A,B",1,3,True,False,A,"CSA,EUR",CSA,map_20c7523ee78dfeaf || map_53025b2483451588 || map_a36004652f6c76ab || map_c7d4a03a9508b750
ANGPTL8,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_75c73f4df9d630bb,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_c7d4a03a9508b750
APOA1,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_842d84e72602329f,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,3,3,3,D006937 || D006938 || D006949,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,B,0,3,False,False,B,"CSA,EUR",CSA,map_20c7523ee78dfeaf || map_53025b2483451588 || map_c7d4a03a9508b750
APOB,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_f155046fff0f537f,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,3,3,3,D006937 || D006938 || D006949,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,"A,B",1,2,True,False,A,"CSA,EUR",CSA,map_20c7523ee78dfeaf || map_53025b2483451588 || map_c7d4a03a9508b750
APOC3,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_77d8eec661a05c8a,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,3,3,3,D006937 || D006949 || D050171,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias,B,0,3,False,False,B,"CSA,EUR",CSA,map_53025b2483451588 || map_a36004652f6c76ab || map_c7d4a03a9508b750
APOE,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_2e2fabfb37d2fd13,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006938,Hyperlipoproteinemia Type II,B,0,1,False,False,B,"CSA,EUR",CSA,map_20c7523ee78dfeaf
CETP,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_11d0e900063cba82,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,3,3,3,D006937 || D006938 || D006949,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,B,0,3,False,False,B,"CSA,EUR",CSA,map_20c7523ee78dfeaf || map_53025b2483451588 || map_c7d4a03a9508b750
DGAT2,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_1b3cc0c3770349a3,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_c7d4a03a9508b750
FDFT1,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_f8d0b486ca5700c2,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_c7d4a03a9508b750
HCAR2,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_e34f0267f225cb41,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,2,2,2,D006937 || D006949,Hypercholesterolemia || Hyperlipidemias,B,0,2,False,False,B,"CSA,EUR",CSA,map_53025b2483451588 || map_c7d4a03a9508b750
HCAR3,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_2b73bfee6ac3018f,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,2,2,2,D006937 || D006949,Hypercholesterolemia || Hyperlipidemias,B,0,2,False,False,B,"CSA,EUR",CSA,map_53025b2483451588 || map_c7d4a03a9508b750
HMGCR,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_0769e67324e03350,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,3,3,3,D006937 || D006949 || D050171,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias,A,3,0,False,False,A,"CSA,EUR",CSA,map_53025b2483451588 || map_a36004652f6c76ab || map_c7d4a03a9508b750
LPA,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_5b0a1801dd50c6d3,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_c7d4a03a9508b750
MTTP,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,gt_dbc4dcc72156089f,SENSITIVITY,Direct quantitative readout,Direct quantitative readout,SENSITIVITY,1,1,1,D006949,Hyperlipidemias,B,0,1,False,False,B,"CSA,EUR",CSA,map_c7d4a03a9508b750
