indication_mesh_id,indication_mesh_term,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,direct_candidate_1_trait_key,direct_candidate_1_name,direct_candidate_1_source,direct_candidate_1_build,direct_candidate_1_pops,direct_candidate_1_score,direct_candidate_2_trait_key,direct_candidate_2_name,direct_candidate_2_source,direct_candidate_2_build,direct_candidate_2_pops,direct_candidate_2_score,direct_candidate_3_trait_key,direct_candidate_3_name,direct_candidate_3_source,direct_candidate_3_build,direct_candidate_3_pops,direct_candidate_3_score,direct_candidate_4_trait_key,direct_candidate_4_name,direct_candidate_4_source,direct_candidate_4_build,direct_candidate_4_pops,direct_candidate_4_score,direct_candidate_5_trait_key,direct_candidate_5_name,direct_candidate_5_source,direct_candidate_5_build,direct_candidate_5_pops,direct_candidate_5_score,selected_trait_key_1,mapping_tier_1,mapping_rationale_1,reviewer_notes_1,selected_trait_key_2,mapping_tier_2,mapping_rationale_2,reviewer_notes_2,selected_trait_key_3,mapping_tier_3,mapping_rationale_3,reviewer_notes_3,selected_trait_key_4,mapping_tier_4,mapping_rationale_4,reviewer_notes_4,selected_trait_key_5,mapping_tier_5,mapping_rationale_5,reviewer_notes_5,indication_review_status,exclude_reason,unmapped_reason
D042882,Gallstones,Gallstones,1,1,0,1,Pan-UKB::phecode|594|both_sexes||,Urinary calculus,Pan-UKB,GRCh37,"CSA,EUR",10.645161290322582,Pan-UKB::phecode|558|both_sexes||,Noninfectious gastroenteritis,Pan-UKB,GRCh37,"CSA,EUR",8.035714285714285,GBMI::Stroke,Stroke,GBMI,GRCh38,,8.0,Pan-UKB::phecode|594.1|both_sexes||,Calculus of kidney,Pan-UKB,GRCh37,"CSA,EUR",7.777777777777778,Pan-UKB::icd10|K42|both_sexes||,K42 Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",7.741935483870968,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D005909,Glioblastoma,Glioblastoma,1,1,0,1,Pan-UKB::icd10|J45|both_sexes||,J45 Asthma,Pan-UKB,GRCh37,"CSA,EUR,MID",8.333333333333334,GBMI::Asthma,Asthma,GBMI,GRCh38,,8.333333333333334,Pan-UKB::phecode|250|both_sexes||,Diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",6.75,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",6.666666666666666,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",6.666666666666666,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D006177,Gynecomastia,Gynecomastia,1,1,0,1,Pan-UKB::phecode|835|both_sexes||,Internal derangement of knee,Pan-UKB,GRCh37,"EUR,MID",7.647058823529411,GBMI::HF,Heart failure,GBMI,GRCh38,,7.5,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",6.818181818181818,Pan-UKB::icd10|K44|both_sexes||,K44 Diaphragmatic hernia,Pan-UKB,GRCh37,"EUR,MID",6.75,Pan-UKB::phecode|550.2|both_sexes||,Diaphragmatic hernia,Pan-UKB,GRCh37,"CSA,EUR,MID",6.75,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D019337,Hematologic Neoplasms,Hematologic Neoplasms,1,1,0,1,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,52.05128205128205,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,49.74358974358974,Pan-UKB::icd10|K42|both_sexes||,K42 Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",7.105263157894736,Pan-UKB::phecode|550.4|both_sexes||,Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",7.105263157894736,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,7.105263157894736,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D006432,Hemochromatosis,Hemochromatosis,1,1,0,1,Pan-UKB::phecode|250.2|both_sexes||,Type 2 diabetes,Pan-UKB,GRCh37,"CSA,EUR",51.66666666666666,Pan-UKB::phecode|250|both_sexes||,Diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",51.04166666666666,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,44.8,Pan-UKB::icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",42.5,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",9.72972972972973,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D006712,Homocystinuria,Homocystinuria,1,1,0,1,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",8.181818181818182,Pan-UKB::icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,Pan-UKB,GRCh37,"EUR,MID",7.215189873417722,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,7.0588235294117645,Pan-UKB::phecode|550|both_sexes||,Abdominal hernia,Pan-UKB,GRCh37,"EAS,EUR",7.0,Pan-UKB::phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified",Pan-UKB,GRCh37,"CSA,EAS,EUR",6.627906976744186,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D008072,Hyperlipoproteinemia Type I,Hyperlipoproteinemia Type I,1,1,1,0,Pan-UKB::phecode|250.2|both_sexes||,Type 2 diabetes,Pan-UKB,GRCh37,"CSA,EUR",48.64341085271317,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",47.8066037735849,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,30.57142857142857,Pan-UKB::icd10|K42|both_sexes||,K42 Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",9.0,Pan-UKB::phecode|550.4|both_sexes||,Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",9.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D049950,"Hyperparathyroidism, Primary","Hyperparathyroidism, Primary",1,1,1,0,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,44.77777777777778,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",7.142857142857142,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",7.0588235294117645,Pan-UKB::icd10|Z86|both_sexes||,Z86 Personal history of certain other diseases,Pan-UKB,GRCh37,"EUR,MID",6.857142857142857,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,6.666666666666666,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D006962,"Hyperparathyroidism, Secondary","Hyperparathyroidism, Secondary",1,1,1,0,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",7.924528301886792,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",7.674418604651163,Pan-UKB::phecode|716.2|both_sexes||,Unspecified monoarthritis,Pan-UKB,GRCh37,"CSA,EAS,EUR,MID",7.222222222222221,Pan-UKB::icd10|Z86|both_sexes||,Z86 Personal history of certain other diseases,Pan-UKB,GRCh37,"EUR,MID",7.083333333333333,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",7.0588235294117645,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D006980,Hyperthyroidism,Hyperthyroidism,1,1,0,1,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,44.2,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",8.88888888888889,Pan-UKB::phecode|401|both_sexes||,Hypertension,Pan-UKB,GRCh37,"CSA,EUR",8.75,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",8.4375,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,8.076923076923077,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D052456,Hypoalphalipoproteinemias,Hypoalphalipoproteinemias,1,1,0,1,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,43.5,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",7.846153846153847,Pan-UKB::icd10|Z86|both_sexes||,Z86 Personal history of certain other diseases,Pan-UKB,GRCh37,"EUR,MID",7.659574468085106,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,7.605633802816901,Pan-UKB::icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,Pan-UKB,GRCh37,"CSA,EUR",7.402597402597403,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D007014,Hypophosphatasia,Hypophosphatasia,1,1,1,0,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,6.976744186046512,Pan-UKB::icd10|K80|both_sexes||,K80 Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",6.774193548387097,Pan-UKB::phecode|574.1|both_sexes||,Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",6.774193548387097,Pan-UKB::phecode|401|both_sexes||,Hypertension,Pan-UKB,GRCh37,"CSA,EUR",6.428571428571428,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",5.806451612903226,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D007037,Hypothyroidism,Hypothyroidism,1,1,1,0,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,43.734693877551024,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,43.66666666666666,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",8.68421052631579,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",8.125,Pan-UKB::phecode|716.2|both_sexes||,Unspecified monoarthritis,Pan-UKB,GRCh37,"CSA,EAS,EUR,MID",7.959183673469388,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D020177,Idiopathic Hypersomnia,Idiopathic Hypersomnia,1,1,0,1,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",87.84482758620689,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",87.84482758620689,Pan-UKB::phecode|327.3|both_sexes||,Sleep apnea,Pan-UKB,GRCh37,"CSA,EUR",52.91666666666666,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,47.98076923076923,Pan-UKB::phecode|459|both_sexes||,Other disorders of circulatory system,Pan-UKB,GRCh37,"CSA,EUR",40.36821705426357,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D055623,"Keratosis, Actinic","Keratosis, Actinic",1,1,0,1,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",7.7142857142857135,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",7.692307692307692,Pan-UKB::icd10|R07|both_sexes||,R07 Pain in throat and chest,Pan-UKB,GRCh37,"CSA,EUR",7.317073170731707,Pan-UKB::icd10|M16|both_sexes||,M16 Coxarthrosis [arthrosis of hip],Pan-UKB,GRCh37,"CSA,EUR",7.173913043478261,Pan-UKB::icd10|M17|both_sexes||,M17 Gonarthrosis [arthrosis of knee],Pan-UKB,GRCh37,"EUR,MID",7.0212765957446805,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D007863,Lecithin Cholesterol Acyltransferase Deficiency,Lecithin Cholesterol Acyltransferase Deficiency,1,1,0,1,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",10.263157894736842,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.70967741935484,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.70967741935484,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",8.297872340425533,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,7.800000000000001,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D007889,Leiomyoma,Leiomyoma,1,1,1,0,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,50.97701149425287,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,8.571428571428571,Pan-UKB::phecode|550|both_sexes||,Abdominal hernia,Pan-UKB,GRCh37,"EAS,EUR",7.741935483870968,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,7.5,Pan-UKB::icd10|F32|both_sexes||,F32 Depressive episode,Pan-UKB,GRCh37,"CSA,EUR",7.272727272727273,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D007890,Leiomyosarcoma,Leiomyosarcoma,1,1,0,1,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,6.875,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,6.25,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",6.206896551724138,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",6.122448979591837,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",6.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D015451,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",1,1,1,0,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",47.32142857142857,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",35.79310344827586,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,34.72727272727273,Pan-UKB::icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,Pan-UKB,GRCh37,"CSA,EUR",34.083333333333336,Pan-UKB::phecode|496.21|both_sexes||,Obstructive chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",34.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive","Leukemia, Myelogenous, Chronic, BCR-ABL Positive",1,1,0,1,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",47.5,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",35.13559322033898,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,34.84615384615385,Pan-UKB::phecode|496.21|both_sexes||,Obstructive chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",34.62711864406779,Pan-UKB::icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,Pan-UKB,GRCh37,"CSA,EUR",34.183098591549296,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D008175,Lung Neoplasms,Lung Neoplasms,1,1,0,1,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,52.46666666666666,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,50.06666666666666,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,47.047872340425535,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,46.6745283018868,Pan-UKB::icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,Pan-UKB,GRCh37,"CSA,EUR",45.25,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D008223,Lymphoma,Lymphoma,1,1,0,1,Pan-UKB::icd10|J45|both_sexes||,J45 Asthma,Pan-UKB,GRCh37,"CSA,EUR,MID",7.142857142857142,GBMI::Asthma,Asthma,GBMI,GRCh38,,7.142857142857142,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,6.73469387755102,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",6.666666666666666,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,6.666666666666666,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D008224,"Lymphoma, Follicular","Lymphoma, Follicular",1,1,0,1,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",8.653846153846153,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",7.857142857142858,Pan-UKB::icd10|K42|both_sexes||,K42 Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",7.297297297297297,Pan-UKB::phecode|550.4|both_sexes||,Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",7.297297297297297,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,6.79245283018868,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D008527,Medulloblastoma,Medulloblastoma,1,1,0,1,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,7.241379310344828,Pan-UKB::icd10|J45|both_sexes||,J45 Asthma,Pan-UKB,GRCh37,"CSA,EUR,MID",7.142857142857142,GBMI::Asthma,Asthma,GBMI,GRCh38,,7.142857142857142,GBMI::VTE,Venous thromboembolism,GBMI,GRCh38,,6.75,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",6.6,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D008659,Metabolic Diseases,Metabolic Diseases,1,1,0,1,Pan-UKB::phecode|272|both_sexes||,Disorders of lipoid metabolism,Pan-UKB,GRCh37,"CSA,EUR",8.936170212765957,Pan-UKB::phecode|250|both_sexes||,Diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",8.571428571428571,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.461538461538462,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",8.461538461538462,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",7.894736842105263,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D009196,Myeloproliferative Disorders,Myeloproliferative Disorders,1,1,0,1,Pan-UKB::icd10|F32|both_sexes||,F32 Depressive episode,Pan-UKB,GRCh37,"CSA,EUR",8.666666666666666,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",8.49056603773585,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.372093023255815,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.372093023255815,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",8.125,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D009223,Myotonic Dystrophy,Myotonic Dystrophy,1,1,0,1,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",11.052631578947368,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",8.936170212765957,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.70967741935484,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",8.70967741935484,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",8.68421052631579,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D009303,Nasopharyngeal Neoplasms,Nasopharyngeal Neoplasms,1,1,0,1,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,49.38095238095238,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,49.16666666666666,Pan-UKB::icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,Pan-UKB,GRCh37,"EUR,MID",8.035714285714285,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",7.857142857142858,Pan-UKB::phecode|594|both_sexes||,Urinary calculus,Pan-UKB,GRCh37,"CSA,EUR",7.7142857142857135,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D018307,"Neoplasms, Squamous Cell","Neoplasms, Squamous Cell",1,1,0,1,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,46.69117647058823,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,45.80882352941177,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,6.521739130434782,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",6.428571428571428,Pan-UKB::phecode|250|both_sexes||,Diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",6.315789473684211,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D009437,Neuralgia,Neuralgia,1,1,0,1,Pan-UKB::phecode|760|both_sexes||,Back pain,Pan-UKB,GRCh37,"CSA,EUR",50.06666666666666,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",49.16666666666666,Pan-UKB::icd10|R07|both_sexes||,R07 Pain in throat and chest,Pan-UKB,GRCh37,"CSA,EUR",47.0,Pan-UKB::phecode|418|both_sexes||,Nonspecific chest pain,Pan-UKB,GRCh37,"CSA,EUR",46.25,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",8.4375,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D018242,"Neuroectodermal Tumors, Primitive","Neuroectodermal Tumors, Primitive",1,1,0,1,GBMI::Appendectomy,Appendectomy,GBMI,GRCh38,,7.5,Pan-UKB::icd10|K80|both_sexes||,K80 Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",7.272727272727273,Pan-UKB::phecode|574.1|both_sexes||,Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",7.272727272727273,Pan-UKB::icd10|J45|both_sexes||,J45 Asthma,Pan-UKB,GRCh37,"CSA,EUR,MID",7.142857142857142,GBMI::Asthma,Asthma,GBMI,GRCh38,,7.142857142857142,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D009293,Opioid-Related Disorders,Opioid-Related Disorders,1,1,1,0,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",53.91156462585034,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",53.20512820512821,Pan-UKB::phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases",Pan-UKB,GRCh37,"EUR,MID",48.09426229508197,Pan-UKB::icd10|Z72|both_sexes||,Z72 Problems related to lifestyle,Pan-UKB,GRCh37,"AFR,EUR",44.5,Pan-UKB::icd10|F17|both_sexes||,F17 Mental and behavioural disorders due to use of tobacco,Pan-UKB,GRCh37,"EAS,EUR",40.75342465753425,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D016584,Panic Disorder,Panic Disorder,1,1,0,1,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",11.0,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",11.0,Pan-UKB::phecode|760|both_sexes||,Back pain,Pan-UKB,GRCh37,"CSA,EUR",10.0,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",9.705882352941178,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",9.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
D010493,Pericarditis,Pericarditis,1,1,0,1,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",8.0,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,8.0,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,8.0,Pan-UKB::phecode|716.2|both_sexes||,Unspecified monoarthritis,Pan-UKB,GRCh37,"CSA,EAS,EUR,MID",7.297297297297297,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",7.0588235294117645,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,,"No prespecified high-confidence clinical, biomarker, or verified GBMI endpoint rule matched this indication."
