gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,unit_analysis_role,mixed_pool,primary_approval_eligible,n_comparison_ancestries,comparison_ancestries,n_portability_pre_ld_eligible_ancestries,n_coloc_input_eligible_ancestries,n_coloc_powered_both_ancestries,minimum_qc_qualified_variants,median_qc_qualified_variants,maximum_qc_qualified_variants,maximum_eur_gws_qc_variants,maximum_comparison_gws_qc_variants,primary_mechanistic_universe,portability_primary_locked,portability_sensitivity_locked,coloc_primary_locked,coloc_powered_primary_locked,coloc_sensitivity_locked,coloc_powered_sensitivity_locked,all_ancestries_coloc_input_eligible,all_ancestries_portability_pre_ld_eligible,genome_build,canonical_group,locked_mapping_tier,mapping_tiers_contributing,sensitivity_pool_assignment,pools,n_A_pairs,n_B_pairs,n_target_indication_pairs,n_indications,indications,non_eur_pops_available,approval_pool,approval_group,portability_deming_slope,portability_fiqt_slope,portability_naive_slope,portability_n_comparison_ancestries,portability_comparison_ancestries,portability_n_variants_total,portability_n_variants_minimum,portability_n_variants_median,portability_sign_concordance,portability_pearson_r,portability_any_deming_near_boundary,portability_primary_r2_threshold,unit_stability_final,primary_unit_category,coloc_n_powered_comparisons,coloc_powered_comparison_ancestries,coloc_comparison_stability_classes,coloc_primary_pp_h4_minimum,coloc_primary_pp_h4_median,coloc_primary_pp_h4_maximum,portability_final_available,coloc_powered_final_available,both_final_mechanisms_available,mechanistic_availability
gt_7fda23242315d7cb,FGFR4,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,0,2,0,653,657.5,662,0,0,True,False,False,True,False,True,False,True,False,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,"Diabetes Mellitus, Type 2","CSA,MID",B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_0f50d04f150328dc,GDF15,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,534,544.5,555,33,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Diabetes Mellitus,"CSA,MID",B,Phase I-III/not launched,-0.10460646772825255,-1.3996816576967184,-1.383098282579753,1.0,MID,3.0,3.0,3.0,0.3333333333333333,-0.68686091406353,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_08f7168b97dea82d,GIPR,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,534,543.0,552,194,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,"Diabetes Mellitus, Type 2","CSA,MID",A,Launched/approved,1.6334981950811025,2.044108875200208,2.0251674776186306,2.0,CSA || MID,9.0,4.0,4.5,0.875,0.8629951356388941,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_9c96bb01f3b324b3,GLP2R,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,1096,1097.5,1099,126,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,"Diabetes Mellitus, Type 2","CSA,MID",B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_1985dd04cf146f6a,INSR,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,0,2,0,1012,1026.0,1040,0,0,True,False,False,True,False,True,False,True,False,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,"Diabetes Mellitus, Type 2","CSA,MID",A,Launched/approved,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_9a354430dddcf5b3,KCNJ11,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,605,607.5,610,55,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,A,A,2,0,2,2,"Diabetes Mellitus || Diabetes Mellitus, Type 2","CSA,MID",A,Launched/approved,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_a9cf0a1ee71d1417,MC4R,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,0,2,0,565,590.0,615,0,0,True,False,False,True,False,True,False,True,False,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,"Diabetes Mellitus || Diabetes Mellitus, Type 2","CSA,MID",B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_049926198a583d6a,METAP2,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,1072,1074.0,1076,35,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,"Diabetes Mellitus, Type 2","CSA,MID",B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_5b728915d445b416,PPARG,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,881,896.5,912,325,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,"Diabetes Mellitus, Type 2","CSA,MID",A,Launched/approved,0.7593879417587606,0.3969656004000306,0.3965498823336866,2.0,CSA || MID,17.0,8.0,8.5,0.5347222222222222,0.1808275145179552,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_3d30f4f9e51c0032,SELE,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,0,2,0,999,1005.0,1011,0,0,True,False,False,True,False,True,False,True,False,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Diabetes Mellitus,"CSA,MID",B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_f49766f3ae4b8a2f,SREBF1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,274,279.5,285,183,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Diabetes Mellitus,"CSA,MID",B,Phase I-III/not launched,0.9162092640419884,1.0084167399546888,1.0019740872056246,2.0,CSA || MID,6.0,3.0,3.0,0.5,0.5427624329559659,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_f9d79082a44b2223,TP53,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,565,580.0,595,123,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Diabetes Mellitus,"CSA,MID",B,Phase I-III/not launched,-0.756456775666501,-0.1885612807400039,-0.18559214698866117,2.0,CSA || MID,13.0,6.0,6.5,0.3214285714285714,0.15719870321016624,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_dab1180e9c6840b2,VEGFA,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),PRIMARY,False,True,2,CSA || MID,2,2,0,593,599.0,605,28,0,True,True,True,True,False,True,False,True,True,GRCh37,hba1c,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,"Diabetes Mellitus, Type 2","CSA,MID",B,Phase I-III/not launched,1.564532848308098,1.6808499399078327,1.667292026377597,2.0,CSA || MID,8.0,4.0,4.0,1.0,0.8989457151769134,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_26e68f63f1f17429,JAK2,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,PRIMARY,False,True,1,CSA,0,1,0,887,887.0,887,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haematocrit,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Polycythemia Vera,CSA,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_df32c27b840a5558,ACVRL1,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,1,1,0,476,476.0,476,19,0,True,True,True,True,False,True,False,True,True,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_27028081fffa2432,BCL2,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,0,1,0,996,996.0,996,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_6d527f983ded21ce,DYRK3,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,0,1,0,570,570.0,570,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_6543c2a00ddc02f5,EGLN1,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,1,1,0,658,658.0,658,255,0,True,True,True,True,False,True,False,True,True,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Anemia,CSA,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_6100c7305905baed,EGLN2,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,1,1,0,805,805.0,805,109,0,True,True,True,True,False,True,False,True,True,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Anemia,CSA,A,Launched/approved,0.340034536862849,0.15370132651645724,0.15274627145326183,1.0,CSA,7.0,7.0,7.0,0.5714285714285714,0.23198324847292476,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_e581489a9e9ecfc2,EGLN3,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,1,1,0,2543,2543.0,2543,33,0,True,True,True,True,False,True,False,True,True,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Anemia,CSA,A,Launched/approved,0.9595200903919984,1.1022701208068122,1.1008117778397313,1.0,CSA,3.0,3.0,3.0,1.0,0.9554981971920753,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_357a52ecdb682313,EPOR,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,0,1,0,487,487.0,487,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Anemia,CSA,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_71c56e5a21360fea,HAMP,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,0,1,0,764,764.0,764,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_4d13eda51c3b314b,IL6,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,0,1,0,765,765.0,765,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_75fe57ef3df525f5,PKLR,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,1,1,0,212,212.0,212,30,0,True,True,True,True,False,True,False,True,True,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA,B,Phase I-III/not launched,1.1109447692313992,1.0682228241661396,1.064244733736518,1.0,CSA,3.0,3.0,3.0,1.0,0.8883007300931548,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_aa37c9461d658ae6,SLC40A1,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,PRIMARY,False,True,1,CSA,0,1,0,478,478.0,478,0,0,True,False,False,True,False,True,False,True,False,GRCh37,haemoglobin,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Anemia,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_709069d1feb6b869,ESR1,Pan-UKB,Pan-UKB::continuous|3148|both_sexes||irnt,Heel bone mineral density (BMD),PRIMARY,False,True,1,CSA,1,1,0,2117,2117.0,2117,480,0,True,True,True,True,False,True,False,True,True,GRCh37,heel_bone_mineral_density,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Osteoporosis,CSA,A,Launched/approved,0.21509937325075743,-0.0446394694068119,-0.044384579055687746,1.0,CSA,23.0,23.0,23.0,0.6086956521739131,-0.028082990774641364,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_49fc2519dd5d448f,GHRHR,Pan-UKB,Pan-UKB::continuous|3148|both_sexes||irnt,Heel bone mineral density (BMD),PRIMARY,False,True,1,CSA,1,1,0,759,759.0,759,58,0,True,True,True,True,False,True,False,True,True,GRCh37,heel_bone_mineral_density,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Osteoporosis,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_1a54193972b2aa21,SOST,Pan-UKB,Pan-UKB::continuous|3148|both_sexes||irnt,Heel bone mineral density (BMD),PRIMARY,False,True,1,CSA,1,1,0,390,390.0,390,180,0,True,True,True,True,False,True,False,True,True,GRCh37,heel_bone_mineral_density,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Osteoporosis,CSA,B,Phase I-III/not launched,0.9586172421275607,0.6616941101733164,0.6542997590359205,1.0,CSA,7.0,7.0,7.0,0.8571428571428571,0.34361012487056414,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_95af7ca2e8a7e102,ABCA1,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,1286,1286.0,1286,73,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA,B,Phase I-III/not launched,0.4513572095135062,0.40939142989259,0.4079602338488599,1.0,CSA,3.0,3.0,3.0,1.0,0.997484624340003,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_bbdbb86b1024cfac,ADRB1,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,497,497.0,497,13,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_d6604f91c9b9bd68,ADRB2,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,571,571.0,571,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_1c018fe9f451c0ea,ANGPTL8,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,663,663.0,663,177,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA,B,Phase I-III/not launched,0.15628634902083394,0.3846317272485339,0.38304312314535527,1.0,CSA,15.0,15.0,15.0,0.8,0.5118699947303479,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_25de020ab85c0f34,APOA1,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,605,605.0,605,250,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,3,3,3,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA,B,Phase I-III/not launched,0.5245948664586343,0.5536653553552494,0.5502594319878539,1.0,CSA,6.0,6.0,6.0,0.8333333333333334,0.7822545277542745,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_e4eae46191577e93,APOC3,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,599,599.0,599,252,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,3,3,3,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias,CSA,B,Phase I-III/not launched,0.5245948664586343,0.5536653553552494,0.5502594319878539,1.0,CSA,6.0,6.0,6.0,0.8333333333333334,0.7822545277542745,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_0b0678ba83486ccf,APOE,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,1,612,612.0,612,403,11,True,True,True,True,True,True,True,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipoproteinemia Type II,CSA,B,Phase I-III/not launched,0.3672581451800027,0.5038597755508503,0.4286830978597651,1.0,CSA,21.0,21.0,21.0,0.8095238095238095,0.7156212498231468,False,0.1,ROBUST_SHARED,CONSISTENT_SHARED,1.0,CSA,ROBUST_SHARED,0.9966233211066546,0.9966233211066546,0.9966233211066546,True,True,True,BOTH
gt_cbb5ddcaa2f8a827,CETP,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,805,805.0,805,52,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,3,3,3,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_af31839ea5782bf6,DGAT2,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,450,450.0,450,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_c737d88261852ece,FDFT1,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,1342,1342.0,1342,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_478ff02cdcfc6a99,HCAR2,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,425,425.0,425,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipidemias,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_d02d21f4deeb3658,HCAR3,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,505,505.0,505,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipidemias,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_fdbaedc51aaa106f,HMGCR,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,474,474.0,474,371,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,A,A,3,0,3,3,Dyslipidemias || Hypercholesterolemia || Hyperlipidemias,CSA,A,Launched/approved,0.9139415202276651,0.9453185778464973,0.9404886946177493,1.0,CSA,11.0,11.0,11.0,0.8181818181818182,0.7449023433699999,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_5da1ad3edfdad65e,LPA,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,642,642.0,642,230,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA,B,Phase I-III/not launched,0.911521568860521,1.2331874173762691,1.2311177235404536,1.0,CSA,7.0,7.0,7.0,1.0,0.7556577697834872,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_ad816587eda5b569,MTTP,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,807,807.0,807,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hyperlipidemias,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_c0dccd327bd42d57,NR1H3,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,424,424.0,424,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,1,1,1,Hypercholesterolemia,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_b8759ac053b783c0,NR1H4,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,497,497.0,497,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipidemias,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_d690685489730e56,PCSK9,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,674,674.0,674,213,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,A,A,3,0,3,3,Hypercholesterolemia || Hyperlipidemias || Hyperlipoproteinemia Type II,CSA,A,Launched/approved,0.334332098652151,0.2405182677155082,0.23911384755486556,1.0,CSA,14.0,14.0,14.0,0.7857142857142857,0.3341593201093126,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
gt_3b78c5d3b48b82a8,PPARG,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,1,1,0,879,879.0,879,62,0,True,True,True,True,False,True,False,True,True,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Hyperlipidemias,CSA,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_bb8ad900243245bb,SLC10A2,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,616,616.0,616,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipidemias,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_a9a80c5c767d754d,THRB,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,PRIMARY,False,True,1,CSA,0,1,0,1576,1576.0,1576,0,0,True,False,False,True,False,True,False,True,False,GRCh37,ldl_cholesterol,Direct quantitative readout,Direct quantitative readout,B,B,0,2,2,2,Hypercholesterolemia || Hyperlipoproteinemia Type II,CSA,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
gt_38057e29398d09a6,CSF3,Pan-UKB,Pan-UKB::continuous|30140|both_sexes||irnt,Neutrophill count,PRIMARY,False,True,2,CSA || MID,2,2,1,502,519.0,536,400,151,True,True,True,True,True,True,True,True,True,GRCh37,neutrophil_count,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Neutropenia,"CSA,MID",A,Launched/approved,0.978789295077992,1.4802450170802355,1.4714913502922025,2.0,CSA || MID,37.0,17.0,18.5,0.7823529411764706,0.6274325808535303,False,0.1,PRIOR_SENSITIVE,CONSISTENT_SHARED,1.0,CSA,PRIOR_SENSITIVE,0.8706274843573647,0.8706274843573647,0.8706274843573647,True,True,True,BOTH
gt_128ad7c7ffd40309,CSF3R,Pan-UKB,Pan-UKB::continuous|30140|both_sexes||irnt,Neutrophill count,PRIMARY,False,True,2,CSA || MID,2,2,0,664,695.0,726,171,0,True,True,True,True,False,True,False,True,True,GRCh37,neutrophil_count,Direct quantitative readout,Direct quantitative readout,A,A,1,0,1,1,Neutropenia,"CSA,MID",A,Launched/approved,0.5422946705359518,0.602806087641779,0.5998140015957334,2.0,CSA || MID,13.0,5.0,6.5,0.7125,0.6745600633351783,False,0.1,,,,,,,,,True,False,False,PORTABILITY_ONLY
