comparison_uid,gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,comparison_population,unit_analysis_role,mixed_pool,primary_approval_eligible,eur_extraction_key,comparison_extraction_key,eur_extraction_status,eur_extraction_parquet,comparison_extraction_status,comparison_extraction_parquet,both_extractions_available
cmp_fed358ca805b3c3e,gt_3ef75cbdd99b6f07,IL12B,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,gt_3ef75cbdd99b6f07,gt_3ef75cbdd99b6f07,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3ef75cbdd99b6f07.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3ef75cbdd99b6f07.parquet,True
cmp_74eb5925c4626270,gt_3ef75cbdd99b6f07,IL12B,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,gt_3ef75cbdd99b6f07,gt_3ef75cbdd99b6f07,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3ef75cbdd99b6f07.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3ef75cbdd99b6f07.parquet,True
cmp_5c6e340a36104708,gt_54755b381baac1e7,JAK1,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,gt_54755b381baac1e7,gt_54755b381baac1e7,EXTRACTED,intermediate/15b3/Pan-UKB/gt_54755b381baac1e7.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_54755b381baac1e7.parquet,True
cmp_89640011637459ea,gt_54755b381baac1e7,JAK1,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,gt_54755b381baac1e7,gt_54755b381baac1e7,EXTRACTED,intermediate/15b3/Pan-UKB/gt_54755b381baac1e7.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_54755b381baac1e7.parquet,True
cmp_8c82bdade3034c3e,gt_54755b381baac1e7,JAK1,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,gt_54755b381baac1e7,gt_54755b381baac1e7,EXTRACTED,intermediate/15b3/Pan-UKB/gt_54755b381baac1e7.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_54755b381baac1e7.parquet,True
cmp_1e9ae074e40e398a,gt_2fdb14cf300437e0,JAK2,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,gt_2fdb14cf300437e0,gt_2fdb14cf300437e0,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2fdb14cf300437e0.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2fdb14cf300437e0.parquet,True
cmp_d8eb00402944028b,gt_2fdb14cf300437e0,JAK2,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,gt_2fdb14cf300437e0,gt_2fdb14cf300437e0,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2fdb14cf300437e0.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2fdb14cf300437e0.parquet,True
cmp_5b2b67e88398e55b,gt_2fdb14cf300437e0,JAK2,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,gt_2fdb14cf300437e0,gt_2fdb14cf300437e0,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2fdb14cf300437e0.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2fdb14cf300437e0.parquet,True
cmp_e9eaa046575337b9,gt_3e77fef73aae3ddd,KDM1A,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,gt_3e77fef73aae3ddd,gt_3e77fef73aae3ddd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3e77fef73aae3ddd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3e77fef73aae3ddd.parquet,True
cmp_0dc5f2945c2f21d1,gt_3e77fef73aae3ddd,KDM1A,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,gt_3e77fef73aae3ddd,gt_3e77fef73aae3ddd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3e77fef73aae3ddd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3e77fef73aae3ddd.parquet,True
cmp_8a0ec5e7ce7ddb07,gt_3e77fef73aae3ddd,KDM1A,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,gt_3e77fef73aae3ddd,gt_3e77fef73aae3ddd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3e77fef73aae3ddd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3e77fef73aae3ddd.parquet,True
cmp_18bf92731dcbbcc8,gt_15ac10d89616dccb,KIT,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,gt_15ac10d89616dccb,gt_15ac10d89616dccb,EXTRACTED,intermediate/15b3/Pan-UKB/gt_15ac10d89616dccb.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_15ac10d89616dccb.parquet,True
cmp_c5c6a942ebb59e4f,gt_15ac10d89616dccb,KIT,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,gt_15ac10d89616dccb,gt_15ac10d89616dccb,EXTRACTED,intermediate/15b3/Pan-UKB/gt_15ac10d89616dccb.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_15ac10d89616dccb.parquet,True
cmp_7aaa0a05bd83fbed,gt_15ac10d89616dccb,KIT,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,gt_15ac10d89616dccb,gt_15ac10d89616dccb,EXTRACTED,intermediate/15b3/Pan-UKB/gt_15ac10d89616dccb.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_15ac10d89616dccb.parquet,True
cmp_bfc01b90f4d8df7f,gt_c1c146b54614cb80,MPL,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,gt_c1c146b54614cb80,gt_c1c146b54614cb80,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c1c146b54614cb80.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c1c146b54614cb80.parquet,True
cmp_8a08e1bad7c62995,gt_c1c146b54614cb80,MPL,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,gt_c1c146b54614cb80,gt_c1c146b54614cb80,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c1c146b54614cb80.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c1c146b54614cb80.parquet,True
cmp_c813a3a2004fb6bd,gt_c1c146b54614cb80,MPL,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,gt_c1c146b54614cb80,gt_c1c146b54614cb80,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c1c146b54614cb80.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c1c146b54614cb80.parquet,True
cmp_480d6daf54baee46,gt_d1d00e9dc71a2499,PIK3CA,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,gt_d1d00e9dc71a2499,gt_d1d00e9dc71a2499,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d1d00e9dc71a2499.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d1d00e9dc71a2499.parquet,True
cmp_090a8b2e128e603c,gt_d1d00e9dc71a2499,PIK3CA,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,gt_d1d00e9dc71a2499,gt_d1d00e9dc71a2499,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d1d00e9dc71a2499.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d1d00e9dc71a2499.parquet,True
cmp_fe5114e73f9be5e8,gt_d1d00e9dc71a2499,PIK3CA,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,gt_d1d00e9dc71a2499,gt_d1d00e9dc71a2499,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d1d00e9dc71a2499.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d1d00e9dc71a2499.parquet,True
cmp_d145e0dbaa19ce1a,gt_50240b5be2101e2e,PIK3CB,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,gt_50240b5be2101e2e,gt_50240b5be2101e2e,EXTRACTED,intermediate/15b3/Pan-UKB/gt_50240b5be2101e2e.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_50240b5be2101e2e.parquet,True
cmp_79511392eb1a415a,gt_50240b5be2101e2e,PIK3CB,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,gt_50240b5be2101e2e,gt_50240b5be2101e2e,EXTRACTED,intermediate/15b3/Pan-UKB/gt_50240b5be2101e2e.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_50240b5be2101e2e.parquet,True
cmp_4f5997f4be833364,gt_50240b5be2101e2e,PIK3CB,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,gt_50240b5be2101e2e,gt_50240b5be2101e2e,EXTRACTED,intermediate/15b3/Pan-UKB/gt_50240b5be2101e2e.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_50240b5be2101e2e.parquet,True
cmp_a5cb7edcd0684533,gt_c3ed739628d10066,PIK3CD,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,gt_c3ed739628d10066,gt_c3ed739628d10066,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c3ed739628d10066.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c3ed739628d10066.parquet,True
cmp_a3b3cff5a232fecb,gt_c3ed739628d10066,PIK3CD,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,gt_c3ed739628d10066,gt_c3ed739628d10066,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c3ed739628d10066.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c3ed739628d10066.parquet,True
cmp_02071f60be29f45b,gt_c3ed739628d10066,PIK3CD,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,gt_c3ed739628d10066,gt_c3ed739628d10066,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c3ed739628d10066.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c3ed739628d10066.parquet,True
cmp_7906543c413eaa09,gt_2b861b21b2545ae4,PIK3CG,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,gt_2b861b21b2545ae4,gt_2b861b21b2545ae4,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2b861b21b2545ae4.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2b861b21b2545ae4.parquet,True
cmp_65b9e21f9ee56f62,gt_2b861b21b2545ae4,PIK3CG,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,gt_2b861b21b2545ae4,gt_2b861b21b2545ae4,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2b861b21b2545ae4.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2b861b21b2545ae4.parquet,True
cmp_4aa64332dd92c267,gt_2b861b21b2545ae4,PIK3CG,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,gt_2b861b21b2545ae4,gt_2b861b21b2545ae4,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2b861b21b2545ae4.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_2b861b21b2545ae4.parquet,True
cmp_88c6906de1ea612c,gt_5a525d6a0e697a02,THPO,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,AFR,PRIMARY,False,True,gt_5a525d6a0e697a02,gt_5a525d6a0e697a02,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5a525d6a0e697a02.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5a525d6a0e697a02.parquet,True
cmp_00943344950234cb,gt_5a525d6a0e697a02,THPO,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,CSA,PRIMARY,False,True,gt_5a525d6a0e697a02,gt_5a525d6a0e697a02,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5a525d6a0e697a02.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5a525d6a0e697a02.parquet,True
cmp_753051b5ab931966,gt_5a525d6a0e697a02,THPO,Pan-UKB,Pan-UKB::continuous|30080|both_sexes||irnt,Platelet count,EAS,PRIMARY,False,True,gt_5a525d6a0e697a02,gt_5a525d6a0e697a02,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5a525d6a0e697a02.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5a525d6a0e697a02.parquet,True
cmp_672e4bb04d1de71c,gt_935c33c43285e1f1,ACE,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_935c33c43285e1f1,gt_935c33c43285e1f1,EXTRACTED,intermediate/15b3/Pan-UKB/gt_935c33c43285e1f1.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_935c33c43285e1f1.parquet,True
cmp_e1a94c377813c6b6,gt_935c33c43285e1f1,ACE,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_935c33c43285e1f1,gt_935c33c43285e1f1,EXTRACTED,intermediate/15b3/Pan-UKB/gt_935c33c43285e1f1.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_935c33c43285e1f1.parquet,True
cmp_9abb59e1c1e89c9f,gt_778e5c879251c610,ADRA1A,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_778e5c879251c610,gt_778e5c879251c610,EXTRACTED,intermediate/15b3/Pan-UKB/gt_778e5c879251c610.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_778e5c879251c610.parquet,True
cmp_075b376d729cbbdc,gt_778e5c879251c610,ADRA1A,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_778e5c879251c610,gt_778e5c879251c610,EXTRACTED,intermediate/15b3/Pan-UKB/gt_778e5c879251c610.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_778e5c879251c610.parquet,True
cmp_c83e9c2788ccbbba,gt_80dcf53b73f82abf,ADRA2B,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_80dcf53b73f82abf,gt_80dcf53b73f82abf,EXTRACTED,intermediate/15b3/Pan-UKB/gt_80dcf53b73f82abf.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_80dcf53b73f82abf.parquet,True
cmp_ea007349ac369a60,gt_80dcf53b73f82abf,ADRA2B,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_80dcf53b73f82abf,gt_80dcf53b73f82abf,EXTRACTED,intermediate/15b3/Pan-UKB/gt_80dcf53b73f82abf.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_80dcf53b73f82abf.parquet,True
cmp_9ebe2620a7a5ddcd,gt_34ebd8dbd9566ac9,ADRA2C,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_34ebd8dbd9566ac9,gt_34ebd8dbd9566ac9,EXTRACTED,intermediate/15b3/Pan-UKB/gt_34ebd8dbd9566ac9.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_34ebd8dbd9566ac9.parquet,True
cmp_b505091a89419c69,gt_34ebd8dbd9566ac9,ADRA2C,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_34ebd8dbd9566ac9,gt_34ebd8dbd9566ac9,EXTRACTED,intermediate/15b3/Pan-UKB/gt_34ebd8dbd9566ac9.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_34ebd8dbd9566ac9.parquet,True
cmp_09103f39122355d4,gt_bc3d66c41e611627,ADRB1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_bc3d66c41e611627,gt_bc3d66c41e611627,EXTRACTED,intermediate/15b3/Pan-UKB/gt_bc3d66c41e611627.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_bc3d66c41e611627.parquet,True
cmp_85dc45cb0e4ef696,gt_bc3d66c41e611627,ADRB1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_bc3d66c41e611627,gt_bc3d66c41e611627,EXTRACTED,intermediate/15b3/Pan-UKB/gt_bc3d66c41e611627.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_bc3d66c41e611627.parquet,True
cmp_25209c8791e72f54,gt_dd51df2eca6324d1,ADRB2,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_dd51df2eca6324d1,gt_dd51df2eca6324d1,EXTRACTED,intermediate/15b3/Pan-UKB/gt_dd51df2eca6324d1.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_dd51df2eca6324d1.parquet,True
cmp_56f6aed3310d1b39,gt_dd51df2eca6324d1,ADRB2,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_dd51df2eca6324d1,gt_dd51df2eca6324d1,EXTRACTED,intermediate/15b3/Pan-UKB/gt_dd51df2eca6324d1.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_dd51df2eca6324d1.parquet,True
cmp_a71751d3a9a8568a,gt_61f02eac2207e85d,AGT,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_61f02eac2207e85d,gt_61f02eac2207e85d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_61f02eac2207e85d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_61f02eac2207e85d.parquet,True
cmp_7e1bb91784daf874,gt_61f02eac2207e85d,AGT,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_61f02eac2207e85d,gt_61f02eac2207e85d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_61f02eac2207e85d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_61f02eac2207e85d.parquet,True
cmp_a73ebd971255b53d,gt_7713a7fc071de19e,CACNA1C,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_7713a7fc071de19e,gt_7713a7fc071de19e,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7713a7fc071de19e.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7713a7fc071de19e.parquet,True
cmp_0b8353e0ef24feca,gt_7713a7fc071de19e,CACNA1C,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_7713a7fc071de19e,gt_7713a7fc071de19e,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7713a7fc071de19e.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_7713a7fc071de19e.parquet,True
cmp_be14aa1d87690f1d,gt_13201a039725c0a0,CHRNB4,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_13201a039725c0a0,gt_13201a039725c0a0,EXTRACTED,intermediate/15b3/Pan-UKB/gt_13201a039725c0a0.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_13201a039725c0a0.parquet,True
cmp_b8b0225d1c9890a2,gt_13201a039725c0a0,CHRNB4,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_13201a039725c0a0,gt_13201a039725c0a0,EXTRACTED,intermediate/15b3/Pan-UKB/gt_13201a039725c0a0.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_13201a039725c0a0.parquet,True
cmp_454a04f6c939f398,gt_3c1943ce7336242c,CYP11B1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_3c1943ce7336242c,gt_3c1943ce7336242c,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3c1943ce7336242c.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3c1943ce7336242c.parquet,True
cmp_d0eae1c3d6328e31,gt_3c1943ce7336242c,CYP11B1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_3c1943ce7336242c,gt_3c1943ce7336242c,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3c1943ce7336242c.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3c1943ce7336242c.parquet,True
cmp_5d17c0529b2b7df9,gt_3530535fddf90eba,CYP11B2,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_3530535fddf90eba,gt_3530535fddf90eba,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3530535fddf90eba.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3530535fddf90eba.parquet,True
cmp_29b2c4ab14aed1a5,gt_3530535fddf90eba,CYP11B2,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_3530535fddf90eba,gt_3530535fddf90eba,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3530535fddf90eba.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3530535fddf90eba.parquet,True
cmp_c3d72cc117775048,gt_6afbe24c58790493,EDNRA,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_6afbe24c58790493,gt_6afbe24c58790493,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6afbe24c58790493.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6afbe24c58790493.parquet,True
cmp_8287430549ba3f6f,gt_6afbe24c58790493,EDNRA,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_6afbe24c58790493,gt_6afbe24c58790493,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6afbe24c58790493.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6afbe24c58790493.parquet,True
cmp_78733159446ee1c5,gt_43ad728cfa624725,MME,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_43ad728cfa624725,gt_43ad728cfa624725,EXTRACTED,intermediate/15b3/Pan-UKB/gt_43ad728cfa624725.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_43ad728cfa624725.parquet,True
cmp_aeab0c904bc9969c,gt_43ad728cfa624725,MME,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_43ad728cfa624725,gt_43ad728cfa624725,EXTRACTED,intermediate/15b3/Pan-UKB/gt_43ad728cfa624725.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_43ad728cfa624725.parquet,True
cmp_8b7c116033df75f8,gt_22ad0384b0265c27,NPR1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_22ad0384b0265c27,gt_22ad0384b0265c27,EXTRACTED,intermediate/15b3/Pan-UKB/gt_22ad0384b0265c27.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_22ad0384b0265c27.parquet,True
cmp_808eea98958b88ae,gt_22ad0384b0265c27,NPR1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_22ad0384b0265c27,gt_22ad0384b0265c27,EXTRACTED,intermediate/15b3/Pan-UKB/gt_22ad0384b0265c27.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_22ad0384b0265c27.parquet,True
cmp_d78e3ded7cd1e1cc,gt_76b6b2db2844ebcd,OPRL1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_76b6b2db2844ebcd,gt_76b6b2db2844ebcd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_76b6b2db2844ebcd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_76b6b2db2844ebcd.parquet,True
cmp_a4a6c8c04a2615d6,gt_76b6b2db2844ebcd,OPRL1,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_76b6b2db2844ebcd,gt_76b6b2db2844ebcd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_76b6b2db2844ebcd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_76b6b2db2844ebcd.parquet,True
cmp_c49e59890b6661ec,gt_314ec6244a757331,PDE5A,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_314ec6244a757331,gt_314ec6244a757331,EXTRACTED,intermediate/15b3/Pan-UKB/gt_314ec6244a757331.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_314ec6244a757331.parquet,True
cmp_8ee817355bbb2bbf,gt_314ec6244a757331,PDE5A,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",EAS,PRIMARY,False,True,gt_314ec6244a757331,gt_314ec6244a757331,EXTRACTED,intermediate/15b3/Pan-UKB/gt_314ec6244a757331.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_314ec6244a757331.parquet,True
cmp_ab04299a68fabf68,gt_b47ca6ecb9b21bb9,REN,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",CSA,PRIMARY,False,True,gt_b47ca6ecb9b21bb9,gt_b47ca6ecb9b21bb9,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b47ca6ecb9b21bb9.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b47ca6ecb9b21bb9.parquet,True
