comparison_uid,gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,comparison_population,unit_analysis_role,mixed_pool,primary_approval_eligible,eur_extraction_key,comparison_extraction_key,eur_extraction_status,eur_extraction_parquet,comparison_extraction_status,comparison_extraction_parquet,both_extractions_available
cmp_1f5b980bdf9ed88c,gt_155dae93dd1434a9,ACVRL1,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,CSA,SENSITIVITY,False,False,gt_155dae93dd1434a9,gt_155dae93dd1434a9,EXTRACTED,intermediate/15b3/Pan-UKB/gt_155dae93dd1434a9.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_155dae93dd1434a9.parquet,True
cmp_af8dc765866541cc,gt_dd9f4fe0c23e938f,BCL11A,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,CSA,SENSITIVITY,False,False,gt_dd9f4fe0c23e938f,gt_dd9f4fe0c23e938f,EXTRACTED,intermediate/15b3/Pan-UKB/gt_dd9f4fe0c23e938f.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_dd9f4fe0c23e938f.parquet,True
cmp_8a9855aad5f691d3,gt_05f8bac9dea5ae35,BCL2,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,CSA,SENSITIVITY,False,False,gt_05f8bac9dea5ae35,gt_05f8bac9dea5ae35,EXTRACTED,intermediate/15b3/Pan-UKB/gt_05f8bac9dea5ae35.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_05f8bac9dea5ae35.parquet,True
cmp_bb57965c2a392dfb,gt_5505327134397a27,DYRK3,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,CSA,SENSITIVITY,False,False,gt_5505327134397a27,gt_5505327134397a27,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5505327134397a27.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5505327134397a27.parquet,True
cmp_6b6c2f6626e40a5d,gt_066545273a7ccaa6,EGLN1,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,CSA,SENSITIVITY,False,False,gt_066545273a7ccaa6,gt_066545273a7ccaa6,EXTRACTED,intermediate/15b3/Pan-UKB/gt_066545273a7ccaa6.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_066545273a7ccaa6.parquet,True
cmp_4248cb77ea26cba3,gt_e62033aef1ef1332,EGLN2,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,CSA,SENSITIVITY,False,False,gt_e62033aef1ef1332,gt_e62033aef1ef1332,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e62033aef1ef1332.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_e62033aef1ef1332.parquet,True
cmp_b0322dbcbbde58c0,gt_3671d46e17b82f0c,EGLN3,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,CSA,SENSITIVITY,False,False,gt_3671d46e17b82f0c,gt_3671d46e17b82f0c,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3671d46e17b82f0c.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3671d46e17b82f0c.parquet,True
cmp_e72e5525efa44ae3,gt_21973df8b3e37a4d,EPOR,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,CSA,SENSITIVITY,False,False,gt_21973df8b3e37a4d,gt_21973df8b3e37a4d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_21973df8b3e37a4d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_21973df8b3e37a4d.parquet,True
cmp_44264cabc8f7efe1,gt_780290772563eda3,HAMP,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,CSA,SENSITIVITY,False,False,gt_780290772563eda3,gt_780290772563eda3,EXTRACTED,intermediate/15b3/Pan-UKB/gt_780290772563eda3.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_780290772563eda3.parquet,True
cmp_4a6a893a94100bbc,gt_d6350dbe046b3ee8,HBG1,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,CSA,SENSITIVITY,False,False,gt_d6350dbe046b3ee8,gt_d6350dbe046b3ee8,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d6350dbe046b3ee8.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_d6350dbe046b3ee8.parquet,True
cmp_9a9cfb3342b0e0fe,gt_6017c847a917cc44,IL6,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,CSA,SENSITIVITY,False,False,gt_6017c847a917cc44,gt_6017c847a917cc44,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6017c847a917cc44.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6017c847a917cc44.parquet,True
cmp_3b0d5ae1d201d0bb,gt_bdc40f9987946f1b,PKLR,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,CSA,SENSITIVITY,False,False,gt_bdc40f9987946f1b,gt_bdc40f9987946f1b,EXTRACTED,intermediate/15b3/Pan-UKB/gt_bdc40f9987946f1b.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_bdc40f9987946f1b.parquet,True
cmp_634609dcd9838923,gt_8bf123ea23ab1ff1,SLC40A1,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,CSA,SENSITIVITY,False,False,gt_8bf123ea23ab1ff1,gt_8bf123ea23ab1ff1,EXTRACTED,intermediate/15b3/Pan-UKB/gt_8bf123ea23ab1ff1.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_8bf123ea23ab1ff1.parquet,True
cmp_f18343a1383d92d9,gt_5835b6b48a34e28c,JAK2,Pan-UKB,Pan-UKB::continuous|30010|both_sexes||irnt,Red blood cell (erythrocyte) count,CSA,SENSITIVITY,False,False,gt_5835b6b48a34e28c,gt_5835b6b48a34e28c,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5835b6b48a34e28c.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5835b6b48a34e28c.parquet,True
cmp_5b485363f2d45e8d,gt_5835b6b48a34e28c,JAK2,Pan-UKB,Pan-UKB::continuous|30010|both_sexes||irnt,Red blood cell (erythrocyte) count,MID,SENSITIVITY,False,False,gt_5835b6b48a34e28c,gt_5835b6b48a34e28c,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5835b6b48a34e28c.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5835b6b48a34e28c.parquet,True
cmp_1fde9d1d410fc136,gt_c5f1d3c378cceb8c,ADIPOR2,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_c5f1d3c378cceb8c,gt_c5f1d3c378cceb8c,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c5f1d3c378cceb8c.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c5f1d3c378cceb8c.parquet,True
cmp_43ac15f4f1f48ac3,gt_c5f1d3c378cceb8c,ADIPOR2,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_c5f1d3c378cceb8c,gt_c5f1d3c378cceb8c,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c5f1d3c378cceb8c.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c5f1d3c378cceb8c.parquet,True
cmp_f58bbcdd42ea2bfe,gt_c5f1d3c378cceb8c,ADIPOR2,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_c5f1d3c378cceb8c,gt_c5f1d3c378cceb8c,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c5f1d3c378cceb8c.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_c5f1d3c378cceb8c.parquet,True
cmp_ffdcb2fc4d730adc,gt_799b4a02b7cf57d9,CALCA,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_799b4a02b7cf57d9,gt_799b4a02b7cf57d9,EXTRACTED,intermediate/15b3/Pan-UKB/gt_799b4a02b7cf57d9.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_799b4a02b7cf57d9.parquet,True
cmp_130a18acbc28ff08,gt_799b4a02b7cf57d9,CALCA,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_799b4a02b7cf57d9,gt_799b4a02b7cf57d9,EXTRACTED,intermediate/15b3/Pan-UKB/gt_799b4a02b7cf57d9.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_799b4a02b7cf57d9.parquet,True
cmp_e871304e19d3e092,gt_799b4a02b7cf57d9,CALCA,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_799b4a02b7cf57d9,gt_799b4a02b7cf57d9,EXTRACTED,intermediate/15b3/Pan-UKB/gt_799b4a02b7cf57d9.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_799b4a02b7cf57d9.parquet,True
cmp_eb3ecab48e912859,gt_ebba1e27f4c8f908,CALCR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_ebba1e27f4c8f908,gt_ebba1e27f4c8f908,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ebba1e27f4c8f908.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ebba1e27f4c8f908.parquet,True
cmp_148580fd44677db5,gt_ebba1e27f4c8f908,CALCR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_ebba1e27f4c8f908,gt_ebba1e27f4c8f908,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ebba1e27f4c8f908.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ebba1e27f4c8f908.parquet,True
cmp_e8c23bc1e7fab21b,gt_ebba1e27f4c8f908,CALCR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_ebba1e27f4c8f908,gt_ebba1e27f4c8f908,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ebba1e27f4c8f908.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ebba1e27f4c8f908.parquet,True
cmp_214a05eeae44f6fd,gt_3242a00e75f0acd7,DPP4,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_3242a00e75f0acd7,gt_3242a00e75f0acd7,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3242a00e75f0acd7.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3242a00e75f0acd7.parquet,True
cmp_3033632ca45f7361,gt_3242a00e75f0acd7,DPP4,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_3242a00e75f0acd7,gt_3242a00e75f0acd7,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3242a00e75f0acd7.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3242a00e75f0acd7.parquet,True
cmp_48aeb31465b65eec,gt_3242a00e75f0acd7,DPP4,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_3242a00e75f0acd7,gt_3242a00e75f0acd7,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3242a00e75f0acd7.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_3242a00e75f0acd7.parquet,True
cmp_589a7d49310d7685,gt_6b9e02a118c66008,FGFR1,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_6b9e02a118c66008,gt_6b9e02a118c66008,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6b9e02a118c66008.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6b9e02a118c66008.parquet,True
cmp_029d8319e09e6b04,gt_6b9e02a118c66008,FGFR1,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_6b9e02a118c66008,gt_6b9e02a118c66008,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6b9e02a118c66008.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6b9e02a118c66008.parquet,True
cmp_fe4367baf05d8bb4,gt_6b9e02a118c66008,FGFR1,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_6b9e02a118c66008,gt_6b9e02a118c66008,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6b9e02a118c66008.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_6b9e02a118c66008.parquet,True
cmp_cc3a955777aa6046,gt_fb427ce5e9efd207,FGFR4,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_fb427ce5e9efd207,gt_fb427ce5e9efd207,EXTRACTED,intermediate/15b3/Pan-UKB/gt_fb427ce5e9efd207.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_fb427ce5e9efd207.parquet,True
cmp_a391efb7d179a20f,gt_fb427ce5e9efd207,FGFR4,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_fb427ce5e9efd207,gt_fb427ce5e9efd207,EXTRACTED,intermediate/15b3/Pan-UKB/gt_fb427ce5e9efd207.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_fb427ce5e9efd207.parquet,True
cmp_d5b5c81debdc4368,gt_fb427ce5e9efd207,FGFR4,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_fb427ce5e9efd207,gt_fb427ce5e9efd207,EXTRACTED,intermediate/15b3/Pan-UKB/gt_fb427ce5e9efd207.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_fb427ce5e9efd207.parquet,True
cmp_eb2f37107da592f2,gt_edbc51ba42ad24be,GDF15,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_edbc51ba42ad24be,gt_edbc51ba42ad24be,EXTRACTED,intermediate/15b3/Pan-UKB/gt_edbc51ba42ad24be.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_edbc51ba42ad24be.parquet,True
cmp_4e07d09cde3f3fcf,gt_edbc51ba42ad24be,GDF15,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_edbc51ba42ad24be,gt_edbc51ba42ad24be,EXTRACTED,intermediate/15b3/Pan-UKB/gt_edbc51ba42ad24be.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_edbc51ba42ad24be.parquet,True
cmp_ca616b1111128a10,gt_edbc51ba42ad24be,GDF15,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_edbc51ba42ad24be,gt_edbc51ba42ad24be,EXTRACTED,intermediate/15b3/Pan-UKB/gt_edbc51ba42ad24be.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_edbc51ba42ad24be.parquet,True
cmp_a3928d0fc5b0b597,gt_8d19765e00916f04,GFRAL,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_8d19765e00916f04,gt_8d19765e00916f04,EXTRACTED,intermediate/15b3/Pan-UKB/gt_8d19765e00916f04.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_8d19765e00916f04.parquet,True
cmp_a901ae808d206132,gt_8d19765e00916f04,GFRAL,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_8d19765e00916f04,gt_8d19765e00916f04,EXTRACTED,intermediate/15b3/Pan-UKB/gt_8d19765e00916f04.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_8d19765e00916f04.parquet,True
cmp_867670cc5c5baa56,gt_8d19765e00916f04,GFRAL,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_8d19765e00916f04,gt_8d19765e00916f04,EXTRACTED,intermediate/15b3/Pan-UKB/gt_8d19765e00916f04.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_8d19765e00916f04.parquet,True
cmp_46fcf3bfea8e2777,gt_21e33c82929b6cea,GHR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_21e33c82929b6cea,gt_21e33c82929b6cea,EXTRACTED,intermediate/15b3/Pan-UKB/gt_21e33c82929b6cea.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_21e33c82929b6cea.parquet,True
cmp_11de3a361ec34547,gt_21e33c82929b6cea,GHR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_21e33c82929b6cea,gt_21e33c82929b6cea,EXTRACTED,intermediate/15b3/Pan-UKB/gt_21e33c82929b6cea.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_21e33c82929b6cea.parquet,True
cmp_3cae994f1ea8dd57,gt_21e33c82929b6cea,GHR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_21e33c82929b6cea,gt_21e33c82929b6cea,EXTRACTED,intermediate/15b3/Pan-UKB/gt_21e33c82929b6cea.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_21e33c82929b6cea.parquet,True
cmp_27f111e1a86435fc,gt_22081cdb2a28ec68,GIPR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_22081cdb2a28ec68,gt_22081cdb2a28ec68,EXTRACTED,intermediate/15b3/Pan-UKB/gt_22081cdb2a28ec68.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_22081cdb2a28ec68.parquet,True
cmp_44221b3d7fc7282a,gt_22081cdb2a28ec68,GIPR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_22081cdb2a28ec68,gt_22081cdb2a28ec68,EXTRACTED,intermediate/15b3/Pan-UKB/gt_22081cdb2a28ec68.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_22081cdb2a28ec68.parquet,True
cmp_496d1a3aa5702506,gt_22081cdb2a28ec68,GIPR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_22081cdb2a28ec68,gt_22081cdb2a28ec68,EXTRACTED,intermediate/15b3/Pan-UKB/gt_22081cdb2a28ec68.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_22081cdb2a28ec68.parquet,True
cmp_8938c91fd2deb21f,gt_54646208802949cb,GLP1R,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_54646208802949cb,gt_54646208802949cb,EXTRACTED,intermediate/15b3/Pan-UKB/gt_54646208802949cb.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_54646208802949cb.parquet,True
cmp_479b8645b85470bc,gt_54646208802949cb,GLP1R,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_54646208802949cb,gt_54646208802949cb,EXTRACTED,intermediate/15b3/Pan-UKB/gt_54646208802949cb.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_54646208802949cb.parquet,True
cmp_996996d2b23fdbd1,gt_54646208802949cb,GLP1R,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_54646208802949cb,gt_54646208802949cb,EXTRACTED,intermediate/15b3/Pan-UKB/gt_54646208802949cb.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_54646208802949cb.parquet,True
cmp_dbdcab0526c86f3b,gt_5682eaebbf7cbd8e,HSD11B1,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_5682eaebbf7cbd8e,gt_5682eaebbf7cbd8e,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5682eaebbf7cbd8e.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5682eaebbf7cbd8e.parquet,True
cmp_08347a153bf08e00,gt_5682eaebbf7cbd8e,HSD11B1,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_5682eaebbf7cbd8e,gt_5682eaebbf7cbd8e,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5682eaebbf7cbd8e.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5682eaebbf7cbd8e.parquet,True
cmp_eb1b07f88537ab82,gt_5682eaebbf7cbd8e,HSD11B1,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_5682eaebbf7cbd8e,gt_5682eaebbf7cbd8e,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5682eaebbf7cbd8e.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_5682eaebbf7cbd8e.parquet,True
cmp_aa33b46ac62c862f,gt_045a00715f4bf02d,HTR1A,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_045a00715f4bf02d,gt_045a00715f4bf02d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_045a00715f4bf02d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_045a00715f4bf02d.parquet,True
cmp_3de65766ebb75545,gt_045a00715f4bf02d,HTR1A,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_045a00715f4bf02d,gt_045a00715f4bf02d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_045a00715f4bf02d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_045a00715f4bf02d.parquet,True
cmp_86b26d337a15b045,gt_045a00715f4bf02d,HTR1A,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_045a00715f4bf02d,gt_045a00715f4bf02d,EXTRACTED,intermediate/15b3/Pan-UKB/gt_045a00715f4bf02d.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_045a00715f4bf02d.parquet,True
cmp_3d11fe01f1480a41,gt_f93f94de7ba027dd,IAPP,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_f93f94de7ba027dd,gt_f93f94de7ba027dd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f93f94de7ba027dd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f93f94de7ba027dd.parquet,True
cmp_39df9aaa66512599,gt_f93f94de7ba027dd,IAPP,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_f93f94de7ba027dd,gt_f93f94de7ba027dd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f93f94de7ba027dd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f93f94de7ba027dd.parquet,True
cmp_8ca016f15931c3b0,gt_f93f94de7ba027dd,IAPP,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_f93f94de7ba027dd,gt_f93f94de7ba027dd,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f93f94de7ba027dd.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_f93f94de7ba027dd.parquet,True
cmp_874eb48f73353a70,gt_0af6753fda7c87c2,INSR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_0af6753fda7c87c2,gt_0af6753fda7c87c2,EXTRACTED,intermediate/15b3/Pan-UKB/gt_0af6753fda7c87c2.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_0af6753fda7c87c2.parquet,True
cmp_4071a31e5d9bdfa2,gt_0af6753fda7c87c2,INSR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_0af6753fda7c87c2,gt_0af6753fda7c87c2,EXTRACTED,intermediate/15b3/Pan-UKB/gt_0af6753fda7c87c2.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_0af6753fda7c87c2.parquet,True
cmp_0ade502b8448d882,gt_0af6753fda7c87c2,INSR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_0af6753fda7c87c2,gt_0af6753fda7c87c2,EXTRACTED,intermediate/15b3/Pan-UKB/gt_0af6753fda7c87c2.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_0af6753fda7c87c2.parquet,True
cmp_08fc6aee3cfad80f,gt_ae553badecd70994,LEPR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_ae553badecd70994,gt_ae553badecd70994,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ae553badecd70994.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ae553badecd70994.parquet,True
cmp_069875e6b8b7063a,gt_ae553badecd70994,LEPR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_ae553badecd70994,gt_ae553badecd70994,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ae553badecd70994.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ae553badecd70994.parquet,True
cmp_3dcb544bcbea6416,gt_ae553badecd70994,LEPR,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,MID,SENSITIVITY,False,False,gt_ae553badecd70994,gt_ae553badecd70994,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ae553badecd70994.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_ae553badecd70994.parquet,True
cmp_52906331eb59a759,gt_b3d5fe1d028af577,MAPK1,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,AFR,SENSITIVITY,False,False,gt_b3d5fe1d028af577,gt_b3d5fe1d028af577,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b3d5fe1d028af577.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b3d5fe1d028af577.parquet,True
cmp_bc5fc1cf50db247a,gt_b3d5fe1d028af577,MAPK1,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,CSA,SENSITIVITY,False,False,gt_b3d5fe1d028af577,gt_b3d5fe1d028af577,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b3d5fe1d028af577.parquet,EXTRACTED,intermediate/15b3/Pan-UKB/gt_b3d5fe1d028af577.parquet,True
