indication_mesh_id,indication_mesh_term,n_pairs,n_genes,n_A,n_B,has_exact_candidate,best_overall_score,binary_candidate_1,binary_candidate_2,binary_candidate_3,selected_panukb_phenotype_id,mapping_tier,mapping_rationale,reviewer_notes,exclude_reason,quantitative_candidate_1,quantitative_candidate_2
D014523,Urethral Neoplasms,2,2,0,2,False,13.909090909090908,"id=phecode|716.9|both_sexes|| | type=phecode | description=Arthropathy NOS | pops=EAS,EUR | N_AFR=605 | N_AMR=74 | N_CSA=880 | N_EAS=117 | N_EUR=41824 | N_MID=122 | rank_score=13.909090909090908 | containment=0.0 | exact=False","id=categorical|6142|both_sexes|4| | type=categorical | description=Current employment status | pops=CSA,EUR,MID | N_AFR=396 | N_CSA=593 | N_EUR=16107 | N_MID=158 | rank_score=12.325261361211863 | containment=0.0 | exact=False","id=categorical|6142|both_sexes|6| | type=categorical | description=Current employment status | pops=CSA,EUR | N_AFR=216 | N_CSA=205 | N_EAS=100 | N_EUR=15484 | N_MID=62 | rank_score=12.325261361211863 | containment=0.0 | exact=False",,,,,,,
D014565,Urogenital Neoplasms,2,2,0,2,False,11.601651186790503,"id=icd10|K21|both_sexes|| | type=icd10 | description=K21 Gastro-oesophageal reflux disease | pops=EUR,MID | N_AFR=395 | N_AMR=63 | N_CSA=729 | N_EAS=117 | N_EUR=29975 | N_MID=128 | rank_score=11.601651186790503 | containment=0.0 | exact=False","id=categorical|6149|both_sexes|100| | type=categorical | description=Mouth/teeth dental problems | pops=CSA,EUR | N_AFR=3305 | N_AMR=544 | N_CSA=4609 | N_EAS=1243 | N_EUR=253808 | N_MID=856 | rank_score=11.560889554153748 | containment=0.0 | exact=False","id=categorical|6149|both_sexes|3| | type=categorical | description=Mouth/teeth dental problems | pops=CSA,EUR | N_AFR=1360 | N_AMR=125 | N_CSA=1634 | N_EAS=434 | N_EUR=54141 | N_MID=262 | rank_score=11.560889554153748 | containment=0.0 | exact=False",,,,,,,
D057135,Wet Macular Degeneration,2,2,0,2,False,12.715788155753096,"id=categorical|5556|both_sexes|5556| | type=categorical | description=FI9 : concept interpolation | pops=AFR,EUR | N_AFR=84 | N_CSA=187 | N_EUR=22621 | rank_score=12.715788155753096 | containment=0.0 | exact=False","id=categorical|20003|both_sexes|1140865634| | type=categorical | description=Treatment/medication code | pops=CSA,EUR | N_AFR=352 | N_AMR=77 | N_CSA=636 | N_EAS=81 | N_EUR=24743 | N_MID=119 | rank_score=12.3827775012444 | containment=0.0 | exact=False","id=categorical|20003|both_sexes|1140866738| | type=categorical | description=Treatment/medication code | pops=CSA,EAS,EUR | N_AFR=227 | N_CSA=341 | N_EAS=58 | N_EUR=16428 | N_MID=59 | rank_score=12.3827775012444 | containment=0.0 | exact=False",,,,,,,
D000417,Albinism,1,1,0,1,False,13.333333333333332,"id=categorical|6138|both_sexes|100| | type=categorical | description=Qualifications | pops=AFR,CSA,EAS,EUR,MID | N_AFR=931 | N_AMR=130 | N_CSA=1412 | N_EAS=358 | N_EUR=73293 | N_MID=252 | rank_score=12.153279153279152 | containment=0.0 | exact=False","id=categorical|6138|both_sexes|2| | type=categorical | description=Qualifications | pops=EAS,EUR | N_AFR=880 | N_AMR=177 | N_CSA=1399 | N_EAS=416 | N_EUR=112131 | N_MID=272 | rank_score=12.153279153279152 | containment=0.0 | exact=False","id=categorical|6138|both_sexes|3| | type=categorical | description=Qualifications | pops=CSA,EUR,MID | N_AFR=2078 | N_AMR=250 | N_CSA=2398 | N_EAS=574 | N_EUR=195589 | N_MID=353 | rank_score=12.153279153279152 | containment=0.0 | exact=False",,,,,,"id=biomarkers|30600|both_sexes||irnt | type=biomarkers | description=Albumin | pops=AFR,CSA,EUR | N_AFR=5759 | N_AMR=856 | N_CSA=7694 | N_EAS=2340 | N_EUR=367192 | N_MID=1364 | rank_score=13.333333333333332 | containment=0.0 | exact=False",
D019973,Alcohol-Related Disorders,1,1,0,1,True,198.0,"id=phecode|317|both_sexes|| | type=phecode | description=Alcohol-related disorders | pops=AFR,EUR | N_AFR=129 | N_CSA=166 | N_EUR=16070 | rank_score=198.0 | containment=1.0 | exact=True","id=phecode|327|both_sexes|| | type=phecode | description=Sleep disorders | pops=CSA,EUR | N_AFR=141 | N_CSA=174 | N_EUR=6623 | N_MID=52 | rank_score=46.0 | containment=0.5 | exact=False","id=icd10|G47|both_sexes|| | type=icd10 | description=G47 Sleep disorders | pops=CSA,EUR | N_AFR=140 | N_CSA=173 | N_EUR=6557 | N_MID=52 | rank_score=37.86946386946387 | containment=0.3333333333333333 | exact=False",,,,,,,
D000505,Alopecia,1,1,1,0,False,11.666666666666668,"id=categorical|1468|both_sexes|2| | type=categorical | description=Cereal type | pops=EUR,MID | N_AFR=749 | N_AMR=88 | N_CSA=1365 | N_EAS=196 | N_EUR=62649 | N_MID=171 | rank_score=11.44377990430622 | containment=0.0 | exact=False","id=categorical|1468|both_sexes|4| | type=categorical | description=Cereal type | pops=EUR,MID | N_AFR=586 | N_AMR=138 | N_CSA=866 | N_EAS=332 | N_EUR=70931 | N_MID=213 | rank_score=11.44377990430622 | containment=0.0 | exact=False","id=phecode|327.3|both_sexes|| | type=phecode | description=Sleep apnea | pops=CSA,EUR | N_AFR=127 | N_CSA=151 | N_EUR=5621 | rank_score=11.421052631578949 | containment=0.0 | exact=False",,,,,,"id=biomarkers|30630|both_sexes||irnt | type=biomarkers | description=Apolipoprotein A | pops=CSA,EUR,MID | N_AFR=5732 | N_AMR=846 | N_CSA=7679 | N_EAS=2325 | N_EUR=364987 | N_MID=1360 | rank_score=11.666666666666668 | containment=0.0 | exact=False",
D000690,Amyotrophic Lateral Sclerosis,1,1,0,1,False,15.830188679245282,"id=phecode|411.4|both_sexes|| | type=phecode | description=Coronary atherosclerosis | pops=CSA,EUR | N_AFR=191 | N_CSA=1028 | N_EAS=59 | N_EUR=23888 | N_MID=114 | rank_score=15.830188679245282 | containment=0.0 | exact=False","id=icd10|M51|both_sexes|| | type=icd10 | description=M51 Other intervertebral disk disorders | pops=CSA,EUR | N_AFR=171 | N_CSA=231 | N_EUR=9053 | rank_score=13.683994528043776 | containment=0.0 | exact=False","id=icd10|K21|both_sexes|| | type=icd10 | description=K21 Gastro-oesophageal reflux disease | pops=EUR,MID | N_AFR=395 | N_AMR=63 | N_CSA=729 | N_EAS=117 | N_EUR=29975 | N_MID=128 | rank_score=13.345313601127554 | containment=0.0 | exact=False",,,,,,,
D001145,"Arrhythmias, Cardiac",1,1,0,1,False,36.33116883116883,"id=icd10|Z95|both_sexes|| | type=icd10 | description=Z95 Presence of cardiac and vascular implants and grafts | pops=CSA,EUR | N_AFR=104 | N_CSA=636 | N_EUR=15774 | N_MID=67 | rank_score=36.33116883116883 | containment=0.5 | exact=False","id=phecode|550|both_sexes|| | type=phecode | description=Abdominal hernia | pops=EAS,EUR | N_AFR=617 | N_AMR=112 | N_EAS=128 | N_EUR=56668 | N_MID=224 | rank_score=12.142857142857142 | containment=0.0 | exact=False","id=icd10|M16|both_sexes|| | type=icd10 | description=M16 Coxarthrosis [arthrosis of hip] | pops=CSA,EUR | N_AFR=71 | N_CSA=60 | N_EUR=14999 | rank_score=11.904428904428904 | containment=0.0 | exact=False",,,,,,,
D001171,"Arthritis, Juvenile",1,1,1,0,False,38.58860759493671,"id=phecode|714|both_sexes|| | type=phecode | description=Rheumatoid arthritis and other inflammatory polyarthropathies | pops=CSA,EUR | N_AFR=109 | N_CSA=179 | N_EUR=6216 | rank_score=38.58860759493671 | containment=0.5 | exact=False","id=icd10|K44|both_sexes|| | type=icd10 | description=K44 Diaphragmatic hernia | pops=EUR,MID | N_AFR=326 | N_AMR=70 | N_CSA=660 | N_EAS=88 | N_EUR=33359 | N_MID=139 | rank_score=12.821428571428571 | containment=0.0 | exact=False","id=phecode|550.2|both_sexes|| | type=phecode | description=Diaphragmatic hernia | pops=CSA,EUR,MID | N_AFR=326 | N_AMR=70 | N_CSA=660 | N_EAS=88 | N_EUR=33482 | N_MID=139 | rank_score=12.473684210526317 | containment=0.0 | exact=False",,,,,,,
D001850,"Bone Diseases, Infectious",1,1,0,1,False,45.44444444444444,"id=phecode|530|both_sexes|| | type=phecode | description=Diseases of esophagus | pops=EUR,MID | N_AFR=519 | N_AMR=95 | N_CSA=964 | N_EAS=151 | N_EUR=42944 | N_MID=172 | rank_score=45.44444444444444 | containment=0.5 | exact=False","id=phecode|530.1|both_sexes|| | type=phecode | description=Esophagitis, GERD and related diseases | pops=EUR,MID | N_AFR=478 | N_AMR=87 | N_CSA=910 | N_EAS=139 | N_EUR=40018 | N_MID=157 | rank_score=30.868852459016395 | containment=0.3333333333333333 | exact=False","id=categorical|6151|both_sexes|7| | type=categorical | description=Fractured bone site(s) | pops=AFR,CSA,EAS,EUR | N_AFR=176 | N_CSA=226 | N_EAS=64 | N_EUR=21833 | N_MID=57 | rank_score=30.31589903721051 | containment=0.3333333333333333 | exact=False",,,,,,"id=continuous|3148|both_sexes||irnt | type=continuous | description=Heel bone mineral density (BMD) | pops=CSA,EUR | N_AFR=2292 | N_AMR=471 | N_CSA=2633 | N_EAS=1260 | N_EUR=242809 | N_MID=713 | rank_score=27.23945743848361 | containment=0.3333333333333333 | exact=False",
D001851,"Bone Diseases, Metabolic",1,1,0,1,False,43.0,"id=phecode|530|both_sexes|| | type=phecode | description=Diseases of esophagus | pops=EUR,MID | N_AFR=519 | N_AMR=95 | N_CSA=964 | N_EAS=151 | N_EUR=42944 | N_MID=172 | rank_score=43.0 | containment=0.5 | exact=False","id=phecode|530.1|both_sexes|| | type=phecode | description=Esophagitis, GERD and related diseases | pops=EUR,MID | N_AFR=478 | N_AMR=87 | N_CSA=910 | N_EAS=139 | N_EUR=40018 | N_MID=157 | rank_score=31.0 | containment=0.3333333333333333 | exact=False","id=categorical|6151|both_sexes|7| | type=categorical | description=Fractured bone site(s) | pops=AFR,CSA,EAS,EUR | N_AFR=176 | N_CSA=226 | N_EAS=64 | N_EUR=21833 | N_MID=57 | rank_score=30.52795561246265 | containment=0.3333333333333333 | exact=False",,,,,,"id=continuous|23105|both_sexes||irnt | type=continuous | description=Basal metabolic rate | pops=AFR,CSA,EUR | N_AFR=6458 | N_AMR=962 | N_CSA=8658 | N_EAS=2662 | N_EUR=413178 | N_MID=1535 | rank_score=34.7059264816204 | containment=0.3333333333333333 | exact=False",
D029481,"Bronchitis, Chronic",1,1,1,0,False,89.11111111111111,"id=phecode|496.2|both_sexes|| | type=phecode | description=Chronic bronchitis | pops=CSA,EUR | N_AFR=77 | N_CSA=156 | N_EUR=11764 | rank_score=89.11111111111111 | containment=1.0 | exact=False","id=phecode|496.21|both_sexes|| | type=phecode | description=Obstructive chronic bronchitis | pops=CSA,EUR | N_AFR=74 | N_CSA=152 | N_EUR=11537 | rank_score=76.33333333333333 | containment=1.0 | exact=False","id=categorical|20107|both_sexes|1| | type=categorical | description=Illnesses of father | pops=AFR,CSA,EAS,EUR | N_AFR=490 | N_AMR=206 | N_CSA=2401 | N_EAS=350 | N_EUR=121257 | N_MID=295 | rank_score=53.88159588159588 | containment=1.0 | exact=False",,,,,,,
D000086382,COVID-19,1,1,1,0,False,9.358342665173572,"id=categorical|1920|both_sexes|1920| | type=categorical | description=Mood swings | pops=CSA,EUR,MID | N_AFR=3195 | N_AMR=416 | N_CSA=4200 | N_EAS=968 | N_EUR=185534 | N_MID=877 | rank_score=9.358342665173572 | containment=0.0 | exact=False","id=icd10|N20|both_sexes|| | type=icd10 | description=N20 Calculus of kidney and ureter | pops=CSA,EUR | N_AFR=59 | N_CSA=154 | N_EUR=5530 | rank_score=9.241685144124167 | containment=0.0 | exact=False","id=phecode|496.2|both_sexes|| | type=phecode | description=Chronic bronchitis | pops=CSA,EUR | N_AFR=77 | N_CSA=156 | N_EUR=11764 | rank_score=9.153846153846152 | containment=0.0 | exact=False",,,,,,"id=biomarkers|30770|both_sexes||irnt | type=biomarkers | description=IGF-1 | pops=CSA,EAS,EUR | N_AFR=6178 | N_AMR=934 | N_CSA=8364 | N_EAS=2560 | N_EUR=398797 | N_MID=1493 | rank_score=9.230769230769232 | containment=0.0 | exact=False",
D002446,Celiac Disease,1,1,0,1,False,16.333333333333332,"id=phecode|411|both_sexes|| | type=phecode | description=Ischemic Heart Disease | pops=CSA,EUR | N_AFR=400 | N_AMR=69 | N_CSA=1374 | N_EAS=103 | N_EUR=37672 | N_MID=163 | rank_score=16.333333333333332 | containment=0.0 | exact=False","id=icd10|I25|both_sexes|| | type=icd10 | description=I25 Chronic ischaemic heart disease | pops=CSA,EUR | N_AFR=302 | N_AMR=52 | N_CSA=1205 | N_EAS=83 | N_EUR=31148 | N_MID=136 | rank_score=14.224489795918368 | containment=0.0 | exact=False","id=phecode|317|both_sexes|| | type=phecode | description=Alcohol-related disorders | pops=AFR,EUR | N_AFR=129 | N_CSA=166 | N_EUR=16070 | rank_score=13.256410256410255 | containment=0.0 | exact=False",,,,,,,
D002761,Cholangitis,1,1,0,1,False,15.8,"id=phecode|574.1|both_sexes|| | type=phecode | description=Cholelithiasis | pops=EAS,EUR | N_AFR=120 | N_CSA=255 | N_EAS=68 | N_EUR=17278 | rank_score=15.8 | containment=0.0 | exact=False","id=icd10|K80|both_sexes|| | type=icd10 | description=K80 Cholelithiasis | pops=EAS,EUR | N_AFR=120 | N_CSA=253 | N_EAS=67 | N_EUR=16983 | rank_score=15.23448275862069 | containment=0.0 | exact=False","id=phecode|496.2|both_sexes|| | type=phecode | description=Chronic bronchitis | pops=CSA,EUR | N_AFR=77 | N_CSA=156 | N_EUR=11764 | rank_score=14.03448275862069 | containment=0.0 | exact=False",,,,,,,
D003414,Crigler-Najjar Syndrome,1,1,0,1,False,12.074074074074073,"id=categorical|2207|both_sexes|2207| | type=categorical | description=Wears glasses or contact lenses | pops=EUR,MID | N_AFR=5147 | N_AMR=777 | N_CSA=7039 | N_EAS=2180 | N_EUR=374539 | N_MID=1246 | rank_score=12.074074074074073 | containment=0.0 | exact=False","id=categorical|5001|both_sexes|5001| | type=categorical | description=FI7 : synonym | pops=CSA,EUR | N_AFR=744 | N_AMR=100 | N_CSA=838 | N_EAS=189 | N_EUR=85333 | N_MID=152 | rank_score=12.004524886877828 | containment=0.0 | exact=False","id=categorical|4294|both_sexes|0| | type=categorical | description=Final attempt correct | pops=CSA,EUR | N_AFR=541 | N_AMR=61 | N_CSA=822 | N_EAS=166 | N_EUR=5328 | N_MID=110 | rank_score=11.166915052160954 | containment=0.0 | exact=False",,,,,,,
D003704,Dementia,1,1,0,1,False,52.68979657658903,"id=categorical|20107|both_sexes|1| | type=categorical | description=Illnesses of father | pops=AFR,CSA,EAS,EUR | N_AFR=490 | N_AMR=206 | N_CSA=2401 | N_EAS=350 | N_EUR=121257 | N_MID=295 | rank_score=52.68979657658903 | containment=1.0 | exact=False","id=categorical|20107|both_sexes|100| | type=categorical | description=Illnesses of father | pops=CSA,EUR | N_AFR=2089 | N_AMR=322 | N_CSA=2434 | N_EAS=898 | N_EUR=136194 | N_MID=537 | rank_score=52.68979657658903 | containment=1.0 | exact=False","id=categorical|20107|both_sexes|101| | type=categorical | description=Illnesses of father | pops=AFR,EUR | N_AFR=3868 | N_AMR=585 | N_CSA=6296 | N_EAS=1797 | N_EUR=276893 | N_MID=1015 | rank_score=52.68979657658903 | containment=1.0 | exact=False",,,,,,,
D003928,Diabetic Nephropathies,1,1,0,1,False,14.707317073170731,"id=phecode|716|both_sexes|| | type=phecode | description=Other arthropathies | pops=EAS,EUR | N_AFR=607 | N_AMR=74 | N_CSA=881 | N_EAS=117 | N_EUR=42030 | N_MID=123 | rank_score=14.707317073170731 | containment=0.0 | exact=False","id=phecode|716.9|both_sexes|| | type=phecode | description=Arthropathy NOS | pops=EAS,EUR | N_AFR=605 | N_AMR=74 | N_CSA=880 | N_EAS=117 | N_EUR=41824 | N_MID=122 | rank_score=13.81081081081081 | containment=0.0 | exact=False","id=icd10|R07|both_sexes|| | type=icd10 | description=R07 Pain in throat and chest | pops=CSA,EUR | N_AFR=782 | N_AMR=99 | N_CSA=1365 | N_EAS=165 | N_EUR=36262 | N_MID=187 | rank_score=12.38888888888889 | containment=0.0 | exact=False",,,,,,,
D003929,Diabetic Neuropathies,1,1,0,1,False,14.0,"id=phecode|716|both_sexes|| | type=phecode | description=Other arthropathies | pops=EAS,EUR | N_AFR=607 | N_AMR=74 | N_CSA=881 | N_EAS=117 | N_EUR=42030 | N_MID=123 | rank_score=14.0 | containment=0.0 | exact=False","id=phecode|716.9|both_sexes|| | type=phecode | description=Arthropathy NOS | pops=EAS,EUR | N_AFR=605 | N_AMR=74 | N_CSA=880 | N_EAS=117 | N_EUR=41824 | N_MID=122 | rank_score=13.0 | containment=0.0 | exact=False","id=phecode|530|both_sexes|| | type=phecode | description=Diseases of esophagus | pops=EUR,MID | N_AFR=519 | N_AMR=95 | N_CSA=964 | N_EAS=151 | N_EUR=42944 | N_MID=172 | rank_score=12.523809523809524 | containment=0.0 | exact=False",,,,,,,
D004381,Duodenal Ulcer,1,1,0,1,False,13.666666666666666,"id=phecode|550|both_sexes|| | type=phecode | description=Abdominal hernia | pops=EAS,EUR | N_AFR=617 | N_AMR=112 | N_EAS=128 | N_EUR=56668 | N_MID=224 | rank_score=13.666666666666666 | containment=0.0 | exact=False","id=phecode|306|both_sexes|| | type=phecode | description=Other mental disorder | pops=EAS,EUR | N_AFR=310 | N_AMR=84 | N_CSA=464 | N_EAS=86 | N_EUR=39711 | N_MID=143 | rank_score=12.142857142857142 | containment=0.0 | exact=False","id=categorical|6149|both_sexes|100| | type=categorical | description=Mouth/teeth dental problems | pops=CSA,EUR | N_AFR=3305 | N_AMR=544 | N_CSA=4609 | N_EAS=1243 | N_EUR=253808 | N_MID=856 | rank_score=11.78048780487805 | containment=0.0 | exact=False",,,,,,,
D020920,Dyssomnias,1,1,0,1,False,12.230769230769232,"id=phecode|550|both_sexes|| | type=phecode | description=Abdominal hernia | pops=EAS,EUR | N_AFR=617 | N_AMR=112 | N_EAS=128 | N_EUR=56668 | N_MID=224 | rank_score=12.230769230769232 | containment=0.0 | exact=False","id=phecode|785|both_sexes|| | type=phecode | description=Abdominal pain | pops=CSA,EUR | N_AFR=998 | N_AMR=141 | N_CSA=1237 | N_EAS=289 | N_EUR=47295 | N_MID=235 | rank_score=11.333333333333334 | containment=0.0 | exact=False","id=phecode|530|both_sexes|| | type=phecode | description=Diseases of esophagus | pops=EUR,MID | N_AFR=519 | N_AMR=95 | N_CSA=964 | N_EAS=151 | N_EUR=42944 | N_MID=172 | rank_score=10.741935483870968 | containment=0.0 | exact=False",,,,,,,
D004485,Eczema,1,1,0,1,False,53.12777962163956,"id=categorical|6152|both_sexes|100| | type=categorical | description=Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | pops=CSA,EUR | N_AFR=4236 | N_AMR=627 | N_CSA=5986 | N_EAS=1517 | N_EUR=285088 | N_MID=1121 | rank_score=53.12777962163956 | containment=1.0 | exact=False","id=categorical|6152|both_sexes|8| | type=categorical | description=Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor | pops=CSA,EUR | N_AFR=782 | N_AMR=103 | N_CSA=1041 | N_EAS=232 | N_EUR=48560 | N_MID=173 | rank_score=53.12777962163956 | containment=1.0 | exact=False","id=categorical|1468|both_sexes|2| | type=categorical | description=Cereal type | pops=EUR,MID | N_AFR=749 | N_AMR=88 | N_CSA=1365 | N_EAS=196 | N_EUR=62649 | N_MID=171 | rank_score=10.104485629868384 | containment=0.0 | exact=False",,,,,,,
D016889,Endometrial Neoplasms,1,1,0,1,False,12.72972972972973,"id=phecode|550|both_sexes|| | type=phecode | description=Abdominal hernia | pops=EAS,EUR | N_AFR=617 | N_AMR=112 | N_EAS=128 | N_EUR=56668 | N_MID=224 | rank_score=12.72972972972973 | containment=0.0 | exact=False","id=phecode|785|both_sexes|| | type=phecode | description=Abdominal pain | pops=CSA,EUR | N_AFR=998 | N_AMR=141 | N_CSA=1237 | N_EAS=289 | N_EUR=47295 | N_MID=235 | rank_score=12.142857142857142 | containment=0.0 | exact=False","id=categorical|6155|both_sexes|100| | type=categorical | description=Vitamin and mineral supplements | pops=CSA,EUR | N_AFR=3398 | N_AMR=548 | N_CSA=5284 | N_EAS=1604 | N_EUR=287888 | N_MID=1066 | rank_score=11.566433566433568 | containment=0.0 | exact=False",,,,,,,
D004715,Endometriosis,1,1,1,0,False,14.851851851851851,"id=phecode|740|both_sexes|| | type=phecode | description=Osteoarthrosis | pops=EUR,MID | N_AFR=423 | N_AMR=53 | N_CSA=547 | N_EAS=74 | N_EUR=36073 | N_MID=86 | rank_score=14.851851851851851 | containment=0.0 | exact=False","id=icd10|E66|both_sexes|| | type=icd10 | description=E66 Obesity | pops=EUR,MID | N_AFR=421 | N_CSA=362 | N_EUR=15917 | N_MID=79 | rank_score=12.074074074074074 | containment=0.0 | exact=False","id=phecode|574.1|both_sexes|| | type=phecode | description=Cholelithiasis | pops=EAS,EUR | N_AFR=120 | N_CSA=255 | N_EAS=68 | N_EUR=17278 | rank_score=11.88888888888889 | containment=0.0 | exact=False",,,,,,,
D004828,"Epilepsies, Partial",1,1,1,0,False,12.72972972972973,"id=categorical|20107|both_sexes|1| | type=categorical | description=Illnesses of father | pops=AFR,CSA,EAS,EUR | N_AFR=490 | N_AMR=206 | N_CSA=2401 | N_EAS=350 | N_EUR=121257 | N_MID=295 | rank_score=12.72972972972973 | containment=0.0 | exact=False","id=categorical|20107|both_sexes|100| | type=categorical | description=Illnesses of father | pops=CSA,EUR | N_AFR=2089 | N_AMR=322 | N_CSA=2434 | N_EAS=898 | N_EUR=136194 | N_MID=537 | rank_score=12.72972972972973 | containment=0.0 | exact=False","id=categorical|20107|both_sexes|101| | type=categorical | description=Illnesses of father | pops=AFR,EUR | N_AFR=3868 | N_AMR=585 | N_CSA=6296 | N_EAS=1797 | N_EUR=276893 | N_MID=1015 | rank_score=12.72972972972973 | containment=0.0 | exact=False",,,,,,,
D004938,Esophageal Neoplasms,1,1,0,1,False,14.11455108359133,"id=icd10|K21|both_sexes|| | type=icd10 | description=K21 Gastro-oesophageal reflux disease | pops=EUR,MID | N_AFR=395 | N_AMR=63 | N_CSA=729 | N_EAS=117 | N_EUR=29975 | N_MID=128 | rank_score=14.11455108359133 | containment=0.0 | exact=False","id=categorical|6164|both_sexes|100| | type=categorical | description=Types of physical activity in last 4 weeks | pops=CSA,EUR,MID | N_AFR=1159 | N_AMR=138 | N_CSA=1266 | N_EAS=309 | N_EUR=24889 | N_MID=264 | rank_score=11.387096774193548 | containment=0.0 | exact=False","id=categorical|6164|both_sexes|2| | type=categorical | description=Types of physical activity in last 4 weeks | pops=CSA,EUR | N_AFR=2358 | N_AMR=407 | N_CSA=2904 | N_EAS=1140 | N_EUR=202295 | N_MID=510 | rank_score=11.387096774193548 | containment=0.0 | exact=False",,,,,,,
D005168,Factor VII Deficiency,1,1,0,1,False,27.987179487179485,"id=categorical|6138|both_sexes|100| | type=categorical | description=Qualifications | pops=AFR,CSA,EAS,EUR,MID | N_AFR=931 | N_AMR=130 | N_CSA=1412 | N_EAS=358 | N_EUR=73293 | N_MID=252 | rank_score=11.020242914979756 | containment=0.0 | exact=False","id=categorical|6138|both_sexes|2| | type=categorical | description=Qualifications | pops=EAS,EUR | N_AFR=880 | N_AMR=177 | N_CSA=1399 | N_EAS=416 | N_EUR=112131 | N_MID=272 | rank_score=11.020242914979756 | containment=0.0 | exact=False","id=categorical|6138|both_sexes|3| | type=categorical | description=Qualifications | pops=CSA,EUR,MID | N_AFR=2078 | N_AMR=250 | N_CSA=2398 | N_EAS=574 | N_EUR=195589 | N_MID=353 | rank_score=11.020242914979756 | containment=0.0 | exact=False",,,,,,"id=continuous|5257|both_sexes||irnt | type=continuous | description=Corneal resistance factor (right) | pops=CSA,EUR | N_AFR=3330 | N_CSA=3974 | N_EAS=914 | N_EUR=87199 | rank_score=27.987179487179485 | containment=0.3333333333333333 | exact=False",
D005173,Factor XI Deficiency,1,1,1,0,False,28.138916583582585,"id=categorical|4957|both_sexes|4957| | type=categorical | description=FI3 : word interpolation | pops=CSA,EUR | N_AFR=1975 | N_AMR=229 | N_CSA=2594 | N_EAS=656 | N_EUR=113724 | N_MID=302 | rank_score=11.406926406926406 | containment=0.0 | exact=False","id=categorical|1980|both_sexes|1980| | type=categorical | description=Worrier / anxious feelings | pops=CSA,EAS,EUR | N_AFR=2740 | N_AMR=508 | N_CSA=4462 | N_EAS=1214 | N_EUR=231995 | N_MID=914 | rank_score=11.31282254863041 | containment=0.0 | exact=False","id=categorical|6138|both_sexes|100| | type=categorical | description=Qualifications | pops=AFR,CSA,EAS,EUR,MID | N_AFR=931 | N_AMR=130 | N_CSA=1412 | N_EAS=358 | N_EUR=73293 | N_MID=252 | rank_score=11.255578093306289 | containment=0.0 | exact=False",,,,,,"id=continuous|5257|both_sexes||irnt | type=continuous | description=Corneal resistance factor (right) | pops=CSA,EUR | N_AFR=3330 | N_CSA=3974 | N_EAS=914 | N_EUR=87199 | rank_score=28.138916583582585 | containment=0.3333333333333333 | exact=False",
D042882,Gallstones,1,1,0,1,False,13.020703933747413,"id=categorical|6138|both_sexes|100| | type=categorical | description=Qualifications | pops=AFR,CSA,EAS,EUR,MID | N_AFR=931 | N_AMR=130 | N_CSA=1412 | N_EAS=358 | N_EUR=73293 | N_MID=252 | rank_score=13.020703933747413 | containment=0.0 | exact=False","id=categorical|6138|both_sexes|2| | type=categorical | description=Qualifications | pops=EAS,EUR | N_AFR=880 | N_AMR=177 | N_CSA=1399 | N_EAS=416 | N_EUR=112131 | N_MID=272 | rank_score=13.020703933747413 | containment=0.0 | exact=False","id=categorical|6138|both_sexes|3| | type=categorical | description=Qualifications | pops=CSA,EUR,MID | N_AFR=2078 | N_AMR=250 | N_CSA=2398 | N_EAS=574 | N_EUR=195589 | N_MID=353 | rank_score=13.020703933747413 | containment=0.0 | exact=False",,,,,,,
D005909,Glioblastoma,1,1,0,1,False,12.86013986013986,"id=icd10|J45|both_sexes|| | type=icd10 | description=J45 Asthma | pops=CSA,EUR,MID | N_AFR=573 | N_AMR=64 | N_CSA=900 | N_EAS=149 | N_EUR=31030 | N_MID=139 | rank_score=12.86013986013986 | containment=0.0 | exact=False","id=categorical|2020|both_sexes|2020| | type=categorical | description=Loneliness, isolation | pops=AFR,EUR | N_AFR=1634 | N_AMR=241 | N_CSA=2200 | N_EAS=461 | N_EUR=74098 | N_MID=427 | rank_score=11.88157894736842 | containment=0.0 | exact=False","id=icd10|E66|both_sexes|| | type=icd10 | description=E66 Obesity | pops=EUR,MID | N_AFR=421 | N_CSA=362 | N_EUR=15917 | N_MID=79 | rank_score=10.725752508361204 | containment=0.0 | exact=False",,,,,,,
D006177,Gynecomastia,1,1,0,1,False,11.426573426573428,"id=icd10|J45|both_sexes|| | type=icd10 | description=J45 Asthma | pops=CSA,EUR,MID | N_AFR=573 | N_AMR=64 | N_CSA=900 | N_EAS=149 | N_EUR=31030 | N_MID=139 | rank_score=11.426573426573428 | containment=0.0 | exact=False","id=icd10|K44|both_sexes|| | type=icd10 | description=K44 Diaphragmatic hernia | pops=EUR,MID | N_AFR=326 | N_AMR=70 | N_CSA=660 | N_EAS=88 | N_EUR=33359 | N_MID=139 | rank_score=10.82051282051282 | containment=0.0 | exact=False","id=phecode|558|both_sexes|| | type=phecode | description=Noninfectious gastroenteritis | pops=CSA,EUR | N_AFR=187 | N_CSA=416 | N_EAS=61 | N_EUR=17088 | N_MID=76 | rank_score=10.804878048780488 | containment=0.0 | exact=False",,,,,,,
