indication_mesh_id,indication_mesh_term_in_trails,mesh2026_preferred_term,mesh2026_entry_terms,mesh2026_n_terms,mesh2026_tree_numbers,n_pairs,n_genes,n_A,n_B,mesh2026_record_found
D013494,"Supranuclear Palsy, Progressive","Supranuclear Palsy, Progressive","Ophthalmoplegia, Progressive Supranuclear || Palsy, Progressive Supranuclear || Progressive Supranuclear Ophthalmoplegia || Progressive Supranuclear Palsies || Progressive Supranuclear Palsy || Progressive Supranuclear Palsy 1 || Richardson Syndrome || Richardson's Syndrome || Steele Richardson Olszewski Disease || Steele Richardson Olszewski Syndrome || Steele-Richardson-Olszewski Disease || Steele-Richardson-Olszewski Syndrome || Supranuclear Ophthalmoplegia, Progressive || Supranuclear Palsies, Progressive || Supranuclear Palsy, Progressive || Supranuclear Palsy, Progressive, 1",16,C10.228.140.079.882 || C10.228.662.700 || C10.292.562.750.500 || C10.574.945.500 || C10.597.622.447.690 || C11.590.472.500 || C23.888.592.636.447.690,3,3,0,3,True
D013625,Takayasu Arteritis,Takayasu Arteritis,"Aortitis Syndrome || Arteritides, Young Female || Arteritis, Takayasu || Arteritis, Takayasu's || Arteritis, Takayasus || Arteritis, Young Female || Disease, Takayasu || Female Arteritides, Young || Female Arteritis, Young || Pulseless Disease || Syndrome, Aortitis || Takayasu Arteritis || Takayasu Disease || Takayasu Syndrome || Takayasu's Arteritis || Takayasus Arteritis || Young Female Arteritides || Young Female Arteritis",18,C14.907.109.239.650 || C14.907.940.090.800 || C17.800.862.875,1,1,0,1,True
D013736,Testicular Neoplasms,Testicular Neoplasms,"Cancer of Testis || Cancer of the Testes || Cancer of the Testis || Cancer, Testicular || Cancer, Testis || Cancers, Testicular || Cancers, Testis || Neoplasm, Testicular || Neoplasm, Testis || Neoplasms, Testicular || Neoplasms, Testis || Rete Testis Tumor || Rete Testis Tumors || Testicular Cancer || Testicular Cancers || Testicular Neoplasm || Testicular Neoplasms || Testicular Tumor || Testicular Tumors || Testis Cancer || Testis Cancers || Testis Neoplasm || Testis Neoplasms || Testis Tumor, Rete || Testis Tumors, Rete || Tumor of Rete Testis || Tumor, Testicular || Tumors, Testicular",28,C04.588.322.762 || C04.588.945.440.915 || C12.100.500.260.937 || C12.200.294.260.937 || C12.200.758.409.937 || C12.900.619.937 || C19.344.762 || C19.391.829.782,2,2,0,2,True
D013789,Thalassemia,Thalassemia,Thalassemia || Thalassemias,2,C15.378.050.141.150.875 || C15.378.420.826 || C16.320.070.875 || C16.320.365.826,3,3,0,3,True
D013921,Thrombocytopenia,Thrombocytopenia,Thrombocytopenia || Thrombocytopenias || Thrombopenia || Thrombopenias,4,C15.378.140.855 || C15.378.243.937,10,10,4,6,True
D013922,Thrombocytosis,Thrombocytosis,Thrombocythemia || Thrombocythemias || Thrombocytoses || Thrombocytosis,4,C15.378.140.860 || C15.378.190.636.860,10,10,2,8,True
D013924,Thrombophlebitis,Thrombophlebitis,"Dolens, Phlegmasia Alba || Phlegmasia Alba Dolens || Thrombophlebitides || Thrombophlebitis",4,C14.907.355.830.925.770 || C14.907.617.718.788 || C14.907.940.740.910,1,1,1,0,True
D013927,Thrombosis,Thrombosis,Atherothrombosis || Blood Clot || Blood Clots || Thromboses || Thrombosis || Thrombus,6,C14.907.355.830,5,5,2,3,True
D014029,Tobacco Use Disorder,Tobacco Use Disorder,"Addiction, Nicotine || Dependence, Nicotine || Dependence, Tobacco || Disorder, Nicotine Use || Disorder, Tobacco Use || Disorder, Tobacco-Use || Nicotine Addiction || Nicotine Addictions || Nicotine Dependence || Nicotine Use Disorder || Nicotine Use Disorders || Tobacco Dependence || Tobacco Use Disorder || Tobacco Use Disorders || Tobacco-Use Disorder",15,C25.775.912 || F03.900.912,4,4,1,3,True
D014523,Urethral Neoplasms,Urethral Neoplasms,"Cancer of Urethra || Cancer of the Urethra || Cancer, Urethra || Cancer, Urethral || Cancers, Urethra || Cancers, Urethral || Neoplasm, Urethra || Neoplasm, Urethral || Neoplasms, Urethra || Neoplasms, Urethral || Urethra Cancer || Urethra Cancers || Urethra Neoplasm || Urethra Neoplasms || Urethral Cancer || Urethral Cancers || Urethral Neoplasm || Urethral Neoplasms",18,C04.588.945.947.945 || C12.050.351.937.820.890 || C12.050.351.968.767.601 || C12.200.758.820.937 || C12.200.777.767.601 || C12.900.820.890 || C12.950.767.601 || C12.950.983.890,2,2,0,2,True
D014565,Urogenital Neoplasms,Urogenital Neoplasms,"Cancer, Genito-urinary || Cancer, Genitourinary || Cancer, Urogenital || Cancers, Genito-urinary || Cancers, Genitourinary || Cancers, Urogenital || Genito urinary Cancer || Genito-urinary Cancer || Genito-urinary Cancers || Genito-urinary Neoplasm || Genito-urinary Neoplasms || Genitourinary Cancer || Genitourinary Cancers || Genitourinary Neoplasm || Genitourinary Neoplasms || Neoplasm, Genito-urinary || Neoplasm, Genitourinary || Neoplasm, Urogenital || Neoplasms, Genito-urinary || Neoplasms, Genitourinary || Neoplasms, Urogenital || Urogenital Cancer || Urogenital Cancers || Urogenital Neoplasm || Urogenital Neoplasms",25,C04.588.945 || C12.050.351.937 || C12.200.758 || C12.900,2,2,0,2,True
D014647,Varicose Ulcer,Varicose Ulcer,"Hypertension Ulcer, Venous || Hypertension Ulcers, Venous || Stasis Ulcer || Stasis Ulcer, Venous || Stasis Ulcers || Stasis Ulcers, Venous || Ulcer, Stasis || Ulcer, Varicose || Ulcer, Venous || Ulcer, Venous Hypertension || Ulcer, Venous Stasis || Ulcers, Stasis || Ulcers, Varicose || Ulcers, Venous || Ulcers, Venous Hypertension || Ulcers, Venous Stasis || Varicose Ulcer || Varicose Ulcers || Venous Hypertension Ulcer || Venous Hypertension Ulcers || Venous Stasis Ulcer || Venous Stasis Ulcers || Venous Ulcer || Venous Ulcers",24,C14.907.927.730 || C17.800.893.592.730,1,1,0,1,True
D014657,Vasculitis,Vasculitis,Angiitides || Angiitis || Vasculitides || Vasculitis,4,C14.907.940,1,1,0,1,True
D014842,von Willebrand Diseases,von Willebrand Diseases,"Angiohemophilia || Angiohemophilias || Disorder, Von Willebrand || Hemophilia, Vascular || Pseudohemophilia, Vascular || Pseudohemophilias, Vascular || Vascular Hemophilia || Vascular Hemophilias || Vascular Pseudohemophilia || Vascular Pseudohemophilias || Von Willebrand Disorder || Von Willebrand's Factor Deficiency || von Willebrand Disease || von Willebrand Disease, Recessive Form || von Willebrand Diseases || von Willebrand's Disease || von Willebrand's Diseases",17,C15.378.100.100.900 || C15.378.100.141.900 || C15.378.140.900 || C15.378.463.920 || C16.320.099.920,1,1,1,0,True
D014983,Xeroderma Pigmentosum,Xeroderma Pigmentosum,Kaposi Disease || Kaposi's Disease || Kaposis Disease || Xeroderma Pigmentosum,4,C04.834.867 || C16.131.831.936 || C16.320.850.970 || C17.800.600.925 || C17.800.621.936 || C17.800.804.936 || C17.800.827.970 || C18.452.284.975,1,1,0,1,True
D015179,Colorectal Neoplasms,Colorectal Neoplasms,"Cancer, Colorectal || Cancers, Colorectal || Carcinoma, Colorectal || Carcinomas, Colorectal || Colorectal Cancer || Colorectal Cancers || Colorectal Carcinoma || Colorectal Carcinomas || Colorectal Neoplasm || Colorectal Neoplasms || Colorectal Tumor || Colorectal Tumors || Neoplasm, Colorectal || Neoplasms, Colorectal || Tumor, Colorectal || Tumors, Colorectal",16,C04.588.274.476.411.307 || C06.301.371.411.307 || C06.405.249.411.307 || C06.405.469.158.356 || C06.405.469.491.307 || C06.405.469.860.180,14,14,0,14,True
D015212,Inflammatory Bowel Diseases,Inflammatory Bowel Diseases,"Bowel Diseases, Inflammatory || Inflammatory Bowel Disease || Inflammatory Bowel Diseases",3,C06.405.205.731 || C06.405.469.432,9,9,0,9,True
D015228,Hypertriglyceridemia,Hypertriglyceridemia,Hypertriglyceridemia || Hypertriglyceridemias,2,C18.452.584.500.500.851,14,14,3,11,True
D015451,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell","B Cell Chronic Lymphocytic Leukemia || B Cell Leukemia, Chronic || B Cell Malignancy, Low Grade || B Lymphocytic Leukemia, Chronic || B-Cell Chronic Lymphocytic Leukemia || B-Cell Leukemia, Chronic || B-Cell Leukemias, Chronic || B-Cell Malignancies, Low-Grade || B-Cell Malignancy, Low-Grade || B-Lymphocytic Leukemia, Chronic || B-Lymphocytic Leukemias, Chronic || CLL Lymphoplasmacytoid Lymphoma || CLL Lymphoplasmacytoid Lymphomas || Chronic B-Cell Leukemia || Chronic B-Cell Leukemias || Chronic B-Lymphocytic Leukemia || Chronic B-Lymphocytic Leukemias || Chronic Lymphatic Leukemia || Chronic Lymphatic Leukemias || Chronic Lymphoblastic Leukemia || Chronic Lymphoblastic Leukemias || Chronic Lymphocytic Leukemia || Chronic Lymphocytic Leukemias || Diffuse Well Differentiated Lymphocytic Lymphoma || Diffuse Well-Differentiated Lymphocytic Lymphoma || Disrupted In B Cell Malignancy || Disrupted In B-Cell Malignancy || Leukemia, B Cell, Chronic || Leukemia, B-Cell, Chronic || Leukemia, Chronic B-Cell || Leukemia, Chronic B-Lymphocytic || Leukemia, Chronic Lymphatic || Leukemia, Chronic Lymphocytic || Leukemia, Chronic Lymphocytic, B-Cell || Leukemia, Lymphoblastic, Chronic || Leukemia, Lymphocytic, Chronic || Leukemia, Lymphocytic, Chronic, B Cell || Leukemia, Lymphocytic, Chronic, B-Cell || Leukemias, Chronic B-Cell || Leukemias, Chronic B-Lymphocytic || Leukemias, Chronic Lymphatic || Leukemias, Chronic Lymphoblastic || Low-Grade B-Cell Malignancies || Low-Grade B-Cell Malignancy || Lymphatic Leukemia, Chronic || Lymphatic Leukemias, Chronic || Lymphoblastic Leukemia, Chronic || Lymphoblastic Leukemias, Chronic || Lymphocytic Leukemia, Chronic || Lymphocytic Leukemia, Chronic, B Cell || Lymphocytic Leukemia, Chronic, B-Cell || Lymphocytic Leukemias, Chronic || Lymphocytic Lymphoma || Lymphocytic Lymphoma, Diffuse, Well Differentiated || Lymphocytic Lymphoma, Diffuse, Well-Differentiated || Lymphocytic Lymphoma, Small || Lymphocytic Lymphoma, Well Differentiated || Lymphocytic Lymphoma, Well-Differentiated || Lymphocytic Lymphomas || Lymphocytic Lymphomas, Small || Lymphocytic Lymphomas, Well-Differentiated || Lymphoma, CLL Lymphoplasmacytoid || Lymphoma, Lymphocytic || Lymphoma, Lymphocytic, Diffuse, Well Differentiated || Lymphoma, Lymphocytic, Diffuse, Well-Differentiated || Lymphoma, Lymphocytic, Well Differentiated || Lymphoma, Lymphocytic, Well-Differentiated || Lymphoma, Lymphoplasmacytoid, CLL || Lymphoma, Small Cell || Lymphoma, Small Lymphocytic || Lymphoma, Small Lymphocytic, Plasmacytoid || Lymphoma, Small-Cell || Lymphoma, Well-Differentiated Lymphocytic || Lymphomas, CLL Lymphoplasmacytoid || Lymphomas, Lymphocytic || Lymphomas, Small Lymphocytic || Lymphomas, Small-Cell || Lymphomas, Well-Differentiated Lymphocytic || Lymphoplasmacytoid Lymphoma, CLL || Lymphoplasmacytoid Lymphomas, CLL || Malignancies, Low-Grade B-Cell || Malignancy, Low-Grade B-Cell || Small Cell Lymphoma || Small Lymphocytic Lymphoma || Small Lymphocytic Lymphomas || Small-Cell Lymphoma || Small-Cell Lymphomas || Well-Differentiated Lymphocytic Lymphoma || Well-Differentiated Lymphocytic Lymphomas",89,C04.557.337.428.080.125 || C15.378.508.428.080.125 || C15.604.515.560.080.125 || C20.683.515.528.080.125 || C23.550.291.500.483,1,1,1,0,True
D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive","Leukemia, Myelogenous, Chronic, BCR-ABL Positive","Chronic Granulocytic Leukemia || Chronic Granulocytic Leukemias || Chronic Myelocytic Leukemia || Chronic Myelocytic Leukemias || Chronic Myelogenous Leukemia || Chronic Myelogenous Leukemias || Chronic Myeloid Leukemia || Chronic Myeloid Leukemias || Granulocytic Leukemia, Chronic || Granulocytic Leukemias, Chronic || Leukemia, Chronic Granulocytic || Leukemia, Chronic Myelocytic || Leukemia, Chronic Myelogenous || Leukemia, Chronic Myeloid || Leukemia, Granulocytic, Chronic || Leukemia, Myelocytic, Chronic || Leukemia, Myelogenous, Chronic || Leukemia, Myelogenous, Chronic, BCR-ABL Positive || Leukemia, Myelogenous, Ph1 Positive || Leukemia, Myelogenous, Ph1-Positive || Leukemia, Myeloid, Chronic || Leukemia, Myeloid, Ph1 Positive || Leukemia, Myeloid, Ph1-Positive || Leukemia, Myeloid, Philadelphia Positive || Leukemia, Myeloid, Philadelphia-Positive || Leukemia, Ph1-Positive Myelogenous || Leukemia, Ph1-Positive Myeloid || Leukemia, Philadelphia-Positive Myeloid || Leukemias, Chronic Granulocytic || Leukemias, Chronic Myelocytic || Leukemias, Chronic Myelogenous || Leukemias, Chronic Myeloid || Leukemias, Ph1-Positive Myelogenous || Leukemias, Ph1-Positive Myeloid || Leukemias, Philadelphia-Positive Myeloid || Myelocytic Leukemia, Chronic || Myelocytic Leukemias, Chronic || Myelogenous Leukemia, Chronic || Myelogenous Leukemia, Ph1 Positive || Myelogenous Leukemia, Ph1-Positive || Myelogenous Leukemias, Chronic || Myelogenous Leukemias, Ph1-Positive || Myeloid Leukemia, Chronic || Myeloid Leukemia, Ph1 Positive || Myeloid Leukemia, Ph1-Positive || Myeloid Leukemia, Philadelphia Positive || Myeloid Leukemia, Philadelphia-Positive || Myeloid Leukemias, Chronic || Myeloid Leukemias, Ph1-Positive || Myeloid Leukemias, Philadelphia-Positive || Ph1-Positive Myelogenous Leukemia || Ph1-Positive Myelogenous Leukemias || Ph1-Positive Myeloid Leukemia || Ph1-Positive Myeloid Leukemias || Philadelphia-Positive Myeloid Leukemia || Philadelphia-Positive Myeloid Leukemias",56,C04.557.337.539.250 || C15.378.190.636.370 || C15.378.508.539.250 || C23.550.291.500.485,1,1,0,1,True
D015535,"Arthritis, Psoriatic","Arthritis, Psoriatic","Arthritic Psoriasis || Arthritis, Psoriatic || Arthropathies, Psoriatic || Arthropathy, Psoriatic || Psoriasis Arthropathica || Psoriasis, Arthritic || Psoriatic Arthritis || Psoriatic Arthropathies || Psoriatic Arthropathy",9,C05.116.900.853.625.800.424 || C05.550.114.145 || C05.550.114.865.800.424 || C17.800.859.675.175,9,9,3,6,True
D016491,Peripheral Vascular Diseases,Peripheral Vascular Diseases,"Angiopathies, Peripheral || Angiopathy, Peripheral || Disease, Peripheral Vascular || Diseases, Peripheral Vascular || Peripheral Angiopathies || Peripheral Angiopathy || Peripheral Vascular Disease || Peripheral Vascular Diseases || Vascular Disease, Peripheral || Vascular Diseases, Peripheral",10,C14.907.617,1,1,0,1,True
D016553,"Purpura, Thrombocytopenic, Idiopathic","Purpura, Thrombocytopenic, Idiopathic","Autoimmune Thrombocytopenia || Autoimmune Thrombocytopenias || Autoimmune Thrombocytopenic Purpura || Autoimmune Thrombocytopenic Purpuras || Disease, Werlhof || Disease, Werlhof's || Idiopathic Thrombocytopenic Purpura || Idiopathic Thrombocytopenic Purpuras || Immune Thrombocytopenia || Immune Thrombocytopenias || Immune Thrombocytopenic Purpura || Immune Thrombocytopenic Purpuras || Purpura, Autoimmune Thrombocytopenic || Purpura, Idiopathic Thrombocytopenic || Purpura, Immune Thrombocytopenic || Purpura, Thrombocytopenic, Autoimmune || Purpura, Thrombocytopenic, Idiopathic || Purpuras, Autoimmune Thrombocytopenic || Purpuras, Idiopathic Thrombocytopenic || Purpuras, Immune Thrombocytopenic || Thrombocytopenia, Autoimmune || Thrombocytopenia, Immune || Thrombocytopenias, Autoimmune || Thrombocytopenias, Immune || Thrombocytopenic Purpura, Autoimmune || Thrombocytopenic Purpura, Idiopathic || Thrombocytopenic Purpura, Immune || Thrombocytopenic Purpuras, Idiopathic || Thrombocytopenic Purpuras, Immune || Werlhof Disease || Werlhof's Disease || Werlhofs Disease",32,C15.378.100.802.687.600 || C15.378.140.855.925.750.600 || C15.378.243.937.925.750.600 || C15.378.463.740 || C20.111.759 || C20.841.600 || C23.550.414.950.687.600 || C23.888.885.687.687.600,5,5,1,4,True
D016584,Panic Disorder,Panic Disorder,"Attack, Panic || Attacks, Panic || Disorder, Panic || Disorders, Panic || Panic Attack || Panic Attacks || Panic Disorder || Panic Disorders",8,F03.080.700,1,1,0,1,True
D016889,Endometrial Neoplasms,Endometrial Neoplasms,"Cancer of Endometrium || Cancer of the Endometrium || Cancer, Endometrial || Cancer, Endometrium || Cancers, Endometrial || Cancers, Endometrium || Carcinoma of Endometrium || Carcinoma, Endometrial || Carcinomas, Endometrial || Endometrial Cancer || Endometrial Cancers || Endometrial Carcinoma || Endometrial Carcinomas || Endometrial Neoplasm || Endometrial Neoplasms || Endometrium Cancer || Endometrium Cancers || Endometrium Carcinoma || Endometrium Carcinomas || Neoplasm, Endometrial || Neoplasms, Endometrial",21,C04.588.945.418.948.585 || C12.050.351.500.852.762.200 || C12.050.351.937.418.875.200 || C12.100.250.852.762.200 || C12.900.418.875.200,1,1,0,1,True
D017180,"Tachycardia, Ventricular","Tachycardia, Ventricular","Idiopathic Ventricular Tachycardia || Idiopathic Ventricular Tachycardias || Nonsustained Ventricular Tachycardia || Nonsustained Ventricular Tachycardias || Paroxysmal Supraventricular Tachycardia || Paroxysmal Supraventricular Tachycardias || Supraventricular Tachycardia, Paroxysmal || Tachyarrhythmia, Ventricular || Tachycardia, Idiopathic Ventricular || Tachycardia, Nonsustained Ventricular || Tachycardia, Paroxysmal Supraventricular || Tachycardia, Ventricular || Ventricular Tachyarrhythmia || Ventricular Tachyarrhythmias || Ventricular Tachycardia || Ventricular Tachycardia, Idiopathic || Ventricular Tachycardia, Nonsustained || Ventricular Tachycardias",18,C14.280.067.845.940 || C14.280.123.875.940 || C23.550.073.845.940,1,1,1,0,True
D017674,Hypophosphatemia,Hypophosphatemia,Hypophosphatemia || Hypophosphatemias,2,C18.452.750.400,1,1,0,1,True
D017681,Hypereosinophilic Syndrome,Hypereosinophilic Syndrome,"Endocarditis, Loeffler || Endocarditis, Loeffler's || Endocarditis, Loefflers || Eosinophilic Leukemia || Eosinophilic Leukemias || Hypereosinophilic Syndrome || Hypereosinophilic Syndrome, Idiopathic || Hypereosinophilic Syndromes || Hypereosinophilic Syndromes, Idiopathic || Idiopathic Hypereosinophilic Syndrome || Idiopathic Hypereosinophilic Syndromes || Leukemia, Eosinophilic || Leukemias, Eosinophilic || Loeffler Endocarditis || Loeffler's Endocarditis || Loefflers Endocarditis || Syndrome, Hypereosinophilic || Syndrome, Idiopathic Hypereosinophilic || Syndromes, Hypereosinophilic || Syndromes, Idiopathic Hypereosinophilic",20,C15.378.553.231.549,2,2,0,2,True
D017719,Diabetic Foot,Diabetic Foot,"Diabetic Feet || Diabetic Foot || Feet, Diabetic || Foot Ulcer, Diabetic || Foot, Diabetic",5,C14.907.320.191 || C17.800.893.592.450.200 || C19.246.099.500.191 || C19.246.099.937.250,2,2,0,2,True
D018242,"Neuroectodermal Tumors, Primitive","Neuroectodermal Tumors, Primitive","Cerebral Primitive Neuroectodermal Tumor || Ependymoblastoma || Ependymoblastomas || Medulloepithelioma || Medulloepitheliomas || Neoplasm, Primitive Neuroepithelial || Neoplasms, Primitive Neuroepithelial || Neuroectodermal Tumor, Primitive || Neuroectodermal Tumors, Primitive || Neuroepithelial Neoplasm, Primitive || Neuroepithelial Neoplasms, Primitive || Neuroepithelial Tumor, Primitive || Neuroepithelial Tumors, Primitive || PNET || PNETs || Primitive Neuroectodermal Tumor || Primitive Neuroectodermal Tumors || Primitive Neuroepithelial Neoplasm || Primitive Neuroepithelial Neoplasms || Primitive Neuroepithelial Tumor || Primitive Neuroepithelial Tumors || Spongioblastoma || Spongioblastomas || Tumor, Primitive Neuroectodermal || Tumor, Primitive Neuroepithelial || Tumors, Primitive Neuroectodermal || Tumors, Primitive Neuroepithelial",27,C04.557.465.625.600.590 || C04.557.470.670.590 || C04.557.580.625.600.590,1,1,0,1,True
D018307,"Neoplasms, Squamous Cell","Neoplasms, Squamous Cell","Cancer, Squamous Cell || Cancers, Squamous Cell || Cell Cancer, Squamous || Cell Cancers, Squamous || Cell Neoplasm, Squamous || Cell Neoplasms, Squamous || Neoplasm, Squamous Cell || Neoplasms, Squamous Cell || Squamous Cell Cancer || Squamous Cell Cancers || Squamous Cell Neoplasm || Squamous Cell Neoplasms",12,C04.557.470.700,1,1,0,1,True
D018805,Sepsis,Sepsis,"Blood Poisoning || Blood Poisonings || Bloodstream Infection || Bloodstream Infections || Infection, Bloodstream || Poisoning, Blood || Poisonings, Blood || Pyaemia || Pyaemias || Pyemia || Pyemias || Pyohemia || Pyohemias || Sepsis || Sepsis, Severe || Septicemia || Septicemias || Severe Sepsis",18,C01.757 || C23.550.470.790.500,3,3,0,3,True
D019337,Hematologic Neoplasms,Hematologic Neoplasms,"Blood Cancer || Blood Cancers || Cancer, Blood || Hematologic Malignancies || Hematologic Malignancy || Hematologic Neoplasm || Hematologic Neoplasms || Hematological Malignancies || Hematological Malignancy || Hematological Neoplasm || Hematological Neoplasms || Hematopoietic Malignancies || Hematopoietic Malignancy || Hematopoietic Neoplasm || Hematopoietic Neoplasms || Malignancies, Hematologic || Malignancy, Hematologic || Malignancy, Hematological || Malignancy, Hematopoietic || Neoplasm, Hematologic || Neoplasm, Hematological || Neoplasm, Hematopoietic || Neoplasms, Hematologic || Neoplasms, Hematopoietic",24,C04.588.448 || C15.378.400,1,1,0,1,True
D019578,Multiple System Atrophy,Multiple System Atrophy,"Atrophies, Multisystem || Atrophies, Multisystemic || Atrophy, Multiple System || Atrophy, Multisystem || Atrophy, Multisystemic || Multiple System Atrophies || Multiple System Atrophy || Multiple System Atrophy Syndrome || Multisystem Atrophies || Multisystem Atrophy || Multisystemic Atrophies || Multisystemic Atrophy",12,C10.177.575.550 || C10.228.140.079.612 || C10.228.662.550 || C10.574.928.625,2,2,0,2,True
D019896,alpha 1-Antitrypsin Deficiency,alpha 1-Antitrypsin Deficiency,"Deficiencies, alpha 1-Antitrypsin || Deficiency, alpha 1-Antitrypsin || alpha 1 Antitrypsin Deficiency || alpha 1-Antitrypsin Deficiencies || alpha 1-Antitrypsin Deficiency",5,C06.552.074 || C08.381.112 || C16.320.060 || C23.550.325.500.500,1,1,1,0,True
D019966,Substance-Related Disorders,Substance-Related Disorders,"Abuse, Drug || Abuse, Prescription Drug || Abuse, Substance || Addiction, Drug || Addiction, Substance || Chemical Dependence || Chemical Dependences || Dependence, Chemical || Dependence, Drug || Dependence, Substance || Dependences, Chemical || Disorder, Drug Use || Disorder, Substance Related || Disorder, Substance Use || Disorders, Substance Related || Drug Abuse || Drug Abuse, Prescription || Drug Addiction || Drug Dependence || Drug Habituation || Drug Use Disorder || Drug Use Disorders || Habituation, Drug || Organic Mental Disorders, Substance Induced || Organic Mental Disorders, Substance-Induced || Prescription Drug Abuse || Related Disorder, Substance || Related Disorders, Substance || Substance Abuse || Substance Abuses || Substance Addiction || Substance Dependence || Substance Related Disorder || Substance Use || Substance Use Disorder || Substance Use Disorders || Substance Uses || Substance-Related Disorders || Use, Substance",39,C25.775 || F03.900,1,1,0,1,True
D019973,Alcohol-Related Disorders,Alcohol-Related Disorders,"Alcohol Problem || Alcohol Problems || Alcohol Related Disorders || Alcohol-Related Disorder || Alcohol-Related Disorders || Disorder, Alcohol-Related",6,C25.775.100 || F03.900.100,1,1,0,1,True
D020177,Idiopathic Hypersomnia,Idiopathic Hypersomnia,"CNS Hypersomnolence, Idiopathic || CNS Hypersomnolences, Idiopathic || Hypersomnia, Idiopathic || Hypersomnias, Idiopathic || Hypersomnolence, CNS, Idiopathic || Hypersomnolence, Idiopathic || Hypersomnolence, Idiopathic CNS || Hypersomnolences, Idiopathic || Hypersomnolences, Idiopathic CNS || Idiopathic CNS Hypersomnolence || Idiopathic CNS Hypersomnolences || Idiopathic Central Nervous System Hypersomnolence || Idiopathic Hypersomnia || Idiopathic Hypersomnias || Idiopathic Hypersomnolence || Idiopathic Hypersomnolences || Inertia, Sleep || Inertias, Sleep || Sleep Inertia || Sleep Inertias",20,C10.886.425.800.200.400 || F03.870.400.800.200.400,1,1,0,1,True
D020178,"Sleep Disorders, Circadian Rhythm","Sleep Disorders, Circadian Rhythm","Advanced Sleep Phase Syndrome || Circadian Rhythm Sleep Disorder || Circadian Rhythm Sleep Disorders || Delayed Sleep Phase Syndrome || Delayed Sleep-Phase Syndrome || Delayed Sleep-Phase Syndromes || Disturbed Nyctohemeral Rhythm || Disturbed Nyctohemeral Rhythms || Non 24 Hour Sleep Wake Disorder || Non-24 Hour Sleep-Wake Disorder || Nonorganic Sleep Wake Cycle Disorder || Nonorganic Sleep Wake Cycle Disorders || Nyctohemeral Rhythm, Disturbed || Nyctohemeral Rhythms, Disturbed || Shift Work Sleep Disorder || Shift-Work Sleep Disorder || Shift-Work Sleep Disorders || Sleep Disorder, Shift Work || Sleep Disorder, Shift-Work || Sleep Disorders, Circadian Rhythm || Sleep Disorders, Shift-Work || Sleep Wake Cycle Disorder || Sleep Wake Cycle Disorders || Sleep Wake Disorder, Non 24 Hour || Sleep Wake Schedule Disorder || Sleep Wake Schedule Disorders || Sleep-Wake Cycle Disorder || Sleep-Wake Cycle Disorders || Sleep-Wake Disorder, Non-24 Hour || Sleep-Wake Schedule Disorder || Sleep-Wake Schedule Disorders",31,C10.281.800 || C10.886.425.200 || C24.900 || F03.870.400.200,1,1,1,0,True
D020246,Venous Thrombosis,Venous Thrombosis,"Deep Vein Thromboses || Deep Vein Thrombosis || Deep Venous Thromboses || Deep Venous Thrombosis || Deep-Vein Thromboses || Deep-Vein Thrombosis || Deep-Venous Thromboses || Deep-Venous Thrombosis || Phlebothromboses || Phlebothrombosis || Thromboses, Deep Vein || Thromboses, Deep Venous || Thromboses, Deep-Vein || Thromboses, Deep-Venous || Thromboses, Venous || Thrombosis, Deep Vein || Thrombosis, Deep Venous || Thrombosis, Deep-Vein || Thrombosis, Deep-Venous || Thrombosis, Venous || Vein Thromboses, Deep || Vein Thrombosis, Deep || Venous Thromboses || Venous Thromboses, Deep || Venous Thrombosis || Venous Thrombosis, Deep",26,C14.907.355.830.925,4,4,2,2,True
D020521,Stroke,Stroke,"Acute Cerebrovascular Accident || Acute Cerebrovascular Accidents || Acute Stroke || Acute Strokes || Apoplexy || Apoplexy, Cerebrovascular || Brain Vascular Accident || Brain Vascular Accidents || CVA (Cerebrovascular Accident) || CVAs (Cerebrovascular Accident) || Cerebral Stroke || Cerebral Strokes || Cerebrovascular Accident || Cerebrovascular Accident, Acute || Cerebrovascular Accidents || Cerebrovascular Accidents, Acute || Cerebrovascular Apoplexy || Cerebrovascular Stroke || Cerebrovascular Strokes || Stroke || Stroke, Acute || Stroke, Cerebral || Stroke, Cerebrovascular || Strokes || Strokes, Acute || Strokes, Cerebral || Strokes, Cerebrovascular || Vascular Accident, Brain || Vascular Accidents, Brain",29,C10.228.140.300.775 || C14.907.253.855,3,3,0,3,True
