indication_mesh_id,indication_mesh_term,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,candidate_1_id,candidate_1_description,candidate_1_pops_pass_qc,candidate_1_score,candidate_1_matched_mesh_term,candidate_2_id,candidate_2_description,candidate_2_pops_pass_qc,candidate_2_score,candidate_2_matched_mesh_term,candidate_3_id,candidate_3_description,candidate_3_pops_pass_qc,candidate_3_score,candidate_3_matched_mesh_term,candidate_4_id,candidate_4_description,candidate_4_pops_pass_qc,candidate_4_score,candidate_4_matched_mesh_term,candidate_5_id,candidate_5_description,candidate_5_pops_pass_qc,candidate_5_score,candidate_5_matched_mesh_term,selected_panukb_phenotype_id,mapping_decision,mapping_rationale,reviewer_notes
D005168,Factor VII Deficiency,Factor VII Deficiency,1,1,0,1,phecode|401|both_sexes||,Hypertension,"CSA,EUR",7.5,Hypoproconvertinemia,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",6.923076923076923,Hypoproconvertinemias,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",6.666666666666666,"Deficiency, Factor Seven",phecode|418|both_sexes||,Nonspecific chest pain,"CSA,EUR",6.666666666666666,"Deficiencies, Factor VII",phecode|459|both_sexes||,Other disorders of circulatory system,"CSA,EUR",6.5,"Deficiency, Factor Seven",,,,
D005173,Factor XI Deficiency,Factor XI Deficiency,1,1,1,0,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",7.692307692307692,Rosenthal Syndrome,phecode|418|both_sexes||,Nonspecific chest pain,"CSA,EUR",6.818181818181818,"Deficiencies, Factor XI",phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",6.75,Rosenthal Syndrome,phecode|454.1|both_sexes||,Varicose veins of lower extremity,"AFR,EUR",6.545454545454545,"Deficiencies, Factor XI",icd10|K42|both_sexes||,K42 Umbilical hernia,"CSA,EUR",6.428571428571428,Hemophilia C,,,,
D042882,Gallstones,Gallstones,1,1,0,1,phecode|594|both_sexes||,Urinary calculus,"CSA,EUR",10.645161290322582,Biliary Calculi,phecode|558|both_sexes||,Noninfectious gastroenteritis,"CSA,EUR",8.035714285714285,Common Bile Duct Gallstones,phecode|594.1|both_sexes||,Calculus of kidney,"CSA,EUR",7.777777777777778,Gallstone,icd10|K42|both_sexes||,K42 Umbilical hernia,"CSA,EUR",7.741935483870968,Biliary Calculi,phecode|550.4|both_sexes||,Umbilical hernia,"CSA,EUR",7.741935483870968,Biliary Calculi,,,,
D005909,Glioblastoma,Glioblastoma,1,1,0,1,icd10|J45|both_sexes||,J45 Asthma,"CSA,EUR,MID",8.333333333333334,Glioblastoma,phecode|250|both_sexes||,Diabetes mellitus,"CSA,EUR",6.75,Giant Cell Glioblastoma,phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",6.666666666666666,Grade IV Astrocytomas,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",6.666666666666666,Glioblastomas,icd10|E66|both_sexes||,E66 Obesity,"EUR,MID",6.315789473684211,Glioblastoma,,,,
D006177,Gynecomastia,Gynecomastia,1,1,0,1,phecode|835|both_sexes||,Internal derangement of knee,"EUR,MID",7.647058823529411,"Enlargement, Male Breast",phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",6.818181818181818,"Enlargement, Male Breast",icd10|K44|both_sexes||,K44 Diaphragmatic hernia,"EUR,MID",6.75,"Gynecomastia, Newborn",phecode|550.2|both_sexes||,Diaphragmatic hernia,"CSA,EUR,MID",6.75,"Gynecomastia, Newborn",icd10|J45|both_sexes||,J45 Asthma,"CSA,EUR,MID",6.666666666666666,Gynecomastia,,,,
D006333,Heart Failure,Heart Failure,1,1,0,1,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",48.107142857142854,Heart Failure,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",44.95454545454545,Heart Failure,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",43.92622950819672,Heart Failure,icd10|Z95|both_sexes||,Z95 Presence of cardiac and vascular implants and grafts,"CSA,EUR",42.36318407960199,Cardiac Failure,phecode|401|both_sexes||,Hypertension,"CSA,EUR",9.375,Heart Decompensation,,,,
D019337,Hematologic Neoplasms,Hematologic Neoplasms,1,1,0,1,icd10|K42|both_sexes||,K42 Umbilical hernia,"CSA,EUR",7.105263157894736,Hematological Neoplasm,phecode|550.4|both_sexes||,Umbilical hernia,"CSA,EUR",7.105263157894736,Hematological Neoplasm,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",6.818181818181818,Hematological Neoplasm,icd10|K44|both_sexes||,K44 Diaphragmatic hernia,"EUR,MID",6.75,Hematologic Neoplasm,phecode|550.2|both_sexes||,Diaphragmatic hernia,"CSA,EUR,MID",6.75,Hematologic Neoplasm,,,,
D006432,Hemochromatosis,Hemochromatosis,1,1,0,1,phecode|250.2|both_sexes||,Type 2 diabetes,"CSA,EUR",54.166666666666664,Bronze Diabetes,phecode|250|both_sexes||,Diabetes mellitus,"CSA,EUR",53.541666666666664,"Diabetes, Bronze",icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",50.979729729729726,Iron Storage Disorders,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",50.979729729729726,Iron Storage Disorders,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",50.535714285714285,Iron Storage Disorder,,,,
D006712,Homocystinuria,Homocystinuria,1,1,0,1,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",32.84313725490196,Cystathionine beta Synthase Deficiency Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",28.80681818181818,Cystathionine beta Synthase Deficiency Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",27.84018987341772,Cystathionine beta Synthase Deficiency Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",26.68882978723404,"Deficiency Disease, Cystathionine beta Synthase",icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",26.355337078651687,Cystathionine beta Synthase Deficiency Disease,,,,
D006934,Hypercalcemia,Hypercalcemia,1,1,1,0,phecode|401|both_sexes||,Hypertension,"CSA,EUR",8.4,Hypercalcemia,phecode|785|both_sexes||,Abdominal pain,"CSA,EUR",7.0588235294117645,"Syndrome, Milk-Alkali",icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",6.428571428571428,Hypercalcemias,phecode|574.1|both_sexes||,Cholelithiasis,"EAS,EUR",6.428571428571428,Hypercalcemias,phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",6.315789473684211,Hypercalcemias,,,,
D008072,Hyperlipoproteinemia Type I,Hyperlipoproteinemia Type I,1,1,1,0,phecode|250.2|both_sexes||,Type 2 diabetes,"CSA,EUR",51.143410852713174,Type I Hyperlipoproteinemias,phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",50.306603773584904,Essential Familial Hyperlipemia,icd10|K42|both_sexes||,K42 Umbilical hernia,"CSA,EUR",9.0,Familial Chylomicronemia,phecode|550.4|both_sexes||,Umbilical hernia,"CSA,EUR",9.0,Familial Chylomicronemia,phecode|550|both_sexes||,Abdominal hernia,"EAS,EUR",8.25,Familial Chylomicronemia,,,,
D049950,"Hyperparathyroidism, Primary","Hyperparathyroidism, Primary",1,1,1,0,phecode|716.9|both_sexes||,Arthropathy NOS,"EAS,EUR",7.142857142857142,Primary Hyperparathyroidism,phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",7.0588235294117645,Primary Hyperparathyroidism,icd10|Z86|both_sexes||,Z86 Personal history of certain other diseases,"EUR,MID",6.857142857142857,Primary Hyperparathyroidisms,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",6.585365853658536,"Hyperparathyroidism, Primary",phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",6.521739130434782,"Hyperparathyroidism, Primary",,,,
D006962,"Hyperparathyroidism, Secondary","Hyperparathyroidism, Secondary",1,1,1,0,phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",7.9245283018867925,Secondary Hyperparathyroidism,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",7.674418604651163,Secondary Hyperparathyroidism,phecode|716.2|both_sexes||,Unspecified monoarthritis,"CSA,EAS,EUR,MID",7.222222222222221,Secondary Hyperparathyroidism,icd10|Z86|both_sexes||,Z86 Personal history of certain other diseases,"EUR,MID",7.083333333333333,Secondary Hyperparathyroidisms,phecode|401.1|both_sexes||,Essential hypertension,"CSA,EUR",7.0588235294117645,Secondary Hyperparathyroidism,,,,
D006980,Hyperthyroidism,Hyperthyroidism,1,1,0,1,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",8.88888888888889,Hyperthyroids,phecode|401|both_sexes||,Hypertension,"CSA,EUR",8.75,Hyperthyroid,phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",8.4375,Hyperthyroids,phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",7.659574468085106,Primary Hyperthyroidism,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",7.241379310344828,Hyperthyroidism,,,,
D052456,Hypoalphalipoproteinemias,Hypoalphalipoproteinemias,1,1,0,1,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",34.46428571428571,HDL Lipoprotein Deficiency Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",29.096153846153847,HDL Lipoprotein Deficiency Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",28.6525974025974,HDL Lipoprotein Deficiency Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",27.835365853658537,HDL Lipoprotein Deficiency Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",27.518656716417908,HDL Lipoprotein Deficiency Disease,,,,
D006996,Hypocalcemia,Hypocalcemia,1,1,0,1,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",7.777777777777778,Hypocalcemias,phecode|574.1|both_sexes||,Cholelithiasis,"EAS,EUR",7.777777777777778,Hypocalcemias,icd10|K42|both_sexes||,K42 Umbilical hernia,"CSA,EUR",6.428571428571428,Hypocalcemia,phecode|250.2|both_sexes||,Type 2 diabetes,"CSA,EUR",6.428571428571428,Hypocalcemias,phecode|550|both_sexes||,Abdominal hernia,"EAS,EUR",6.428571428571428,Hypocalcemia,,,,
D007014,Hypophosphatasia,Hypophosphatasia,1,1,1,0,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",6.774193548387097,Hypophosphatasias,phecode|574.1|both_sexes||,Cholelithiasis,"EAS,EUR",6.774193548387097,Hypophosphatasias,phecode|401|both_sexes||,Hypertension,"CSA,EUR",6.428571428571428,Hypophosphatasia,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",5.806451612903226,Hypophosphatasias,phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",5.142857142857143,Hypophosphatasia,,,,
D017674,Hypophosphatemia,Hypophosphatemia,1,1,0,1,phecode|401|both_sexes||,Hypertension,"CSA,EUR",6.428571428571428,Hypophosphatemia,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",6.25,Hypophosphatemias,icd10|K44|both_sexes||,K44 Diaphragmatic hernia,"EUR,MID",5.833333333333333,Hypophosphatemia,phecode|550.2|both_sexes||,Diaphragmatic hernia,"CSA,EUR,MID",5.833333333333333,Hypophosphatemia,phecode|716|both_sexes||,Other arthropathies,"EAS,EUR",5.833333333333333,Hypophosphatemias,,,,
D007037,Hypothyroidism,Hypothyroidism,1,1,1,0,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",8.68421052631579,Secondary Hypothyroidism,phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",8.125,Secondary Hypothyroidism,phecode|716.2|both_sexes||,Unspecified monoarthritis,"CSA,EAS,EUR,MID",7.959183673469388,Secondary Hypothyroidism,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",7.5,Hypothyroidism,phecode|574.1|both_sexes||,Cholelithiasis,"EAS,EUR",7.5,Hypothyroidism,,,,
D020177,Idiopathic Hypersomnia,Idiopathic Hypersomnia,1,1,0,1,phecode|327.3|both_sexes||,Sleep apnea,"CSA,EUR",55.416666666666664,Sleep Inertia,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",54.51149425287356,Sleep Inertias,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",54.51149425287356,Sleep Inertias,phecode|459|both_sexes||,Other disorders of circulatory system,"CSA,EUR",31.201550387596896,Idiopathic Central Nervous System Hypersomnolence,icd10|R19|both_sexes||,R19 Other symptoms and signs involving the digestive system and abdomen,"EUR,MID",21.155172413793103,Idiopathic Central Nervous System Hypersomnolence,,,,
D055623,"Keratosis, Actinic","Keratosis, Actinic",1,1,0,1,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",7.7142857142857135,Actinic Keratosis,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",7.692307692307692,Actinic Keratoses,icd10|R07|both_sexes||,R07 Pain in throat and chest,"CSA,EUR",7.317073170731707,Actinic Keratoses,icd10|M16|both_sexes||,M16 Coxarthrosis [arthrosis of hip],"CSA,EUR",7.173913043478261,"Keratosis, Actinic",icd10|M17|both_sexes||,M17 Gonarthrosis [arthrosis of knee],"EUR,MID",7.0212765957446805,"Keratosis, Actinic",,,,
D007863,Lecithin Cholesterol Acyltransferase Deficiency,Lecithin Cholesterol Acyltransferase Deficiency,1,1,0,1,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",48.964285714285715,Norum Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",46.67391304347826,Norum Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",46.464285714285715,Norum Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",46.31818181818182,Norum Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",44.41803278688525,Norum Disease,,,,
D007889,Leiomyoma,Leiomyoma,1,1,1,0,phecode|550|both_sexes||,Abdominal hernia,"EAS,EUR",7.741935483870968,"Fibroma, Uterine",icd10|F32|both_sexes||,F32 Depressive episode,"CSA,EUR",7.272727272727273,Uterine Fibroid,phecode|496.21|both_sexes||,Obstructive chronic bronchitis,"CSA,EUR",7.173913043478261,Uterine Fibroids,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",7.0588235294117645,Uterine Fibroids,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",7.0,Uterine Fibroids,,,,
D007890,Leiomyosarcoma,Leiomyosarcoma,1,1,0,1,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",6.206896551724138,Leiomyosarcomas,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",6.122448979591837,Epithelioid Leiomyosarcomas,phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",6.0,"Leiomyosarcoma, Epithelioid",icd10|M16|both_sexes||,M16 Coxarthrosis [arthrosis of hip],"CSA,EUR",5.88235294117647,"Leiomyosarcomas, Myxoid",icd10|K44|both_sexes||,K44 Diaphragmatic hernia,"EUR,MID",5.869565217391305,"Leiomyosarcoma, Epithelioid",,,,
D015451,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",1,1,1,0,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",49.82142857142857,Chronic B-Cell Leukemias,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",36.29310344827586,Chronic Lymphatic Leukemias,phecode|496.21|both_sexes||,Obstructive chronic bronchitis,"CSA,EUR",35.666666666666664,"Leukemia, Chronic B-Lymphocytic",icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",34.58333333333333,Chronic Lymphocytic Leukemias,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",33.986486486486484,Chronic Lymphatic Leukemia,,,,
D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive","Leukemia, Myelogenous, Chronic, BCR-ABL Positive",1,1,0,1,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",50.0,Chronic Granulocytic Leukemias,phecode|496.21|both_sexes||,Obstructive chronic bronchitis,"CSA,EUR",36.293785310734464,"Leukemia, Chronic Granulocytic",icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",35.635593220338976,Chronic Myelocytic Leukemias,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",34.68309859154929,Chronic Myelocytic Leukemias,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",33.9,Chronic Myelocytic Leukemia,,,,
D007970,Leukopenia,Leukopenia,1,1,1,0,phecode|327.3|both_sexes||,Sleep apnea,"CSA,EUR",7.142857142857142,Leukopenia,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",6.206896551724138,Leukocytopenias,phecode|574.1|both_sexes||,Cholelithiasis,"EAS,EUR",6.206896551724138,Leukocytopenias,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",6.206896551724138,Leukocytopenias,phecode|250.2|both_sexes||,Type 2 diabetes,"CSA,EUR",6.0,Leukocytopenias,,,,
D008103,Liver Cirrhosis,Liver Cirrhosis,1,1,0,1,phecode|740|both_sexes||,Osteoarthrosis,"EUR,MID",7.5,Liver Fibrosis,phecode|418|both_sexes||,Nonspecific chest pain,"CSA,EUR",6.923076923076923,"Cirrhosis, Hepatic",phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",6.857142857142857,Hepatic Cirrhosis,phecode|496.21|both_sexes||,Obstructive chronic bronchitis,"CSA,EUR",6.818181818181818,Liver Fibrosis,phecode|716.9|both_sexes||,Arthropathy NOS,"EAS,EUR",6.5625,Hepatic Cirrhosis,,,,
D008105,"Liver Cirrhosis, Biliary","Liver Cirrhosis, Biliary",1,1,0,1,phecode|496.2|both_sexes||,Chronic bronchitis,"CSA,EUR",45.59375,"Cholangitis, Chronic Nonsuppurative Destructive",phecode|496.21|both_sexes||,Obstructive chronic bronchitis,"CSA,EUR",38.14035087719298,Obstructive Liver Cirrhosis,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",34.785714285714285,"Liver Cirrhosis, Obstructive",icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",27.483766233766232,"Cholangitis, Chronic Nonsuppurative Destructive",phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",26.356382978723403,"Cholangitis, Chronic Nonsuppurative Destructive",,,,
D008175,Lung Neoplasms,Lung Neoplasms,1,1,0,1,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",46.0,"Cancers, Pulmonary",phecode|594|both_sexes||,Urinary calculus,"CSA,EUR",9.090909090909092,Pulmonary Cancers,phecode|411.4|both_sexes||,Coronary atherosclerosis,"CSA,EUR",7.674418604651163,Pulmonary Neoplasms,phecode|594.1|both_sexes||,Calculus of kidney,"CSA,EUR",7.5,Cancer of Lung,icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,"CSA,EUR",7.199999999999999,Lung Cancer,,,,
D008223,Lymphoma,Lymphoma,1,1,0,1,icd10|J45|both_sexes||,J45 Asthma,"CSA,EUR,MID",7.142857142857142,Germinoblastoma,phecode|785|both_sexes||,Abdominal pain,"CSA,EUR",6.666666666666666,"Sarcoma, Germinoblastic",phecode|716.9|both_sexes||,Arthropathy NOS,"EAS,EUR",6.486486486486487,"Sarcoma, Germinoblastic",icd10|I83|both_sexes||,I83 Varicose veins of lower extremities,"AFR,EUR",6.206896551724138,"Sarcomas, Germinoblastic",phecode|594|both_sexes||,Urinary calculus,"CSA,EUR",6.153846153846153,Germinoblastic Sarcomas,,,,
D008224,"Lymphoma, Follicular","Lymphoma, Follicular",1,1,0,1,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",36.153846153846146,Brill Symmers Disease,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",34.945736434108525,Brill Symmers Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",34.166666666666664,Brill Symmers Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",32.65625,Brill Symmers Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",32.28260869565217,Brill Symmers Disease,,,,
D008527,Medulloblastoma,Medulloblastoma,1,1,0,1,icd10|J45|both_sexes||,J45 Asthma,"CSA,EUR,MID",7.142857142857142,Medulloblastoma,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",6.6,"Medulloblastomas, Desmoplastic",phecode|250|both_sexes||,Diabetes mellitus,"CSA,EUR",6.315789473684211,Adult Medulloblastoma,phecode|272|both_sexes||,Disorders of lipoid metabolism,"CSA,EUR",6.206896551724138,Desmoplastic Medulloblastoma,phecode|418|both_sexes||,Nonspecific chest pain,"CSA,EUR",6.122448979591837,Melanocytic Medulloblastoma,,,,
D008659,Metabolic Diseases,Metabolic Diseases,1,1,0,1,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",52.628205128205124,"Diseases, Metabolic",phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",49.71153846153846,Metabolic Disease,phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases","EUR,MID",46.59090909090909,Metabolic Diseases,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",46.375,Metabolic Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",46.1,Metabolic Disease,,,,
D009196,Myeloproliferative Disorders,Myeloproliferative Disorders,1,1,0,1,icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",52.53875968992248,Myeloproliferative Disorders,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",52.53875968992248,Myeloproliferative Disorders,phecode|306|both_sexes||,Other mental disorder,"EAS,EUR",52.291666666666664,Myeloproliferative Disorder,phecode|317|both_sexes||,Alcohol-related disorders,"AFR,EUR",49.740566037735846,Myeloproliferative Disorders,phecode|272|both_sexes||,Disorders of lipoid metabolism,"CSA,EUR",49.008620689655174,"Disorders, Myeloproliferative",,,,
D009223,Myotonic Dystrophy,Myotonic Dystrophy,1,1,0,1,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",52.30263157894737,Steinert Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",48.43617021276596,Steinert Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",47.45918367346939,Steinert Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",46.110169491525426,Steinert Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",46.0625,Steinert Disease,,,,
D009303,Nasopharyngeal Neoplasms,Nasopharyngeal Neoplasms,1,1,0,1,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",8.035714285714285,Nasopharyngeal Neoplasm,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",7.857142857142858,Cancer of Nasopharynx,phecode|594|both_sexes||,Urinary calculus,"CSA,EUR",7.7142857142857135,Nasopharynx Cancers,phecode|716.9|both_sexes||,Arthropathy NOS,"EAS,EUR",7.7142857142857135,Nasopharynx Neoplasm,phecode|594.1|both_sexes||,Calculus of kidney,"CSA,EUR",6.923076923076923,Cancer of Nasopharynx,,,,
D018307,"Neoplasms, Squamous Cell","Neoplasms, Squamous Cell",1,1,0,1,phecode|530|both_sexes||,Diseases of esophagus,"EUR,MID",6.428571428571428,"Cell Cancers, Squamous",phecode|250|both_sexes||,Diabetes mellitus,"CSA,EUR",6.315789473684211,"Cancers, Squamous Cell",phecode|594.1|both_sexes||,Calculus of kidney,"CSA,EUR",6.315789473684211,"Cancer, Squamous Cell",icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,"CSA,EUR",6.122448979591837,Squamous Cell Cancer,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",5.88235294117647,"Cancer, Squamous Cell",,,,
D009437,Neuralgia,Neuralgia,1,1,0,1,phecode|760|both_sexes||,Back pain,"CSA,EUR",52.56666666666666,Neuropathic Pain,phecode|785|both_sexes||,Abdominal pain,"CSA,EUR",51.666666666666664,Nerve Pain,icd10|R07|both_sexes||,R07 Pain in throat and chest,"CSA,EUR",49.5,"Pain, Neuropathic",phecode|418|both_sexes||,Nonspecific chest pain,"CSA,EUR",48.75,Nerve Pain,phecode|716.9|both_sexes||,Arthropathy NOS,"EAS,EUR",8.4375,Neuropathic Pains,,,,
D018242,"Neuroectodermal Tumors, Primitive","Neuroectodermal Tumors, Primitive",1,1,0,1,icd10|K80|both_sexes||,K80 Cholelithiasis,"EAS,EUR",7.272727272727273,Medulloepitheliomas,phecode|574.1|both_sexes||,Cholelithiasis,"EAS,EUR",7.272727272727273,Medulloepitheliomas,icd10|J45|both_sexes||,J45 Asthma,"CSA,EUR,MID",7.142857142857142,Spongioblastoma,icd10|Z72|both_sexes||,Z72 Problems related to lifestyle,"AFR,EUR",6.5,"Neuroepithelial Tumor, Primitive",phecode|716.2|both_sexes||,Unspecified monoarthritis,"CSA,EAS,EUR,MID",6.428571428571428,"Neuroectodermal Tumor, Primitive",,,,
D065626,Non-alcoholic Fatty Liver Disease,Non-alcoholic Fatty Liver Disease,1,1,0,1,phecode|411|both_sexes||,Ischemic Heart Disease,"CSA,EUR",35.83333333333333,Nonalcoholic Fatty Liver Disease,icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,"CSA,EUR",28.392857142857142,Nonalcoholic Fatty Liver Disease,icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,"CSA,EUR",28.125,Non alcoholic Fatty Liver Disease,phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified","CSA,EAS,EUR",26.875,Nonalcoholic Fatty Liver Disease,icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,"EUR,MID",26.78846153846154,Nonalcoholic Fatty Liver Disease,,,,
D009293,Opioid-Related Disorders,Opioid-Related Disorders,1,1,1,0,phecode|317|both_sexes||,Alcohol-related disorders,"AFR,EUR",73.078231292517,Opioid Related Disorders,phecode|318|both_sexes||,Tobacco use disorder,"EAS,EUR",72.37179487179486,Opioid Use Disorder,icd10|F17|both_sexes||,F17 Mental and behavioural disorders due to use of tobacco,"EAS,EUR",57.836757990867575,"Disorder, Opioid Use",icd10|G47|both_sexes||,G47 Sleep disorders,"CSA,EUR",50.67857142857143,Opioid Use Disorders,phecode|327|both_sexes||,Sleep disorders,"CSA,EUR",50.67857142857143,Opioid Use Disorders,,,,
