ti_uid	indication_association_similarity	target	indication_mesh_id	indication_mesh_term	historical_max_phase	active_max_phase	combined_max_phase	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	assoc_share	assoc_rank	source_name	abs_beta	abs_or	areas	genetic_insight	target_status	ab_tractable	sm_tractable	rhodop_gpcr	nuclear_receptor	enzyme	ion_channel	kinase
IL10RA-D003093	0.882	IL10RA	D003093	Colitis, Ulcerative		Phase II	Phase II	TRUE	TRUE			FALSE		D015212	Inflammatory Bowel Diseases	OMIM		Inflammatory bowel disease 28, early onset, autosomal recessive, 613148 (3), Autosomal recessive	https://omim.org/entry/146933									OMIM			digestive	both	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL10RA-D003424	0.899	IL10RA	D003424	Crohn Disease	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D015212	Inflammatory Bowel Diseases	OMIM		Inflammatory bowel disease 28, early onset, autosomal recessive, 613148 (3), Autosomal recessive	https://omim.org/entry/146933									OMIM			digestive	both	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL10RA-D003922	0.223	IL10RA	D003922	Diabetes Mellitus, Type 1		Phase I	Phase I	TRUE				FALSE		D015212	Inflammatory Bowel Diseases	OMIM		Inflammatory bowel disease 28, early onset, autosomal recessive, 613148 (3), Autosomal recessive	https://omim.org/entry/146933									OMIM			metabolic, endocrine, immune	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL10RA-D007249	0.22	IL10RA	D007249	Inflammation	Preclinical		Preclinical	FALSE				FALSE		D015212	Inflammatory Bowel Diseases	OMIM		Inflammatory bowel disease 28, early onset, autosomal recessive, 613148 (3), Autosomal recessive	https://omim.org/entry/146933									OMIM			signs/symptoms	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL10RA-D009103	0.216	IL10RA	D009103	Multiple Sclerosis	Preclinical		Preclinical	FALSE				FALSE		D015212	Inflammatory Bowel Diseases	OMIM		Inflammatory bowel disease 28, early onset, autosomal recessive, 613148 (3), Autosomal recessive	https://omim.org/entry/146933									OMIM			neurology, immune	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL10RA-D009437	0.201	IL10RA	D009437	Neuralgia	Preclinical		Preclinical	FALSE				FALSE		D015212	Inflammatory Bowel Diseases	OMIM		Inflammatory bowel disease 28, early onset, autosomal recessive, 613148 (3), Autosomal recessive	https://omim.org/entry/146933									OMIM			neurology, signs/symptoms	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL10RA-D015179	0.611	IL10RA	D015179	Colorectal Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D015212	Inflammatory Bowel Diseases	OMIM		Inflammatory bowel disease 28, early onset, autosomal recessive, 613148 (3), Autosomal recessive	https://omim.org/entry/146933									OMIM			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL10RA-D015212	1	IL10RA	D015212	Inflammatory Bowel Diseases	Preclinical		Preclinical	FALSE				FALSE		D015212	Inflammatory Bowel Diseases	OMIM		Inflammatory bowel disease 28, early onset, autosomal recessive, 613148 (3), Autosomal recessive	https://omim.org/entry/146933									OMIM			digestive	both	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL11RA-D001778	0.268	IL11RA	D001778	Blood Coagulation Disorders	Preclinical		Preclinical	FALSE				FALSE		D007249	Inflammation	PICCOLO	Mono	ctack_levels	https://www.ncbi.nlm.nih.gov/pubmed/27989323	2016	6.28e-7	0.998608						GWAS			hematology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL11RA-D003093	0.211	IL11RA	D003093	Colitis, Ulcerative	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D007249	Inflammation	PICCOLO	Mono	ctack_levels	https://www.ncbi.nlm.nih.gov/pubmed/27989323	2016	6.28e-7	0.998608						GWAS			digestive	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL11RA-D003424	0.215	IL11RA	D003424	Crohn Disease	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D007249	Inflammation	PICCOLO	Mono	ctack_levels	https://www.ncbi.nlm.nih.gov/pubmed/27989323	2016	6.28e-7	0.998608						GWAS			digestive	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL11RA-D009369	0.273	IL11RA	D009369	Neoplasms		Preclinical	Preclinical					FALSE		D007249	Inflammation	PICCOLO	Mono	ctack_levels	https://www.ncbi.nlm.nih.gov/pubmed/27989323	2016	6.28e-7	0.998608						GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL11RA-D011471	0.214	IL11RA	D011471	Prostatic Neoplasms	Phase I		Phase I	TRUE	FALSE			FALSE		D007249	Inflammation	PICCOLO	Mono	ctack_levels	https://www.ncbi.nlm.nih.gov/pubmed/27989323	2016	6.28e-7	0.998608						GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL11RA-D013921	0.217	IL11RA	D013921	Thrombocytopenia	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE	2005	D007249	Inflammation	PICCOLO	Mono	ctack_levels	https://www.ncbi.nlm.nih.gov/pubmed/27989323	2016	6.28e-7	0.998608						GWAS			hematology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL11RA-D054990	0.207	IL11RA	D054990	Idiopathic Pulmonary Fibrosis	Preclinical		Preclinical	FALSE				FALSE		D007249	Inflammation	PICCOLO	Mono	ctack_levels	https://www.ncbi.nlm.nih.gov/pubmed/27989323	2016	6.28e-7	0.998608						GWAS			respiratory	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL11RA-D065626	0.198	IL11RA	D065626	Non-alcoholic Fatty Liver Disease	Preclinical		Preclinical	FALSE				FALSE		D007249	Inflammation	PICCOLO	Mono	ctack_levels	https://www.ncbi.nlm.nih.gov/pubmed/27989323	2016	6.28e-7	0.998608						GWAS			digestive	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D001168	0.424	IL12A	D001168	Arthritis	Preclinical		Preclinical	FALSE				FALSE		D012859	Sjogren's Syndrome	OTG		Sjögren's syndrome	https://genetics.opentargets.org/study/GCST004878	2013			0.529847834568865	0.87	1	0.87	1	GWAS		1.3000000000000003	musculoskeletal	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D001172	0.803	IL12A	D001172	Arthritis, Rheumatoid	Preclinical		Preclinical	FALSE				FALSE		D012859	Sjogren's Syndrome	OTG		Sjögren's syndrome	https://genetics.opentargets.org/study/GCST004878	2013			0.529847834568865	0.87	1	0.87	1	GWAS		1.3000000000000003	musculoskeletal, dermatology, immune	gwas	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D001327	0.686	IL12A	D001327	Autoimmune Diseases		Preclinical	Preclinical					FALSE		D009103	Multiple Sclerosis	OTG		Multiple sclerosis	https://genetics.opentargets.org/study/GCST005531	2013			0.43234644851318	0.69	1	0.69	1	GWAS		1.106	immune	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D001749	0.216	IL12A	D001749	Urinary Bladder Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D001932	0.484	IL12A	D001932	Brain Neoplasms		Preclinical	Preclinical					FALSE		D009103	Multiple Sclerosis	OTG		Multiple sclerosis	https://genetics.opentargets.org/study/GCST005531	2013			0.43234644851318	0.69	1	0.69	1	GWAS		1.106	oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D001943	0.486	IL12A	D001943	Breast Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D001528	Behcet Syndrome	OTG		Behcet's disease	https://genetics.opentargets.org/study/GCST002824	2015			0.124449053668654	0.61	1	0.61	1	GWAS		1.66	oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D002289	0.215	IL12A	D002289	Carcinoma, Non-Small-Cell Lung	Phase I		Phase I	TRUE	FALSE			FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D003922	0.651	IL12A	D003922	Diabetes Mellitus, Type 1	Preclinical		Preclinical	FALSE				FALSE		D009103	Multiple Sclerosis	OTG		Multiple sclerosis	https://genetics.opentargets.org/study/GCST005531	2013			0.43234644851318	0.69	1	0.69	1	GWAS		1.106	metabolic, endocrine, immune	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D005770	0.555	IL12A	D005770	Gastrointestinal Neoplasms		Preclinical	Preclinical					FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D005909	0.215	IL12A	D005909	Glioblastoma		Preclinical	Preclinical					FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D006258	0.231	IL12A	D006258	Head and Neck Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D006509	0.577	IL12A	D006509	Hepatitis B	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D008105	Liver Cirrhosis, Biliary	OTG		Primary biliary cirrhosis	https://genetics.opentargets.org/study/GCST005581	2012			0.153726304855882	0.66	1	0.66	1	GWAS		1.32	infection, digestive	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D007154	0.505	IL12A	D007154	Immune System Diseases	Preclinical		Preclinical	FALSE				FALSE		D009103	Multiple Sclerosis	OTG		Multiple sclerosis	https://genetics.opentargets.org/study/GCST005531	2013			0.43234644851318	0.69	1	0.69	1	GWAS		1.106	immune	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D007239	0.284	IL12A	D007239	Infections	Preclinical		Preclinical	FALSE				FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	infection	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D007680	0.223	IL12A	D007680	Kidney Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D008175	0.229	IL12A	D008175	Lung Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D008527	0.21	IL12A	D008527	Medulloblastoma		Preclinical	Preclinical					FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D008545	0.23	IL12A	D008545	Melanoma	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D009101	0.471	IL12A	D009101	Multiple Myeloma		Preclinical	Preclinical					FALSE		D001528	Behcet Syndrome	OTG		Behcet's disease	https://genetics.opentargets.org/study/GCST002824	2015			0.124449053668654	0.61	1	0.61	1	GWAS		1.66	oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D009103	1	IL12A	D009103	Multiple Sclerosis	Preclinical		Preclinical	FALSE				FALSE		D009103	Multiple Sclerosis	OTG		Multiple sclerosis	https://genetics.opentargets.org/study/GCST005531	2013			0.43234644851318	0.69	1	0.69	1	GWAS		1.106	neurology, immune	both	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D009190	0.454	IL12A	D009190	Myelodysplastic Syndromes	Preclinical		Preclinical	FALSE				FALSE		D004802	Eosinophilia	OTG		Eosinophil counts	https://genetics.opentargets.org/study/GCST007065	2018			0.117314441700247	0.59	1	0.59	1	GWAS			hematology	omim/tcga	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D009369	0.285	IL12A	D009369	Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D010051	0.22	IL12A	D010051	Ovarian Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D010190	0.488	IL12A	D010190	Pancreatic Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D010534	0.461	IL12A	D010534	Peritoneal Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	omim/tcga	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D011471	0.22	IL12A	D011471	Prostatic Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D011565	0.474	IL12A	D011565	Psoriasis	Preclinical		Preclinical	FALSE				FALSE		D001528	Behcet Syndrome	OTG		Behcet's disease	https://genetics.opentargets.org/study/GCST002824	2015			0.124449053668654	0.61	1	0.61	1	GWAS		1.66	dermatology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D013921	0.437	IL12A	D013921	Thrombocytopenia	Phase I		Phase I	TRUE	FALSE			FALSE		D004802	Eosinophilia	OTG		Eosinophil counts	https://genetics.opentargets.org/study/GCST007065	2018			0.117314441700247	0.59	1	0.59	1	GWAS			hematology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D015179	0.664	IL12A	D015179	Colorectal Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D015212	0.651	IL12A	D015212	Inflammatory Bowel Diseases	Preclinical		Preclinical	FALSE				FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	digestive	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D015470	0.221	IL12A	D015470	Leukemia, Myeloid, Acute	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D008286	Malabsorption Syndromes	OTG		Intestinal malabsorption (non-celiac)	https://genetics.opentargets.org/study/SAIGE_557	2018			0.117410482615464	0.55	1	0.55	1	GWAS		1.32445360393526	oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D016403	0.383	IL12A	D016403	Lymphoma, Large B-Cell, Diffuse	Phase I		Phase I	TRUE	FALSE			FALSE		D004802	Eosinophilia	OTG		Eosinophil counts	https://genetics.opentargets.org/study/GCST007065	2018			0.117314441700247	0.59	1	0.59	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D016410	0.408	IL12A	D016410	Lymphoma, T-Cell, Cutaneous		Phase I	Phase I	TRUE				FALSE		D004802	Eosinophilia	OTG		Eosinophil counts	https://genetics.opentargets.org/study/GCST007065	2018			0.117314441700247	0.59	1	0.59	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D019337	0.431	IL12A	D019337	Hematologic Neoplasms		Preclinical	Preclinical					FALSE		D004802	Eosinophilia	OTG		Eosinophil counts	https://genetics.opentargets.org/study/GCST007065	2018			0.117314441700247	0.59	1	0.59	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12A-D055728	0.412	IL12A	D055728	Primary Myelofibrosis		Preclinical	Preclinical					FALSE		D004802	Eosinophilia	OTG		Eosinophil counts	https://genetics.opentargets.org/study/GCST007065	2018			0.117314441700247	0.59	1	0.59	1	GWAS			hematology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D000224	0.606	IL12B	D000224	Addison Disease	Preclinical		Preclinical	FALSE				FALSE		D001327	Autoimmune Diseases	OTG		Autoimmune traits	https://genetics.opentargets.org/study/GCST007071	2018			0.485625081306101	0.78	1	0.78	1	GWAS			endocrine, immune	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D001168	0.411	IL12B	D001168	Arthritis	Preclinical		Preclinical	FALSE				FALSE		D013167	Spondylitis, Ankylosing	OTG		Ankylosing spondylitis	https://genetics.opentargets.org/study/GCST001149	2011			0.694614682487938	0.76	1	0.76	1	GWAS			musculoskeletal	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D001172	0.682	IL12B	D001172	Arthritis, Rheumatoid	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D001327	Autoimmune Diseases	OTG		Autoimmune traits	https://genetics.opentargets.org/study/GCST007071	2018			0.485625081306101	0.78	1	0.78	1	GWAS			musculoskeletal, dermatology, immune	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D001327	1	IL12B	D001327	Autoimmune Diseases	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D001327	Autoimmune Diseases	OTG		Autoimmune traits	https://genetics.opentargets.org/study/GCST007071	2018			0.485625081306101	0.78	1	0.78	1	GWAS			immune	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D001932	0.484	IL12B	D001932	Brain Neoplasms		Preclinical	Preclinical					FALSE		D009103	Multiple Sclerosis	OTG		Multiple sclerosis	https://genetics.opentargets.org/study/GCST009597	2019			0.470962712745225	0.76	1	0.76	1	GWAS		1.0877999999999999	oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D001943	0.492	IL12B	D001943	Breast Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D017444	Skin Diseases, Papulosquamous	OTG		Papulosquamous disorders	https://genetics.opentargets.org/study/FINNGEN_R6_L12_PAPULOSQUAMOUS	2022			0.0839719444083647	0.72	1	0.72	1	GWAS		1.3261765132688	oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D002289	0.232	IL12B	D002289	Carcinoma, Non-Small-Cell Lung	Phase I		Phase I	TRUE	FALSE			FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	https://omim.org/entry/161561									OMIM			oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D002583	0.235	IL12B	D002583	Uterine Cervical Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	https://omim.org/entry/161561									OMIM			oncology	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D003093	1	IL12B	D003093	Colitis, Ulcerative	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	FALSE		D003093	Colitis, Ulcerative	OTG		Ulcerative colitis	https://genetics.opentargets.org/study/GCST000964	2011			0.347249317206399	0.76	1	0.76	1	GWAS		1.1199999999999999	digestive	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D003424	1	IL12B	D003424	Crohn Disease	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	FALSE	2020	D003424	Crohn Disease	OTG		Second line medication for Crohns disease	https://genetics.opentargets.org/study/FINNGEN_R6_RX_CROHN_2NDLINE	2022			0.0839719444083647	0.71	1	0.71	1	GWAS		1.17468496881387	digestive	both	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D003876	0.696	IL12B	D003876	Dermatitis, Atopic	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D006967	Hypersensitivity	OTG		Inflammatory skin disease [Psoriasis]	https://genetics.opentargets.org/study/GCST002740_4	2015			0.470962712745225	0.76	1	0.76	1	GWAS			congenital, dermatology, immune	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D003882	0.46	IL12B	D003882	Dermatomyositis		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D017444	Skin Diseases, Papulosquamous	OTG		Papulosquamous disorders	https://genetics.opentargets.org/study/FINNGEN_R6_L12_PAPULOSQUAMOUS	2022			0.0839719444083647	0.72	1	0.72	1	GWAS		1.3261765132688	musculoskeletal, neurology, dermatology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D003922	0.716	IL12B	D003922	Diabetes Mellitus, Type 1	Phase I		Phase I	TRUE	FALSE			FALSE		D001327	Autoimmune Diseases	OTG		Autoimmune traits	https://genetics.opentargets.org/study/GCST007071	2018			0.485625081306101	0.78	1	0.78	1	GWAS			metabolic, endocrine, immune	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D005909	0.233	IL12B	D005909	Glioblastoma		Preclinical	Preclinical					FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	https://omim.org/entry/161561									OMIM			oncology	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D006258	0.253	IL12B	D006258	Head and Neck Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	https://omim.org/entry/161561									OMIM			oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D006509	0.47	IL12B	D006509	Hepatitis B	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D015212	Inflammatory Bowel Diseases	OTG		Inflammatory bowel disease [EA]	https://genetics.opentargets.org/study/GCST003043	2015			0.324450799428051	0.82	1	0.82	1	GWAS		1.13569977182033	infection, digestive	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D007154	0.639	IL12B	D007154	Immune System Diseases	Preclinical		Preclinical	FALSE				FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	https://omim.org/entry/161561									OMIM			immune	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D007239	0.489	IL12B	D007239	Infections	Preclinical		Preclinical	FALSE				FALSE		D007918	Leprosy	OTG		Leprosy	https://genetics.opentargets.org/study/GCST002772	2015			0.34812108559499	0.67	1	0.67	1	GWAS		1.25	infection	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
IL12B-D007680	0.243	IL12B	D007680	Kidney Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D014923	Wiskott-Aldrich Syndrome	OMIM		Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	https://omim.org/entry/161561									OMIM			oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
