ti_uid	indication_association_similarity	target	indication_mesh_id	indication_mesh_term	historical_max_phase	active_max_phase	combined_max_phase	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	assoc_share	assoc_rank	source_name	abs_beta	abs_or	areas	genetic_insight	target_status	ab_tractable	sm_tractable	rhodop_gpcr	nuclear_receptor	enzyme	ion_channel	kinase
CLPP-D008228	0.18	CLPP	D008228	Lymphoma, Non-Hodgkin	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D008527	0.169	CLPP	D008527	Medulloblastoma		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D009101	0.174	CLPP	D009101	Multiple Myeloma		Phase II	Phase II	TRUE	TRUE			FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D009190	0.179	CLPP	D009190	Myelodysplastic Syndromes		Phase II	Phase II	TRUE	TRUE			FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			hematology	omim/tcga	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D009369	0.195	CLPP	D009369	Neoplasms	Phase I		Phase I	TRUE	FALSE			FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D010051	0.656	CLPP	D010051	Ovarian Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D010190	0.451	CLPP	D010190	Pancreatic Neoplasms		Preclinical	Preclinical					FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D011471	0.448	CLPP	D011471	Prostatic Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D015179	0.178	CLPP	D015179	Colorectal Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D015470	0.174	CLPP	D015470	Leukemia, Myeloid, Acute		Phase II	Phase II	TRUE	TRUE			FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D016543	0.177	CLPP	D016543	Central Nervous System Neoplasms		Phase I	Phase I	TRUE				FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D016889	0.438	CLPP	D016889	Endometrial Neoplasms		Phase II	Phase II	TRUE	TRUE			FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D019337	0.173	CLPP	D019337	Hematologic Neoplasms		Preclinical	Preclinical					FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	gwas	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPP-D054198	0.173	CLPP	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma		Phase II	Phase II	TRUE	TRUE			FALSE		D023961	Gonadal Dysgenesis, 46,XX	OMIM		Perrault syndrome 3, 614129 (3), Autosomal recessive	https://omim.org/entry/601119									OMIM			oncology	both	unsupported target	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPTM1L-D010051	0.781	CLPTM1L	D010051	Ovarian Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D011471	Prostatic Neoplasms	OTG		Serum prostate-specific antigen levels	https://genetics.opentargets.org/study/GCST000919	2010			0.428283485045514	0.7	1	0.7	1	GWAS	7		oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLPTM1L-D010190	1	CLPTM1L	D010190	Pancreatic Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D010190	Pancreatic Neoplasms	OTG		Pancreatic cancer	https://genetics.opentargets.org/study/GCST002553	2014			0.422902052481164	0.71	1	0.71	1	GWAS			oncology	gwas	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLRN1-D005128	0.498	CLRN1	D005128	Eye Diseases	Preclinical		Preclinical	FALSE				FALSE		D052245	Usher Syndromes	OMIM		Usher syndrome, type 3A, 276902 (3), Autosomal recessive	https://omim.org/entry/606397									OMIM			ophthalmology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLRN1-D052245	1	CLRN1	D052245	Usher Syndromes		Preclinical	Preclinical					FALSE		D052245	Usher Syndromes	OMIM		Usher syndrome, type 3A, 276902 (3), Autosomal recessive	https://omim.org/entry/606397									OMIM			neurology, ophthalmology, congenital, signs/symptoms	both	genetically supported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLU-D001749	0.204	CLU	D001749	Urinary Bladder Neoplasms	Phase III		Phase III	TRUE	TRUE	TRUE	FALSE	FALSE		D000544	Alzheimer Disease	OTG		Alzheimer's disease	https://genetics.opentargets.org/study/GCST000479	2009			0.60851755526658	0.78	1	0.78	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLU-D001943	0.214	CLU	D001943	Breast Neoplasms	Phase III		Phase III	TRUE	TRUE	TRUE	FALSE	FALSE		D000544	Alzheimer Disease	OTG		Alzheimer's disease	https://genetics.opentargets.org/study/GCST000479	2009			0.60851755526658	0.78	1	0.78	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLU-D002289	0.203	CLU	D002289	Carcinoma, Non-Small-Cell Lung		Phase II	Phase II	TRUE	TRUE			FALSE		D000544	Alzheimer Disease	OTG		Alzheimer's disease	https://genetics.opentargets.org/study/GCST000479	2009			0.60851755526658	0.78	1	0.78	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLU-D007680	0.21	CLU	D007680	Kidney Neoplasms	Phase III		Phase III	TRUE	TRUE	TRUE	FALSE	FALSE		D000544	Alzheimer Disease	OTG		Alzheimer's disease	https://genetics.opentargets.org/study/GCST000479	2009			0.60851755526658	0.78	1	0.78	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLU-D008175	0.215	CLU	D008175	Lung Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D000544	Alzheimer Disease	OTG		Alzheimer's disease	https://genetics.opentargets.org/study/GCST000479	2009			0.60851755526658	0.78	1	0.78	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLU-D009369	0.258	CLU	D009369	Neoplasms	Phase III		Phase III	TRUE	TRUE	TRUE	FALSE	FALSE		D000544	Alzheimer Disease	OTG		Alzheimer's disease	https://genetics.opentargets.org/study/GCST000479	2009			0.60851755526658	0.78	1	0.78	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLU-D010051	0.207	CLU	D010051	Ovarian Neoplasms	Phase III		Phase III	TRUE	TRUE	TRUE	FALSE	FALSE		D000544	Alzheimer Disease	OTG		Alzheimer's disease	https://genetics.opentargets.org/study/GCST000479	2009			0.60851755526658	0.78	1	0.78	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLU-D010190	0.208	CLU	D010190	Pancreatic Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D000544	Alzheimer Disease	OTG		Alzheimer's disease	https://genetics.opentargets.org/study/GCST000479	2009			0.60851755526658	0.78	1	0.78	1	GWAS			oncology	gwas	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLU-D011471	0.208	CLU	D011471	Prostatic Neoplasms	Phase III		Phase III	TRUE	TRUE	TRUE	FALSE	FALSE		D000544	Alzheimer Disease	OTG		Alzheimer's disease	https://genetics.opentargets.org/study/GCST000479	2009			0.60851755526658	0.78	1	0.78	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CLU-D015179	0.216	CLU	D015179	Colorectal Neoplasms	Preclinical		Preclinical	FALSE				FALSE		D000544	Alzheimer Disease	OTG		Alzheimer's disease	https://genetics.opentargets.org/study/GCST000479	2009			0.60851755526658	0.78	1	0.78	1	GWAS			oncology	both	unsupported target	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
CMA1-D001249	0	CMA1	D001249	Asthma	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE																			respiratory, immune	both	unsupported target	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CMA1-D002318	0	CMA1	D002318	Cardiovascular Diseases	Preclinical		Preclinical	FALSE				FALSE																			cardiovascular	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CMA1-D003876	0	CMA1	D003876	Dermatitis, Atopic	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE																			congenital, dermatology, immune	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CMA1-D003928	0	CMA1	D003928	Diabetic Nephropathies	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE																			endocrine	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CMA1-D004485	0	CMA1	D004485	Eczema	Preclinical		Preclinical	FALSE				FALSE																			dermatology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CMA1-D006333	0	CMA1	D006333	Heart Failure		Preclinical	Preclinical					FALSE																			cardiovascular	both	unsupported target	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CMA1-D007249	0	CMA1	D007249	Inflammation	Preclinical		Preclinical	FALSE				FALSE																			signs/symptoms	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CMA1-D009203	0	CMA1	D009203	Myocardial Infarction	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE																			cardiovascular, signs/symptoms	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CMA1-D029424	0	CMA1	D029424	Pulmonary Disease, Chronic Obstructive	Phase I		Phase I	TRUE	FALSE			FALSE																			respiratory	both	unsupported target	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CMKLR1-D001327	0.489	CMKLR1	D001327	Autoimmune Diseases		Preclinical	Preclinical					FALSE		D008232	Lymphoproliferative Disorders	OTG		Monocyte count	https://genetics.opentargets.org/study/GCST004625	2016			0.37566584383526	0.83	1	0.83	1	GWAS	0.03115868		immune	both	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D003093	0.234	CMKLR1	D003093	Colitis, Ulcerative		Phase I	Phase I	TRUE				TRUE		D006402	Hematologic Diseases	OTG		Granulocyte percentage of myeloid white cells	https://genetics.opentargets.org/study/GCST004608	2016			0.376997012599039	0.84	1	0.84	1	GWAS	0.02524083		digestive	both	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D003233	0.374	CMKLR1	D003233	Conjunctivitis, Allergic		Preclinical	Preclinical					FALSE		D008232	Lymphoproliferative Disorders	OTG		Monocyte count	https://genetics.opentargets.org/study/GCST004625	2016			0.37566584383526	0.83	1	0.83	1	GWAS	0.03115868		ophthalmology, immune	both	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D003424	0.241	CMKLR1	D003424	Crohn Disease		Phase I	Phase I	TRUE				TRUE		D006402	Hematologic Diseases	OTG		Granulocyte percentage of myeloid white cells	https://genetics.opentargets.org/study/GCST004608	2016			0.376997012599039	0.84	1	0.84	1	GWAS	0.02524083		digestive	both	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D003872	0.484	CMKLR1	D003872	Dermatitis	Phase I		Phase I	TRUE	FALSE			FALSE		D000505	Alopecia	OTG		Male-pattern baldness	https://genetics.opentargets.org/study/GCST007020	2018			0.409528142467178	0.88	1	0.88	1	GWAS	0.0198942		dermatology	gwas	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D007249	0.362	CMKLR1	D007249	Inflammation		Preclinical	Preclinical					FALSE		D000505	Alopecia	OTG		Male-pattern baldness	https://genetics.opentargets.org/study/GCST007020	2018			0.409528142467178	0.88	1	0.88	1	GWAS	0.0198942		signs/symptoms	gwas	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D009103	0.443	CMKLR1	D009103	Multiple Sclerosis	Preclinical		Preclinical	FALSE				FALSE		D008232	Lymphoproliferative Disorders	OTG		Monocyte count	https://genetics.opentargets.org/study/GCST004625	2016			0.37566584383526	0.83	1	0.83	1	GWAS	0.03115868		neurology, immune	both	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D009369	0.336	CMKLR1	D009369	Neoplasms		Preclinical	Preclinical					TRUE		D006402	Hematologic Diseases	OTG		Granulocyte percentage of myeloid white cells	https://genetics.opentargets.org/study/GCST004608	2016			0.376997012599039	0.84	1	0.84	1	GWAS	0.02524083		oncology	gwas	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D009437	0.334	CMKLR1	D009437	Neuralgia	Preclinical		Preclinical	FALSE				FALSE		D000505	Alopecia	OTG		Male-pattern baldness	https://genetics.opentargets.org/study/GCST007020	2018			0.409528142467178	0.88	1	0.88	1	GWAS	0.0198942		neurology, signs/symptoms	both	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D010190	0.24	CMKLR1	D010190	Pancreatic Neoplasms		Preclinical	Preclinical					TRUE		D006402	Hematologic Diseases	OTG		Granulocyte percentage of myeloid white cells	https://genetics.opentargets.org/study/GCST004608	2016			0.376997012599039	0.84	1	0.84	1	GWAS	0.02524083		oncology	gwas	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D011565	0.465	CMKLR1	D011565	Psoriasis	Phase I		Phase I	TRUE	FALSE			FALSE		D000505	Alopecia	OTG		Male-pattern baldness	https://genetics.opentargets.org/study/GCST007020	2018			0.409528142467178	0.88	1	0.88	1	GWAS	0.0198942		dermatology	both	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D012120	0.268	CMKLR1	D012120	Respiration Disorders		Preclinical	Preclinical					TRUE		D006402	Hematologic Diseases	OTG		Granulocyte percentage of myeloid white cells	https://genetics.opentargets.org/study/GCST004608	2016			0.376997012599039	0.84	1	0.84	1	GWAS	0.02524083		respiratory	both	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D014605	0.247	CMKLR1	D014605	Uveitis		Preclinical	Preclinical					FALSE		D006402	Hematologic Diseases	OTG		Granulocyte percentage of myeloid white cells	https://genetics.opentargets.org/study/GCST004608	2016			0.376997012599039	0.84	1	0.84	1	GWAS	0.02524083		ophthalmology	gwas	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D015212	0.248	CMKLR1	D015212	Inflammatory Bowel Diseases		Phase I	Phase I	TRUE				TRUE		D006402	Hematologic Diseases	OTG		Granulocyte percentage of myeloid white cells	https://genetics.opentargets.org/study/GCST004608	2016			0.376997012599039	0.84	1	0.84	1	GWAS	0.02524083		digestive	both	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D015352	0.234	CMKLR1	D015352	Dry Eye Syndromes		Preclinical	Preclinical					FALSE		D006402	Hematologic Diseases	OTG		Granulocyte percentage of myeloid white cells	https://genetics.opentargets.org/study/GCST004608	2016			0.376997012599039	0.84	1	0.84	1	GWAS	0.02524083		ophthalmology	both	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CMKLR1-D045823	0.227	CMKLR1	D045823	Ileus	Preclinical		Preclinical	FALSE				TRUE		D006402	Hematologic Diseases	OTG		Granulocyte percentage of myeloid white cells	https://genetics.opentargets.org/study/GCST004608	2016			0.376997012599039	0.84	1	0.84	1	GWAS	0.02524083		digestive	omim/tcga	unsupported target	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
CNDP1-D008175	0.036	CNDP1	D008175	Lung Neoplasms	Phase II		Phase II	TRUE	TRUE	FALSE		FALSE		D015415	Biomarkers	OTG		Blood protein levels [EA, Beta-Ala-His dipeptidase]	https://genetics.opentargets.org/study/GCST004365_78	2017			0.41148947231609	0.87	1	0.87	1	GWAS	0.35		oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CNDP1-D011183	0.037	CNDP1	D011183	Postoperative Complications	Launched	Launched	Launched	TRUE	TRUE	TRUE	TRUE	TRUE		D015415	Biomarkers	OTG		Blood protein levels [EA, Beta-Ala-His dipeptidase]	https://genetics.opentargets.org/study/GCST004365_78	2017			0.41148947231609	0.87	1	0.87	1	GWAS	0.35		signs/symptoms	omim/tcga	unsupported target	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CNDP1-D012516	0.035	CNDP1	D012516	Osteosarcoma	Phase II		Phase II	TRUE	TRUE	FALSE		TRUE		D015415	Biomarkers	OTG		Blood protein levels [EA, Beta-Ala-His dipeptidase]	https://genetics.opentargets.org/study/GCST004365_78	2017			0.41148947231609	0.87	1	0.87	1	GWAS	0.35		oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CNDP1-D054198	0.034	CNDP1	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	Phase II		Phase II	TRUE	TRUE	FALSE		TRUE		D015415	Biomarkers	OTG		Blood protein levels [EA, Beta-Ala-His dipeptidase]	https://genetics.opentargets.org/study/GCST004365_78	2017			0.41148947231609	0.87	1	0.87	1	GWAS	0.35		oncology	both	unsupported target	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
CNGA3-D003117	1	CNGA3	D003117	Color Vision Defects		Phase II	Phase II	TRUE	TRUE			TRUE		D003117	Color Vision Defects	OMIM		Achromatopsia 2, 216900 (3), Autosomal recessive	https://omim.org/entry/600053									OMIM			neurology, ophthalmology, signs/symptoms	omim/tcga	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
CNGB3-D003117	1	CNGB3	D003117	Color Vision Defects		Phase II	Phase II	TRUE	TRUE			TRUE		D003117	Color Vision Defects	OMIM		Achromatopsia 3, 262300 (3), Autosomal recessive	https://omim.org/entry/605080									OMIM			neurology, ophthalmology, signs/symptoms	omim/tcga	genetically supported target	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
CNR1-D000072861	0.014	CNR1	D000072861	Phobia, Social	Preclinical		Preclinical	FALSE				FALSE		D000069196	Gastrointestinal Microbiome	OTG		Gut microbiota (functional units) [PWY-5345_superpathway_of_L-methionine_biosynthesis_(by_sulfhydrylation]	https://genetics.opentargets.org/study/GCST003854_29	2016			0.192327664546281	0.9	1	0.9	1	GWAS	5.4949656		psychiatry	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CNR1-D000086382	0	CNR1	D000086382	COVID-19		Phase III	Phase III	TRUE	TRUE	TRUE		FALSE		D000069196	Gastrointestinal Microbiome	OTG		Gut microbiota (functional units) [PWY-5345_superpathway_of_L-methionine_biosynthesis_(by_sulfhydrylation]	https://genetics.opentargets.org/study/GCST003854_29	2016			0.192327664546281	0.9	1	0.9	1	GWAS	5.4949656		infection, respiratory	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CNR1-D000544	0.014	CNR1	D000544	Alzheimer Disease		Phase II	Phase II	TRUE	TRUE			FALSE		D000069196	Gastrointestinal Microbiome	OTG		Gut microbiota (functional units) [PWY-5345_superpathway_of_L-methionine_biosynthesis_(by_sulfhydrylation]	https://genetics.opentargets.org/study/GCST003854_29	2016			0.192327664546281	0.9	1	0.9	1	GWAS	5.4949656		neurology, psychiatry	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CNR1-D000690	0.014	CNR1	D000690	Amyotrophic Lateral Sclerosis	Preclinical		Preclinical	FALSE				FALSE		D000069196	Gastrointestinal Microbiome	OTG		Gut microbiota (functional units) [PWY-5345_superpathway_of_L-methionine_biosynthesis_(by_sulfhydrylation]	https://genetics.opentargets.org/study/GCST003854_29	2016			0.192327664546281	0.9	1	0.9	1	GWAS	5.4949656		neurology, metabolic	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CNR1-D000856	0.014	CNR1	D000856	Anorexia Nervosa	Preclinical		Preclinical	FALSE				FALSE		D000069196	Gastrointestinal Microbiome	OTG		Gut microbiota (functional units) [PWY-5345_superpathway_of_L-methionine_biosynthesis_(by_sulfhydrylation]	https://genetics.opentargets.org/study/GCST003854_29	2016			0.192327664546281	0.9	1	0.9	1	GWAS	5.4949656		psychiatry	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CNR1-D001008	0.014	CNR1	D001008	Anxiety Disorders		Phase I	Phase I	TRUE				FALSE		D000069196	Gastrointestinal Microbiome	OTG		Gut microbiota (functional units) [PWY-5345_superpathway_of_L-methionine_biosynthesis_(by_sulfhydrylation]	https://genetics.opentargets.org/study/GCST003854_29	2016			0.192327664546281	0.9	1	0.9	1	GWAS	5.4949656		psychiatry	gwas	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CNR1-D001049	0.014	CNR1	D001049	Apnea		Phase II	Phase II	TRUE	TRUE			FALSE		D000069196	Gastrointestinal Microbiome	OTG		Gut microbiota (functional units) [PWY-5345_superpathway_of_L-methionine_biosynthesis_(by_sulfhydrylation]	https://genetics.opentargets.org/study/GCST003854_29	2016			0.192327664546281	0.9	1	0.9	1	GWAS	5.4949656		respiratory, signs/symptoms	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
CNR1-D001168	0.014	CNR1	D001168	Arthritis	Preclinical		Preclinical	FALSE				FALSE		D000069196	Gastrointestinal Microbiome	OTG		Gut microbiota (functional units) [PWY-5345_superpathway_of_L-methionine_biosynthesis_(by_sulfhydrylation]	https://genetics.opentargets.org/study/GCST003854_29	2016			0.192327664546281	0.9	1	0.9	1	GWAS	5.4949656		musculoskeletal	both	unsupported target	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
